timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2
1.000000e-01	1	6160	1.050800e+03	1.457259e-01	1.457259e-01
2.000000e-01	2	1213	2.130090e+03	6.371620e-01	6.371620e-01
3.000000e-01	3	7067	6.973100e+02	8.980965e-02	8.980965e-02
4.000000e-01	4	1045	1.898850e+03	6.450227e-01	6.450227e-01
5.000000e-01	5	5678	8.705400e+02	1.329365e-01	1.329365e-01
6.000000e-01	6	1088	2.041840e+03	6.523784e-01	6.523784e-01
7.000000e-01	7	6285	9.210500e+02	1.278162e-01	1.278162e-01
8.000000e-01	8	1076	2.055680e+03	6.564144e-01	6.564144e-01
9.000000e-01	9	7259	7.108700e+02	8.919468e-02	8.919468e-02
1	10	1270	2.232100e+03	6.373604e-01	6.373604e-01
1.100000e+00	11	6129	7.809700e+02	1.130208e-01	1.130208e-01
1.200000e+00	12	1081	2.208330e+03	6.713616e-01	6.713616e-01
1.300000e+00	13	6067	8.853100e+02	1.273404e-01	1.273404e-01
1.400000e+00	14	1109	1.998370e+03	6.431065e-01	6.431065e-01
1.500000e+00	15	6699	8.860700e+02	1.168176e-01	1.168176e-01
1.600000e+00	16	1210	1.966300e+03	6.190536e-01	6.190536e-01
1.700000e+00	17	5389	1.011770e+03	1.580700e-01	1.580700e-01
1.800000e+00	18	1228	2.356040e+03	6.573699e-01	6.573699e-01
1.900000e+00	19	6388	9.038400e+02	1.239523e-01	1.239523e-01
2	20	1351	2.326430e+03	6.326239e-01	6.326239e-01
