timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2
1.000000e-01	1	7188	8.248400e+02	1.029398e-01	1.029398e-01
2.000000e-01	2	1028	1.542040e+03	6.000062e-01	6.000062e-01
3.000000e-01	3	6927	6.931100e+02	9.095800e-02	9.095800e-02
4.000000e-01	4	1132	1.416760e+03	5.558625e-01	5.558625e-01
5.000000e-01	5	7313	6.880900e+02	8.599953e-02	8.599953e-02
6.000000e-01	6	1232	1.371760e+03	5.268381e-01	5.268381e-01
7.000000e-01	7	7875	5.607500e+02	6.647305e-02	6.647305e-02
8.000000e-01	8	1115	1.443950e+03	5.642744e-01	5.642744e-01
9.000000e-01	9	7563	7.625900e+02	9.159591e-02	9.159591e-02
1	10	1219	1.319670e+03	5.198273e-01	5.198273e-01
1.100000e+00	11	8465	6.834500e+02	7.470664e-02	7.470664e-02
1.200000e+00	12	994	1.475420e+03	5.974763e-01	5.974763e-01
1.300000e+00	13	6918	6.807400e+02	8.958591e-02	8.958591e-02
1.400000e+00	14	1293	1.368490e+03	5.141819e-01	5.141819e-01
1.500000e+00	15	7828	8.430400e+02	9.722479e-02	9.722479e-02
1.600000e+00	16	1143	1.613990e+03	5.854174e-01	5.854174e-01
1.700000e+00	17	7297	7.352100e+02	9.153272e-02	9.153272e-02
1.800000e+00	18	1097	1.730210e+03	6.119850e-01	6.119850e-01
1.900000e+00	19	7951	7.424300e+02	8.540127e-02	8.540127e-02
2	20	1135	1.619550e+03	5.879545e-01	5.879545e-01
