timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2
1.000000e-01	1	7622	1.072460e+03	1.233498e-01	1.233498e-01
2.000000e-01	2	1152	1.568360e+03	5.765266e-01	5.765266e-01
3.000000e-01	3	7390	9.067000e+02	1.092844e-01	1.092844e-01
4.000000e-01	4	1209	1.434370e+03	5.426293e-01	5.426293e-01
5.000000e-01	5	7199	9.220700e+02	1.135405e-01	1.135405e-01
6.000000e-01	6	1243	1.318990e+03	5.148303e-01	5.148303e-01
7.000000e-01	7	5918	8.797400e+02	1.294165e-01	1.294165e-01
8.000000e-01	8	1083	1.262190e+03	5.382037e-01	5.382037e-01
9.000000e-01	9	6118	1.106740e+03	1.531875e-01	1.531875e-01
1	10	1151	1.532430e+03	5.710714e-01	5.710714e-01
1.100000e+00	11	6617	9.688100e+02	1.277135e-01	1.277135e-01
1.200000e+00	12	1116	1.404880e+03	5.572975e-01	5.572975e-01
1.300000e+00	13	7761	9.717300e+02	1.112745e-01	1.112745e-01
1.400000e+00	14	1219	1.650670e+03	5.752125e-01	5.752125e-01
1.500000e+00	15	5848	9.486400e+02	1.395748e-01	1.395748e-01
1.600000e+00	16	1293	1.456490e+03	5.297310e-01	5.297310e-01
1.700000e+00	17	7138	1.042340e+03	1.274201e-01	1.274201e-01
1.800000e+00	18	1158	1.581940e+03	5.773630e-01	5.773630e-01
1.900000e+00	19	6017	7.908100e+02	1.161622e-01	1.161622e-01
2	20	1159	1.297870e+03	5.282616e-01	5.282616e-01
