coordinates:	39.7,100.4	103.7,100.4
timeat129nm	I_1at129nm	I_2at129nm
1.000000e-01	125	116
3.000000e-01	188	156
5.000000e-01	206	147
7.000000e-01	190	145
9.000000e-01	178	142
1.100000e+00	191	145
1.300000e+00	129	122
1.500000e+00	114	120
1.700000e+00	161	120
1.900000e+00	188	150
2.100000e+00	197	139
2.300000e+00	198	144
2.500000e+00	186	152
2.700000e+00	194	145
2.900000e+00	195	146
3.100000e+00	203	145
3.300000e+00	181	137
3.500000e+00	200	145
3.700000e+00	180	136
3.900000e+00	178	137
4.100000e+00	161	168
4.300000e+00	155	180
4.500000e+00	161	185
4.700000e+00	152	171
4.900000e+00	168	195
5.100000e+00	167	169
5.300000e+00	148	182
5.500000e+00	161	173
5.700000e+00	145	172
5.900000e+00	162	190
6.100000e+00	148	188
6.300000e+00	153	176
6.500000e+00	172	148
6.700000e+00	162	171
6.900000e+00	150	185
7.100000e+00	167	181
7.300000e+00	161	180
7.500000e+00	156	177
7.700000e+00	160	172
7.900000e+00	179	158
8.100000e+00	193	143
8.300000e+00	194	141
8.500000e+00	156	134
8.700000e+00	114	118
8.900000e+00	193	119
9.100000e+00	203	122
9.300000e+00	210	118
9.500000e+00	213	125
9.700000e+00	201	117
9.900000e+00	219	118
1.010000e+01	209	122
1.030000e+01	217	122
1.050000e+01	211	123
1.070000e+01	216	124
1.090000e+01	206	127
1.110000e+01	205	121
1.130000e+01	229	120
1.150000e+01	209	123
1.170000e+01	196	123
1.190000e+01	235	120
1.210000e+01	195	124
1.230000e+01	212	123
1.250000e+01	197	120
1.270000e+01	220	120
1.290000e+01	224	123
1.310000e+01	192	118
1.330000e+01	220	125
1.350000e+01	192	119
1.370000e+01	214	126
1.390000e+01	224	121
1.410000e+01	195	120
1.430000e+01	213	127
1.450000e+01	215	126
1.470000e+01	212	126
1.490000e+01	113	116
1.510000e+01	114	118
1.530000e+01	113	113
1.550000e+01	114	119
1.570000e+01	114	119
1.590000e+01	114	120
1.610000e+01	113	120
1.630000e+01	114	115
1.650000e+01	113	118
1.670000e+01	114	119
1.690000e+01	113	115
1.710000e+01	114	117
1.730000e+01	113	119
1.750000e+01	113	118
1.770000e+01	113	118
1.790000e+01	113	119
1.810000e+01	113	118
1.830000e+01	113	121
1.850000e+01	113	114
1.870000e+01	115	115
1.890000e+01	114	116
1.910000e+01	113	118
1.930000e+01	115	123
1.950000e+01	113	118
1.970000e+01	113	118
1.990000e+01	114	119
