coordinates:	30.6,32.9	94.6,32.9
timeat129nm	I_1at129nm	I_2at129nm
1.000000e-01	148	126
3.000000e-01	196	139
5.000000e-01	206	145
7.000000e-01	220	127
9.000000e-01	222	134
1.100000e+00	195	133
1.300000e+00	189	139
1.500000e+00	204	133
1.700000e+00	201	139
1.900000e+00	189	141
2.100000e+00	194	138
2.300000e+00	206	146
2.500000e+00	181	150
2.700000e+00	192	146
2.900000e+00	189	145
3.100000e+00	221	126
3.300000e+00	210	125
3.500000e+00	218	124
3.700000e+00	210	127
3.900000e+00	223	120
4.100000e+00	204	127
4.300000e+00	203	122
4.500000e+00	222	121
4.700000e+00	207	120
4.900000e+00	210	123
5.100000e+00	226	125
5.300000e+00	216	118
5.500000e+00	184	120
5.700000e+00	212	123
5.900000e+00	223	123
6.100000e+00	201	121
6.300000e+00	113	121
6.500000e+00	113	116
6.700000e+00	114	123
6.900000e+00	113	118
7.100000e+00	113	119
7.300000e+00	114	121
7.500000e+00	114	117
7.700000e+00	113	117
7.900000e+00	114	118
8.100000e+00	113	117
8.300000e+00	113	119
8.500000e+00	115	122
8.700000e+00	113	116
8.900000e+00	113	117
9.100000e+00	113	113
9.300000e+00	113	119
9.500000e+00	113	116
9.700000e+00	113	121
9.900000e+00	113	117
1.010000e+01	113	122
1.030000e+01	113	126
1.050000e+01	116	119
1.070000e+01	113	118
1.090000e+01	113	120
1.110000e+01	113	117
1.130000e+01	113	114
1.150000e+01	113	118
1.170000e+01	114	116
1.190000e+01	113	116
1.210000e+01	113	117
1.230000e+01	113	115
1.250000e+01	113	118
1.270000e+01	115	113
1.290000e+01	113	116
1.310000e+01	113	118
1.330000e+01	113	116
1.350000e+01	115	120
1.370000e+01	113	119
1.390000e+01	113	118
1.410000e+01	114	115
1.430000e+01	114	115
1.450000e+01	113	118
1.470000e+01	113	119
1.490000e+01	113	118
1.510000e+01	113	114
1.530000e+01	113	118
1.550000e+01	114	116
1.570000e+01	113	118
1.590000e+01	114	116
1.610000e+01	114	119
1.630000e+01	113	115
1.650000e+01	113	118
1.670000e+01	113	116
1.690000e+01	114	115
1.710000e+01	113	119
1.730000e+01	113	121
1.750000e+01	114	118
1.770000e+01	113	115
1.790000e+01	113	116
1.810000e+01	113	115
1.830000e+01	113	115
1.850000e+01	113	115
1.870000e+01	113	117
1.890000e+01	113	118
1.910000e+01	114	117
1.930000e+01	113	122
1.950000e+01	113	122
1.970000e+01	113	118
1.990000e+01	113	114
