coordinates:	31.5,17.7	95.5,17.7
timeat129nm	I_1at129nm	I_2at129nm
1.000000e-01	115	119
3.000000e-01	144	143
5.000000e-01	145	177
7.000000e-01	115	123
9.000000e-01	113	121
1.100000e+00	113	122
1.300000e+00	113	119
1.500000e+00	114	119
1.700000e+00	114	126
1.900000e+00	113	119
2.100000e+00	113	120
2.300000e+00	113	121
2.500000e+00	113	117
2.700000e+00	113	118
2.900000e+00	114	119
3.100000e+00	113	123
3.300000e+00	113	115
3.500000e+00	114	124
3.700000e+00	116	118
3.900000e+00	115	115
4.100000e+00	114	119
4.300000e+00	113	120
4.500000e+00	113	117
4.700000e+00	113	122
4.900000e+00	114	116
5.100000e+00	114	117
5.300000e+00	114	117
5.500000e+00	115	115
5.700000e+00	113	118
5.900000e+00	114	120
6.100000e+00	114	121
6.300000e+00	113	119
6.500000e+00	113	115
6.700000e+00	115	119
6.900000e+00	113	118
7.100000e+00	113	120
7.300000e+00	114	120
7.500000e+00	113	115
7.700000e+00	113	117
7.900000e+00	113	116
8.100000e+00	113	120
8.300000e+00	114	119
8.500000e+00	113	117
8.700000e+00	113	116
8.900000e+00	113	117
9.100000e+00	113	120
9.300000e+00	114	115
9.500000e+00	114	119
9.700000e+00	113	118
9.900000e+00	115	116
1.010000e+01	114	116
1.030000e+01	114	120
1.050000e+01	114	121
1.070000e+01	114	118
1.090000e+01	113	118
1.110000e+01	114	120
1.130000e+01	113	120
1.150000e+01	114	117
1.170000e+01	113	118
1.190000e+01	114	118
1.210000e+01	113	119
1.230000e+01	113	119
1.250000e+01	114	117
1.270000e+01	113	117
1.290000e+01	113	118
1.310000e+01	113	116
1.330000e+01	113	118
1.350000e+01	114	120
1.370000e+01	114	118
1.390000e+01	113	115
1.410000e+01	115	117
1.430000e+01	113	120
1.450000e+01	114	117
1.470000e+01	114	125
1.490000e+01	113	116
1.510000e+01	113	119
1.530000e+01	113	119
1.550000e+01	114	116
1.570000e+01	113	115
1.590000e+01	113	115
1.610000e+01	113	118
1.630000e+01	114	114
1.650000e+01	113	118
1.670000e+01	114	119
1.690000e+01	113	114
1.710000e+01	114	119
1.730000e+01	114	117
1.750000e+01	113	116
1.770000e+01	113	121
1.790000e+01	113	117
1.810000e+01	114	118
1.830000e+01	114	119
1.850000e+01	113	117
1.870000e+01	113	117
1.890000e+01	113	116
1.910000e+01	113	119
1.930000e+01	113	120
1.950000e+01	113	117
1.970000e+01	115	121
1.990000e+01	114	119
