coordinates:	3.9,12.1	67.9,12.1
timeat129nm	I_1at129nm	I_2at129nm
1.000000e-01	119	120
3.000000e-01	145	169
5.000000e-01	141	189
7.000000e-01	155	171
9.000000e-01	132	129
1.100000e+00	156	177
1.300000e+00	157	180
1.500000e+00	164	167
1.700000e+00	154	186
1.900000e+00	227	124
2.100000e+00	206	119
2.300000e+00	218	121
2.500000e+00	205	125
2.700000e+00	205	124
2.900000e+00	203	124
3.100000e+00	211	120
3.300000e+00	219	125
3.500000e+00	213	120
3.700000e+00	212	121
3.900000e+00	215	122
4.100000e+00	210	125
4.300000e+00	214	121
4.500000e+00	205	123
4.700000e+00	210	128
4.900000e+00	189	127
5.100000e+00	212	119
5.300000e+00	233	118
5.500000e+00	210	123
5.700000e+00	148	119
5.900000e+00	209	125
6.100000e+00	204	124
6.300000e+00	198	125
6.500000e+00	193	120
6.700000e+00	215	129
6.900000e+00	210	124
7.100000e+00	216	126
7.300000e+00	222	129
7.500000e+00	214	121
7.700000e+00	213	122
7.900000e+00	210	121
8.100000e+00	202	120
8.300000e+00	212	118
8.500000e+00	205	121
8.700000e+00	210	119
8.900000e+00	213	119
9.100000e+00	221	120
9.300000e+00	219	123
9.500000e+00	206	124
9.700000e+00	201	126
9.900000e+00	197	125
1.010000e+01	113	120
1.030000e+01	113	118
1.050000e+01	114	118
1.070000e+01	113	119
1.090000e+01	113	116
1.110000e+01	115	117
1.130000e+01	113	119
1.150000e+01	114	116
1.170000e+01	113	115
1.190000e+01	113	117
1.210000e+01	113	117
1.230000e+01	114	117
1.250000e+01	114	119
1.270000e+01	113	116
1.290000e+01	113	116
1.310000e+01	114	116
1.330000e+01	113	119
1.350000e+01	113	116
1.370000e+01	114	122
1.390000e+01	113	124
1.410000e+01	113	115
1.430000e+01	114	118
1.450000e+01	114	115
1.470000e+01	113	119
1.490000e+01	115	118
1.510000e+01	116	115
1.530000e+01	113	117
1.550000e+01	113	117
1.570000e+01	115	115
1.590000e+01	114	121
1.610000e+01	113	116
1.630000e+01	113	118
1.650000e+01	113	120
1.670000e+01	113	116
1.690000e+01	114	118
1.710000e+01	113	114
1.730000e+01	115	120
1.750000e+01	113	119
1.770000e+01	113	119
1.790000e+01	113	123
1.810000e+01	114	118
1.830000e+01	113	121
1.850000e+01	113	116
1.870000e+01	114	116
1.890000e+01	113	121
1.910000e+01	113	115
1.930000e+01	113	120
1.950000e+01	113	118
1.970000e+01	113	121
1.990000e+01	113	115
