coordinates:	2.8,97.8	66.8,97.8
timeat129nm	I_1at129nm	I_2at129nm
1.000000e-01	177	126
3.000000e-01	170	134
5.000000e-01	202	154
7.000000e-01	195	154
9.000000e-01	202	149
1.100000e+00	193	134
1.300000e+00	146	124
1.500000e+00	206	127
1.700000e+00	177	138
1.900000e+00	183	133
2.100000e+00	199	150
2.300000e+00	214	140
2.500000e+00	191	128
2.700000e+00	196	135
2.900000e+00	191	148
3.100000e+00	194	149
3.300000e+00	199	156
3.500000e+00	161	125
3.700000e+00	190	147
3.900000e+00	206	125
4.100000e+00	195	119
4.300000e+00	212	120
4.500000e+00	187	122
4.700000e+00	128	118
4.900000e+00	173	121
5.100000e+00	196	128
5.300000e+00	224	124
5.500000e+00	216	122
5.700000e+00	231	123
5.900000e+00	217	121
6.100000e+00	229	117
6.300000e+00	224	124
6.500000e+00	205	126
6.700000e+00	214	122
6.900000e+00	213	118
7.100000e+00	218	121
7.300000e+00	203	125
7.500000e+00	236	130
7.700000e+00	175	125
7.900000e+00	203	122
8.100000e+00	209	122
8.300000e+00	199	126
8.500000e+00	208	124
8.700000e+00	216	124
8.900000e+00	207	122
9.100000e+00	206	123
9.300000e+00	218	122
9.500000e+00	220	121
9.700000e+00	215	122
9.900000e+00	196	120
1.010000e+01	205	128
1.030000e+01	204	120
1.050000e+01	222	126
1.070000e+01	201	124
1.090000e+01	212	122
1.110000e+01	217	126
1.130000e+01	113	122
1.150000e+01	114	119
1.170000e+01	113	117
1.190000e+01	114	116
1.210000e+01	114	115
1.230000e+01	113	120
1.250000e+01	113	119
1.270000e+01	114	116
1.290000e+01	113	121
1.310000e+01	113	119
1.330000e+01	115	118
1.350000e+01	113	115
1.370000e+01	113	126
1.390000e+01	114	116
1.410000e+01	113	118
1.430000e+01	113	119
1.450000e+01	116	119
1.470000e+01	114	114
1.490000e+01	116	119
1.510000e+01	113	121
1.530000e+01	113	119
1.550000e+01	114	115
1.570000e+01	113	120
1.590000e+01	113	117
1.610000e+01	113	118
1.630000e+01	114	117
1.650000e+01	113	117
1.670000e+01	113	118
1.690000e+01	113	116
1.710000e+01	113	121
1.730000e+01	113	121
1.750000e+01	115	115
1.770000e+01	113	117
1.790000e+01	113	117
1.810000e+01	114	117
1.830000e+01	115	117
1.850000e+01	113	116
1.870000e+01	114	117
1.890000e+01	113	115
1.910000e+01	113	121
1.930000e+01	113	117
1.950000e+01	113	116
1.970000e+01	114	117
1.990000e+01	113	117
