coordinates:	43.9,47.0	107.9,47.0
timeat129nm	I_1at129nm	I_2at129nm
1.000000e-01	195	124
3.000000e-01	181	141
5.000000e-01	202	146
7.000000e-01	195	146
9.000000e-01	174	158
1.100000e+00	186	140
1.300000e+00	190	155
1.500000e+00	198	137
1.700000e+00	188	142
1.900000e+00	187	146
2.100000e+00	208	133
2.300000e+00	196	145
2.500000e+00	184	147
2.700000e+00	203	142
2.900000e+00	198	142
3.100000e+00	193	149
3.300000e+00	214	142
3.500000e+00	189	147
3.700000e+00	125	120
3.900000e+00	199	143
4.100000e+00	206	144
4.300000e+00	191	150
4.500000e+00	189	140
4.700000e+00	194	162
4.900000e+00	195	146
5.100000e+00	118	123
5.300000e+00	202	145
5.500000e+00	199	137
5.700000e+00	198	135
5.900000e+00	171	128
6.100000e+00	195	137
6.300000e+00	200	147
6.500000e+00	207	138
6.700000e+00	197	144
6.900000e+00	195	145
7.100000e+00	186	144
7.300000e+00	193	133
7.500000e+00	191	143
7.700000e+00	192	147
7.900000e+00	193	139
8.100000e+00	192	146
8.300000e+00	186	145
8.500000e+00	196	133
8.700000e+00	189	139
8.900000e+00	206	138
9.100000e+00	190	143
9.300000e+00	200	138
9.500000e+00	199	127
9.700000e+00	203	151
9.900000e+00	183	152
1.010000e+01	113	120
1.030000e+01	175	138
1.050000e+01	191	153
1.070000e+01	182	139
1.090000e+01	187	146
1.110000e+01	186	133
1.130000e+01	208	122
1.150000e+01	216	124
1.170000e+01	221	127
1.190000e+01	214	124
1.210000e+01	214	123
1.230000e+01	214	127
1.250000e+01	208	121
1.270000e+01	186	121
1.290000e+01	223	121
1.310000e+01	201	121
1.330000e+01	229	121
1.350000e+01	207	124
1.370000e+01	221	124
1.390000e+01	223	129
1.410000e+01	199	121
1.430000e+01	194	118
1.450000e+01	214	121
1.470000e+01	210	126
1.490000e+01	228	119
1.510000e+01	209	115
1.530000e+01	216	117
1.550000e+01	201	124
1.570000e+01	195	120
1.590000e+01	217	125
1.610000e+01	205	123
1.630000e+01	208	125
1.650000e+01	213	124
1.670000e+01	212	123
1.690000e+01	206	121
1.710000e+01	209	119
1.730000e+01	210	122
1.750000e+01	228	121
1.770000e+01	206	127
1.790000e+01	224	122
1.810000e+01	209	124
1.830000e+01	215	122
1.850000e+01	136	117
1.870000e+01	152	118
1.890000e+01	207	118
1.910000e+01	196	122
1.930000e+01	218	118
1.950000e+01	207	117
1.970000e+01	213	120
1.990000e+01	225	122
