1	6338	1106
1	5288	1167
1	5609	1103
1	6427	1078
1	6070	1355
1	5565	1088
1	6595	1034
1	5514	1013
1	4963	1300
1	6074	1189
2	4696	1699
2	4930	1393
2	5100	1567
2	4289	1477
2	4457	1423
2	5194	1442
2	5139	1302
2	5257	1524
2	4543	1287
2	4451	1385
3	6230	1453
3	5699	1236
3	6850	1306
3	5879	1225
3	6342	1349
3	5341	1313
3	6465	1261
3	6903	1436
3	6661	1421
3	6033	1263
4	5419	990
4	4886	1192
4	4922	1152
4	5753	1129
4	5804	1097
4	4717	1088
4	5378	1193
4	6136	1097
4	4767	1072
4	6107	1080
5	5836	1547
5	7347	1766
5	6304	1637
5	6176	2054
5	6307	1875
5	8130	1642
5	6351	1503
5	6349	2014
5	7008	1951
5	7043	1783
6	6160	1482
6	7067	1192
6	5678	1268
6	6285	1361
6	7259	1219
6	6129	1210
6	6067	1310
6	6699	1355
6	5389	1389
6	6388	1351
7	6948	1309
7	7793	1083
7	7567	1051
7	8620	1037
7	7510	1191
7	7154	1096
7	7005	1118
7	6966	1138
7	7224	1116
7	8499	1214
8	8430	1139
8	7383	1230
8	7840	1265
8	8269	1184
8	7097	1377
8	8011	1351
8	8058	1117
8	7678	1193
8	7453	1173
8	8517	1347
9	6071	1013
9	8934	1179
9	7007	1107
9	8332	1059
9	8964	1044
9	7407	1048
9	7024	1050
9	7515	1017
9	8152	977
9	7281	1033
10	6321	1178
10	7330	1170
10	5946	1001
10	7649	1141
10	6756	1179
10	6469	1087
10	5899	1298
10	6894	1105
10	6997	1129
10	7320	1168
11	7188	1328
11	6927	1178
11	7313	1200
11	7875	1112
11	7563	1292
11	8465	1276
11	6918	1165
11	7828	1391
11	7297	1246
11	7951	1299
12	7622	1606
12	7390	1424
12	7199	1426
12	5918	1294
12	6118	1535
12	6617	1432
12	7761	1515
12	5848	1358
12	7138	1542
12	6017	1212
13	6805	1125
13	6890	1146
13	6728	1396
13	6602	1202
13	6263	1343
13	7497	1181
13	6974	1079
13	7425	1263
13	6507	1198
13	8210	1385
14	10312	1273
14	13161	1418
14	12000	1531
14	9976	1300
14	10063	1250
14	10409	1589
14	9856	1428
14	11153	1398
14	11830	1495
14	10710	1508
15	9425	1114
15	8755	1249
15	8233	1345
15	8690	1171
15	9249	1513
15	8385	1297
15	9789	1380
15	8161	1343
15	9777	1270
15	8841	1295
16	11060	1339
16	10437	1271
16	9829	1107
16	9079	1235
16	10863	1196
16	11455	1074
16	10129	1111
16	10332	1172
16	13336	1057
16	10514	1086
17	3543	1018
17	4287	1019
17	4580	976
17	3719	1137
17	3741	927
17	3545	1025
17	4207	1084
17	4045	1065
17	4165	1166
17	3928	1016
18	6065	1098
18	5554	1017
18	5537	1054
18	5200	1135
18	4831	1088
18	6279	1066
18	5612	1027
18	4082	1074
18	4555	1112
18	4759	1060
19	21656	1322
19	27170	1424
19	30201	1297
19	23519	1380
19	29180	1316
19	32966	1571
19	28195	1465
19	28911	1394
19	18973	1535
19	28197	1423
20	12398	1202
20	10708	1024
20	11226	1133
20	13282	1135
20	12427	1124
20	11261	1212
20	13427	1072
20	12492	1070
20	11784	1049
20	12799	1124
21	2716	1489
21	2430	1174
21	2996	1499
21	2618	1709
21	2507	1305
21	2489	1511
21	2968	1270
21	3014	1739
21	2977	1352
21	2660	1432
22	2610	1655
22	2523	1718
22	2830	1833
22	2603	1544
22	2590	1741
22	2530	1772
22	2585	1705
22	2552	1687
22	2297	1741
22	2408	1974
23	2699	1454
23	2563	1531
23	2951	1451
23	3077	1178
23	2908	1377
23	2722	1483
23	2946	1540
23	3201	1440
23	3094	1422
23	2819	1413
24	7691	1592
24	6776	1415
24	6376	1470
