time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	6.084000e+02	9.507563e+02	6952	7.120521e+03	1.000000e-01	2	0	0	8866	7.863437e+03	5.000000e-02	1	9.195281e-01	8.822050e-01	5.000000e-02	1	4.602591e-01	5.065216e-01	
1.500000e-01	3	1257	9.507563e+02	7403	7.120521e+03	2.000000e-01	4	0	0	8483	7.863437e+03	1.500000e-01	3	8.548499e-01	8.822050e-01	1.500000e-01	3	5.051625e-01	5.065216e-01	
2.500000e-01	5	1910	9.507563e+02	6977	7.120521e+03	3.000000e-01	6	0	0	7441	7.863437e+03	2.500000e-01	5	7.850793e-01	8.822050e-01	2.500000e-01	5	5.442798e-01	5.065216e-01	
3.500000e-01	7	3806	4.210128e+03	7982	7.120521e+03	4.000000e-01	8	0	0	8042	7.863437e+03	3.500000e-01	7	6.771293e-01	8.822050e-01	3.500000e-01	7	5.944528e-01	5.903198e-01	
4.500000e-01	9	3791	4.210128e+03	6006	7.120521e+03	5.000000e-01	10	0	0	9393	7.863437e+03	4.500000e-01	9	6.130448e-01	8.822050e-01	4.500000e-01	9	5.105263e-01	5.903198e-01	
5.500000e-01	11	4818	4.210128e+03	5103	4.868725e+03	6.000000e-01	12	0	0	8511	7.863437e+03	5.500000e-01	11	5.143635e-01	8.822050e-01	5.500000e-01	11	5.382487e-01	5.358693e-01	
6.500000e-01	13	3438	4.210128e+03	4364	4.868725e+03	7.000000e-01	14	0	0	8689	7.863437e+03	6.500000e-01	13	5.593438e-01	8.822050e-01	6.500000e-01	13	4.731065e-01	5.358693e-01	
7.500000e-01	15	4974	4.210128e+03	5257	4.868725e+03	8.000000e-01	16	0	0	9038	7.863437e+03	7.500000e-01	15	5.138305e-01	8.822050e-01	7.500000e-01	15	5.309565e-01	5.358693e-01	
8.500000e-01	17	3869	4.210128e+03	4141	4.868725e+03	9.000000e-01	18	0	0	8739	7.863437e+03	8.500000e-01	17	5.169788e-01	8.822050e-01	8.500000e-01	17	4.782375e-01	5.358693e-01	
9.500000e-01	19	4452	4.210128e+03	5766	4.868725e+03	1	20	0	0	9416	7.863437e+03	9.500000e-01	19	5.642983e-01	8.822050e-01	9.500000e-01	19	5.204238e-01	5.358693e-01	
