time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	7084	5.942927e+03	1263	6.616454e+02	1.000000e-01	2	0	0	9710	8.665511e+03	5.000000e-02	1	1.513118e-01	1.001799e-01	5.000000e-02	1	4.622584e-01	4.325171e-01	
1.500000e-01	3	7080	5.942927e+03	1427	6.616454e+02	2.000000e-01	4	0	0	6070	8.665511e+03	1.500000e-01	3	1.677442e-01	1.001799e-01	1.500000e-01	3	5.835906e-01	4.325171e-01	
2.500000e-01	5	7035	5.942927e+03	1161	6.616454e+02	3.000000e-01	6	0	0	6628	8.665511e+03	2.500000e-01	5	1.416545e-01	1.001799e-01	2.500000e-01	5	5.528872e-01	4.325171e-01	
3.500000e-01	7	7048	5.942927e+03	2256	6.616454e+02	4.000000e-01	8	0	0	9597	8.665511e+03	3.500000e-01	7	2.424764e-01	1.001799e-01	3.500000e-01	7	4.922491e-01	4.325171e-01	
4.500000e-01	9	8081	5.942927e+03	1053	6.616454e+02	5.000000e-01	10	0	0	9979	8.665511e+03	4.500000e-01	9	1.152836e-01	1.001799e-01	4.500000e-01	9	4.778946e-01	4.325171e-01	
5.500000e-01	11	9062	5.942927e+03	9.971000e+02	6.616454e+02	6.000000e-01	12	0	0	8723	8.665511e+03	5.500000e-01	11	9.912418e-02	1.001799e-01	5.500000e-01	11	5.355684e-01	4.325171e-01	
6.500000e-01	13	7930	5.942927e+03	2.651000e+02	6.616454e+02	7.000000e-01	14	0	0	10990	8.665511e+03	6.500000e-01	13	3.234860e-02	1.001799e-01	6.500000e-01	13	4.271596e-01	4.325171e-01	
7.500000e-01	15	8704	5.942927e+03	1494	6.616454e+02	8.000000e-01	16	0	0	7221	8.665511e+03	7.500000e-01	15	1.464993e-01	1.001799e-01	7.500000e-01	15	5.854527e-01	4.325171e-01	
8.500000e-01	17	8810	5.942927e+03	2.134000e+02	6.616454e+02	9.000000e-01	18	0	0	9345	8.665511e+03	8.500000e-01	17	2.364962e-02	1.001799e-01	8.500000e-01	17	4.912458e-01	4.325171e-01	
9.500000e-01	19	8490	5.942927e+03	-5.301000e+01	6.616454e+02	1	20	0	0	9519	8.665511e+03	9.500000e-01	19	-6.283046e-03	1.001799e-01	9.500000e-01	19	4.698705e-01	4.325171e-01	
1.050000e+00	21	7240	5.942927e+03	3.819000e+01	6.616454e+02	1.100000e+00	22	0	0	6993	8.665511e+03	1.050000e+00	21	5.247184e-03	1.001799e-01	1.050000e+00	21	5.099918e-01	4.325171e-01	
1.150000e+00	23	6862	5.942927e+03	-6.174000e+02	6.616454e+02	1.200000e+00	24	0	0	8886	8.665511e+03	1.150000e+00	23	-9.886942e-02	1.001799e-01	1.150000e+00	23	4.127133e-01	4.325171e-01	
1.250000e+00	25	8319	5.942927e+03	1989	6.616454e+02	1.300000e+00	26	0	0	7086	8.665511e+03	1.250000e+00	25	1.929569e-01	1.001799e-01	1.250000e+00	25	5.926181e-01	4.325171e-01	
1.350000e+00	27	6921	5.942927e+03	6.192000e+02	6.616454e+02	1.400000e+00	28	0	0	8830	8.665511e+03	1.350000e+00	27	8.211984e-02	1.001799e-01	1.350000e+00	27	4.606052e-01	4.325171e-01	
1.450000e+00	29	4564	5.942927e+03	3449	4.599103e+03	1.500000e+00	30	0	0	7448	8.665511e+03	1.450000e+00	29	4.304256e-01	1.001799e-01	1.450000e+00	29	5.182718e-01	5.488485e-01	
1.550000e+00	31	1.724000e+02	8.413317e+02	7052	7.815162e+03	1.600000e+00	32	0	0	8562	8.665511e+03	1.550000e+00	31	9.761364e-01	9.028092e-01	1.550000e+00	31	4.576344e-01	5.488485e-01	
1.650000e+00	33	1638	8.413317e+02	8011	7.815162e+03	1.700000e+00	34	0	0	8303	8.665511e+03	1.650000e+00	33	8.302415e-01	9.028092e-01	1.650000e+00	33	5.374889e-01	5.488485e-01	
1.750000e+00	35	2.481000e+02	8.413317e+02	7211	7.815162e+03	1.800000e+00	36	0	0	10620	8.665511e+03	1.750000e+00	35	9.667386e-01	9.028092e-01	1.750000e+00	35	4.125814e-01	5.488485e-01	
1.850000e+00	37	1910	8.413317e+02	7808	7.815162e+03	1.900000e+00	38	0	0	9344	8.665511e+03	1.850000e+00	37	8.034575e-01	9.028092e-01	1.850000e+00	37	5.098101e-01	5.488485e-01	
1.950000e+00	39	6.098000e+02	8.413317e+02	8945	7.815162e+03	2	40	0	0	8539	8.665511e+03	1.950000e+00	39	9.361787e-01	9.028092e-01	1.950000e+00	39	5.280704e-01	5.488485e-01	
2.050000e+00	41	9.552000e+02	8.413317e+02	8304	7.815162e+03	2.100000e+00	42	0	0	10400	8.665511e+03	2.050000e+00	41	8.968377e-01	9.028092e-01	2.050000e+00	41	4.709856e-01	5.488485e-01	
2.150000e+00	43	-9.881000e+01	8.413317e+02	8882	7.815162e+03	2.200000e+00	44	0	0	9812	8.665511e+03	2.150000e+00	43	1.011250e+00	9.028092e-01	2.150000e+00	43	4.723367e-01	5.488485e-01	
2.250000e+00	45	4.799000e+02	8.413317e+02	7139	7.815162e+03	2.300000e+00	46	0	0	9130	8.665511e+03	2.250000e+00	45	9.370119e-01	9.028092e-01	2.250000e+00	45	4.548896e-01	5.488485e-01	
2.350000e+00	47	3.665000e+01	8.413317e+02	9824	7.815162e+03	2.400000e+00	48	0	0	8376	8.665511e+03	2.350000e+00	47	9.962832e-01	9.028092e-01	2.350000e+00	47	5.407051e-01	5.488485e-01	
2.450000e+00	49	1188	8.413317e+02	10280	7.815162e+03	2.500000e+00	50	0	0	9183	8.665511e+03	2.450000e+00	49	8.964074e-01	9.028092e-01	2.450000e+00	49	5.553242e-01	5.488485e-01	
2.550000e+00	51	1511	8.413317e+02	7897	7.815162e+03	2.600000e+00	52	0	0	8849	8.665511e+03	2.550000e+00	51	8.393920e-01	9.028092e-01	2.550000e+00	51	5.153092e-01	5.488485e-01	
2.650000e+00	53	-6.548000e+02	8.413317e+02	7246	7.815162e+03	2.700000e+00	54	0	0	8715	8.665511e+03	2.650000e+00	53	1.099345e+00	9.028092e-01	2.650000e+00	53	4.306229e-01	5.488485e-01	
2.750000e+00	55	-290	8.413317e+02	8146	7.815162e+03	2.800000e+00	56	0	0	9238	8.665511e+03	2.750000e+00	55	1.036914e+00	9.028092e-01	2.750000e+00	55	4.595765e-01	5.488485e-01	
2.850000e+00	57	-5.373000e+02	8.413317e+02	8591	7.815162e+03	2.900000e+00	58	0	0	7742	8.665511e+03	2.850000e+00	57	1.066715e+00	9.028092e-01	2.850000e+00	57	5.098666e-01	5.488485e-01	
2.950000e+00	59	2566	8.413317e+02	8921	7.815162e+03	3	60	0	0	8028	8.665511e+03	2.950000e+00	59	7.766170e-01	9.028092e-01	2.950000e+00	59	5.886241e-01	5.488485e-01	
3.050000e+00	61	1877	8.413317e+02	7548	7.815162e+03	3.100000e+00	62	0	0	8370	8.665511e+03	3.050000e+00	61	8.008488e-01	9.028092e-01	3.050000e+00	61	5.296432e-01	5.488485e-01	
3.150000e+00	63	6.665000e+02	8.413317e+02	8458	7.815162e+03	3.200000e+00	64	0	0	7423	8.665511e+03	3.150000e+00	63	9.269549e-01	9.028092e-01	3.150000e+00	63	5.514126e-01	5.488485e-01	
3.250000e+00	65	1.577000e+02	8.413317e+02	6063	7.815162e+03	3.300000e+00	66	0	0	9066	8.665511e+03	3.250000e+00	65	9.746492e-01	9.028092e-01	3.250000e+00	65	4.069354e-01	5.488485e-01	
3.350000e+00	67	1383	8.413317e+02	7572	7.815162e+03	3.400000e+00	68	0	0	9627	8.665511e+03	3.350000e+00	67	8.455611e-01	9.028092e-01	3.350000e+00	67	4.819180e-01	5.488485e-01	
3.450000e+00	69	7.676000e+02	8.413317e+02	8161	7.815162e+03	3.500000e+00	70	0	0	9116	8.665511e+03	3.450000e+00	69	9.140291e-01	9.028092e-01	3.450000e+00	69	4.948073e-01	5.488485e-01	
3.550000e+00	71	-6.751000e+02	8.413317e+02	9959	7.815162e+03	3.600000e+00	72	0	0	8127	8.665511e+03	3.550000e+00	71	1.072717e+00	9.028092e-01	3.550000e+00	71	5.332234e-01	5.488485e-01	
3.650000e+00	73	1154	8.413317e+02	6337	7.815162e+03	3.700000e+00	74	0	0	11100	8.665511e+03	3.650000e+00	73	8.459485e-01	9.028092e-01	3.650000e+00	73	4.029369e-01	5.488485e-01	
3.750000e+00	75	-4.799000e+02	8.413317e+02	8680	7.815162e+03	3.800000e+00	76	0	0	9369	8.665511e+03	3.750000e+00	75	1.058524e+00	9.028092e-01	3.750000e+00	75	4.667342e-01	5.488485e-01	
3.850000e+00	77	5.132000e+02	8.413317e+02	8228	7.815162e+03	3.900000e+00	78	0	0	9435	8.665511e+03	3.850000e+00	77	9.412895e-01	9.028092e-01	3.850000e+00	77	4.809146e-01	5.488485e-01	
3.950000e+00	79	9.092000e+02	8.413317e+02	6980	7.815162e+03	4	80	0	0	8510	8.665511e+03	3.950000e+00	79	8.847538e-01	9.028092e-01	3.950000e+00	79	4.810722e-01	5.488485e-01	
4.050000e+00	81	1092	8.413317e+02	7917	7.815162e+03	4.100000e+00	82	0	0	7567	8.665511e+03	4.050000e+00	81	8.787879e-01	9.028092e-01	4.050000e+00	81	5.434966e-01	5.488485e-01	
4.150000e+00	83	8.618000e+02	8.413317e+02	9163	7.815162e+03	4.200000e+00	84	0	0	10900	8.665511e+03	4.150000e+00	83	9.140332e-01	9.028092e-01	4.150000e+00	83	4.790870e-01	5.488485e-01	
4.250000e+00	85	1069	8.413317e+02	6418	7.815162e+03	4.300000e+00	86	0	0	10560	8.665511e+03	4.250000e+00	85	8.572192e-01	9.028092e-01	4.250000e+00	85	4.148612e-01	5.488485e-01	
4.350000e+00	87	7.628000e+02	8.413317e+02	7926	7.815162e+03	4.400000e+00	88	0	0	8429	8.665511e+03	4.350000e+00	87	9.122088e-01	9.028092e-01	4.350000e+00	87	5.075886e-01	5.488485e-01	
4.450000e+00	89	2840	8.413317e+02	9384	7.815162e+03	4.500000e+00	90	0	0	9151	8.665511e+03	4.450000e+00	89	7.676702e-01	9.028092e-01	4.450000e+00	89	5.718830e-01	5.488485e-01	
4.550000e+00	91	2.962000e+02	8.413317e+02	8214	7.815162e+03	4.600000e+00	92	0	0	6520	8.665511e+03	4.550000e+00	91	9.651947e-01	9.028092e-01	4.550000e+00	91	5.662067e-01	5.488485e-01	
4.650000e+00	93	1619	8.413317e+02	9950	7.815162e+03	4.700000e+00	94	0	0	10110	8.665511e+03	4.650000e+00	93	8.600570e-01	9.028092e-01	4.650000e+00	93	5.336501e-01	5.488485e-01	
4.750000e+00	95	9.483000e+02	8.413317e+02	7811	7.815162e+03	4.800000e+00	96	0	0	8967	8.665511e+03	4.750000e+00	95	8.917379e-01	9.028092e-01	4.750000e+00	95	4.941415e-01	5.488485e-01	
4.850000e+00	97	4.084000e+02	8.413317e+02	6450	7.815162e+03	4.900000e+00	98	0	0	7794	8.665511e+03	4.850000e+00	97	9.404526e-01	9.028092e-01	4.850000e+00	97	4.680735e-01	5.488485e-01	
4.950000e+00	99	1.782000e+02	8.413317e+02	5153	7.815162e+03	5	100	0	0	10090	8.665511e+03	4.950000e+00	99	9.665741e-01	9.028092e-01	4.950000e+00	99	3.457059e-01	5.488485e-01	
5.050000e+00	101	1621	8.413317e+02	6524	7.815162e+03	5.100000e+00	102	0	0	6230	8.665511e+03	5.050000e+00	101	8.009822e-01	9.028092e-01	5.050000e+00	101	5.666087e-01	5.488485e-01	
5.150000e+00	103	5.334000e+02	8.413317e+02	9008	7.815162e+03	5.200000e+00	104	0	0	8332	8.665511e+03	5.150000e+00	103	9.440963e-01	9.028092e-01	5.150000e+00	103	5.338324e-01	5.488485e-01	
5.250000e+00	105	8.341000e+02	8.413317e+02	8353	7.815162e+03	5.300000e+00	106	0	0	8820	8.665511e+03	5.250000e+00	105	9.092097e-01	9.028092e-01	5.250000e+00	105	5.101932e-01	5.488485e-01	
5.350000e+00	107	9.797000e+02	8.413317e+02	7526	7.815162e+03	5.400000e+00	108	0	0	9139	8.665511e+03	5.350000e+00	107	8.848184e-01	9.028092e-01	5.350000e+00	107	4.820541e-01	5.488485e-01	
5.450000e+00	109	-386	8.413317e+02	7552	7.815162e+03	5.500000e+00	110	0	0	7922	8.665511e+03	5.450000e+00	109	1.053865e+00	9.028092e-01	5.450000e+00	109	4.749470e-01	5.488485e-01	
5.550000e+00	111	1099	8.413317e+02	8517	7.815162e+03	5.600000e+00	112	0	0	9095	8.665511e+03	5.550000e+00	111	8.857113e-01	9.028092e-01	5.550000e+00	111	5.139223e-01	5.488485e-01	
5.650000e+00	113	3.188000e+02	8.413317e+02	7585	7.815162e+03	5.700000e+00	114	0	0	7876	8.665511e+03	5.650000e+00	113	9.596650e-01	9.028092e-01	5.650000e+00	113	5.008809e-01	5.488485e-01	
5.750000e+00	115	1592	8.413317e+02	9254	7.815162e+03	5.800000e+00	116	0	0	9233	8.665511e+03	5.750000e+00	115	8.532178e-01	9.028092e-01	5.750000e+00	115	5.401663e-01	5.488485e-01	
5.850000e+00	117	-6.045000e+02	8.413317e+02	7279	7.815162e+03	5.900000e+00	118	0	0	10510	8.665511e+03	5.850000e+00	117	1.090569e+00	9.028092e-01	5.850000e+00	117	3.884023e-01	5.488485e-01	
5.950000e+00	119	1661	8.413317e+02	7392	7.815162e+03	6	120	0	0	10100	8.665511e+03	5.950000e+00	119	8.165249e-01	9.028092e-01	5.950000e+00	119	4.726675e-01	5.488485e-01	
