time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	5.117000e+02	8.009280e+02	6412	6.016620e+03	1.000000e-01	2	0	0	9167	7.750578e+03	5.000000e-02	1	9.260944e-01	8.825196e-01	5.000000e-02	1	4.302920e-01	4.679770e-01	
1.500000e-01	3	3.074000e+02	8.009280e+02	6347	6.016620e+03	2.000000e-01	4	0	0	7462	7.750578e+03	1.500000e-01	3	9.538050e-01	8.825196e-01	1.500000e-01	3	4.713950e-01	4.679770e-01	
2.500000e-01	5	7.141000e+02	8.009280e+02	5794	6.016620e+03	3.000000e-01	6	0	0	7568	7.750578e+03	2.500000e-01	5	8.902752e-01	8.825196e-01	2.500000e-01	5	4.623511e-01	4.679770e-01	
3.500000e-01	7	-166	8.009280e+02	5880	6.016620e+03	4.000000e-01	8	0	0	7588	7.750578e+03	3.500000e-01	7	1.029051e+00	8.825196e-01	3.500000e-01	7	4.295595e-01	4.679770e-01	
4.500000e-01	9	6.688000e+02	8.009280e+02	6097	6.016620e+03	5.000000e-01	10	0	0	9144	7.750578e+03	4.500000e-01	9	9.011499e-01	8.825196e-01	4.500000e-01	9	4.252599e-01	4.679770e-01	
5.500000e-01	11	-2.153000e+01	8.009280e+02	6154	6.016620e+03	6.000000e-01	12	0	0	7143	7.750578e+03	5.500000e-01	11	1.003511e+00	8.825196e-01	5.500000e-01	11	4.619400e-01	4.679770e-01	
6.500000e-01	13	3.174000e+02	8.009280e+02	6364	6.016620e+03	7.000000e-01	14	0	0	6489	7.750578e+03	6.500000e-01	13	9.524950e-01	8.825196e-01	6.500000e-01	13	5.073043e-01	4.679770e-01	
7.500000e-01	15	3.755000e+02	8.009280e+02	5336	6.016620e+03	8.000000e-01	16	0	0	6323	7.750578e+03	7.500000e-01	15	9.342554e-01	8.825196e-01	7.500000e-01	15	4.745939e-01	4.679770e-01	
8.500000e-01	17	185	8.009280e+02	7027	6.016620e+03	9.000000e-01	18	0	0	6700	7.750578e+03	8.500000e-01	17	9.743483e-01	8.825196e-01	8.500000e-01	17	5.184014e-01	4.679770e-01	
9.500000e-01	19	1195	8.009280e+02	7087	6.016620e+03	1	20	0	0	6702	7.750578e+03	9.500000e-01	19	8.557112e-01	8.825196e-01	9.500000e-01	19	5.527229e-01	4.679770e-01	
1.050000e+00	21	1789	8.009280e+02	8235	6.016620e+03	1.100000e+00	22	0	0	8701	7.750578e+03	1.050000e+00	21	8.215283e-01	8.825196e-01	1.050000e+00	21	5.353271e-01	4.679770e-01	
1.150000e+00	23	1169	8.009280e+02	4185	6.016620e+03	1.200000e+00	24	0	0	7272	7.750578e+03	1.150000e+00	23	7.816586e-01	8.825196e-01	1.150000e+00	23	4.240456e-01	4.679770e-01	
1.250000e+00	25	-5.221000e+02	8.009280e+02	8215	6.016620e+03	1.300000e+00	26	0	0	9483	7.750578e+03	1.250000e+00	25	1.067868e+00	8.825196e-01	1.250000e+00	25	4.478892e-01	4.679770e-01	
1.350000e+00	27	4.605000e+02	8.009280e+02	5737	6.016620e+03	1.400000e+00	28	0	0	7554	7.750578e+03	1.350000e+00	27	9.256958e-01	8.825196e-01	1.350000e+00	27	4.506781e-01	4.679770e-01	
1.450000e+00	29	-6.124000e+01	8.009280e+02	6343	6.016620e+03	1.500000e+00	30	0	0	8507	7.750578e+03	1.450000e+00	29	1.009749e+00	8.825196e-01	1.450000e+00	29	4.247658e-01	4.679770e-01	
1.550000e+00	31	1282	8.009280e+02	6714	6.016620e+03	1.600000e+00	32	0	0	7543	7.750578e+03	1.550000e+00	31	8.396698e-01	8.825196e-01	1.550000e+00	31	5.145762e-01	4.679770e-01	
1.650000e+00	33	1908	8.009280e+02	5975	6.016620e+03	1.700000e+00	34	0	0	5888	7.750578e+03	1.650000e+00	33	7.579602e-01	8.825196e-01	1.650000e+00	33	5.724348e-01	4.679770e-01	
1.750000e+00	35	1749	8.009280e+02	6503	6.016620e+03	1.800000e+00	36	0	0	6553	7.750578e+03	1.750000e+00	35	7.880514e-01	8.825196e-01	1.750000e+00	35	5.573793e-01	4.679770e-01	
1.850000e+00	37	1275	8.009280e+02	5630	6.016620e+03	1.900000e+00	38	0	0	7738	7.750578e+03	1.850000e+00	37	8.153512e-01	8.825196e-01	1.850000e+00	37	4.715564e-01	4.679770e-01	
1.950000e+00	39	8.238000e+02	8.009280e+02	6384	6.016620e+03	2	40	0	0	7624	7.750578e+03	1.950000e+00	39	8.857072e-01	8.825196e-01	1.950000e+00	39	4.859693e-01	4.679770e-01	
2.050000e+00	41	2.784000e+02	8.009280e+02	3810	6.016620e+03	2.100000e+00	42	0	0	9178	7.750578e+03	2.050000e+00	41	9.319049e-01	8.825196e-01	2.050000e+00	41	3.081770e-01	4.679770e-01	
2.150000e+00	43	1241	8.009280e+02	7400	6.016620e+03	2.200000e+00	44	0	0	8014	7.750578e+03	2.150000e+00	43	8.563824e-01	8.825196e-01	2.150000e+00	43	5.188232e-01	4.679770e-01	
2.250000e+00	45	6.878000e+02	8.009280e+02	5936	6.016620e+03	2.300000e+00	46	0	0	7519	7.750578e+03	2.250000e+00	45	8.961623e-01	8.825196e-01	2.250000e+00	45	4.683514e-01	4.679770e-01	
