time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	5886	6.451038e+03	1561	5.393311e+02	1.000000e-01	2	0	0	5970	7.280214e+03	5.000000e-02	1	2.096146e-01	7.715345e-02	5.000000e-02	1	5.550421e-01	4.898447e-01	
1.500000e-01	3	5803	6.451038e+03	4.633000e+02	5.393311e+02	2.000000e-01	4	0	0	7535	7.280214e+03	1.500000e-01	3	7.393518e-02	7.715345e-02	1.500000e-01	3	4.540369e-01	4.898447e-01	
2.500000e-01	5	4648	6.451038e+03	2136	5.393311e+02	3.000000e-01	6	0	0	7434	7.280214e+03	2.500000e-01	5	3.148585e-01	7.715345e-02	2.500000e-01	5	4.771417e-01	4.898447e-01	
3.500000e-01	7	1675	6.992459e+02	7521	7.852190e+03	4.000000e-01	8	0	0	6479	7.280214e+03	3.500000e-01	7	8.178556e-01	9.182306e-01	3.500000e-01	7	5.866667e-01	5.401481e-01	
4.500000e-01	9	1005	6.992459e+02	8407	7.852190e+03	5.000000e-01	10	0	0	8006	7.280214e+03	4.500000e-01	9	8.932214e-01	9.182306e-01	4.500000e-01	9	5.403605e-01	5.401481e-01	
5.500000e-01	11	6.554000e+02	6.992459e+02	6375	7.852190e+03	6.000000e-01	12	0	0	6529	7.280214e+03	5.500000e-01	11	9.067763e-01	9.182306e-01	5.500000e-01	11	5.184890e-01	5.401481e-01	
6.500000e-01	13	1238	6.992459e+02	9480	7.852190e+03	7.000000e-01	14	0	0	7014	7.280214e+03	6.500000e-01	13	8.844934e-01	9.182306e-01	6.500000e-01	13	6.044439e-01	5.401481e-01	
7.500000e-01	15	5.861000e+02	6.992459e+02	7903	7.852190e+03	8.000000e-01	16	0	0	7207	7.280214e+03	7.500000e-01	15	9.309585e-01	9.182306e-01	7.500000e-01	15	5.408414e-01	5.401481e-01	
8.500000e-01	17	1375	6.992459e+02	8061	7.852190e+03	9.000000e-01	18	0	0	8119	7.280214e+03	8.500000e-01	17	8.542815e-01	9.182306e-01	8.500000e-01	17	5.375107e-01	5.401481e-01	
9.500000e-01	19	1292	6.992459e+02	7455	7.852190e+03	1	20	0	0	6623	7.280214e+03	9.500000e-01	19	8.522922e-01	9.182306e-01	9.500000e-01	19	5.690956e-01	5.401481e-01	
