timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	2221	1.142530e+03	1121	3.854962e-01	3.854962e-01	2.815162e-01	2.421353e-01	NaN	NaN	3.869039e-01	3.833695e-01
2.000000e-01	2	1096	5.827280e+03	1279	NaN	NaN	NaN	NaN	1.799817e-01	1.814311e-01	NaN	NaN
3.000000e-01	3	2078	1.320540e+03	963	4.437530e-01	4.437530e-01	2.314491e-01	2.421353e-01	NaN	NaN	3.882374e-01	3.833695e-01
4.000000e-01	4	1219	5.474670e+03	1398	NaN	NaN	NaN	NaN	2.034144e-01	1.814311e-01	NaN	NaN
5.000000e-01	5	2104	1.186720e+03	948	4.071872e-01	4.071872e-01	2.468334e-01	2.421353e-01	NaN	NaN	3.723195e-01	3.833695e-01
6.000000e-01	6	1287	5.867910e+03	1278	NaN	NaN	NaN	NaN	1.788436e-01	1.814311e-01	NaN	NaN
7.000000e-01	7	2080	1.349400e+03	1029	4.354028e-01	4.354028e-01	2.712896e-01	2.421353e-01	NaN	NaN	3.755217e-01	3.833695e-01
8.000000e-01	8	1155	6.237150e+03	1177	NaN	NaN	NaN	NaN	1.587505e-01	1.814311e-01	NaN	NaN
9.000000e-01	9	2302	1.118860e+03	1002	3.697275e-01	3.697275e-01	2.507660e-01	2.421353e-01	NaN	NaN	3.938650e-01	3.833695e-01
1	10	1164	5.639520e+03	1167	NaN	NaN	NaN	NaN	1.714533e-01	1.814311e-01	NaN	NaN
1.100000e+00	11	4512	1.205160e+03	1072	2.416661e-01	2.416661e-01	1.568364e-01	2.421353e-01	NaN	NaN	4.843187e-01	4.329257e-01
1.200000e+00	12	1060	6.058800e+03	1170	NaN	NaN	NaN	NaN	1.618526e-01	1.814311e-01	NaN	NaN
1.300000e+00	13	2089	1.278770e+03	948	4.322158e-01	4.322158e-01	2.335507e-01	2.421353e-01	NaN	NaN	4.140836e-01	4.329257e-01
1.400000e+00	14	1333	4.910690e+03	1196	NaN	NaN	NaN	NaN	1.958508e-01	1.814311e-01	NaN	NaN
1.500000e+00	15	2102	1.302860e+03	1021	4.344416e-01	4.344416e-01	2.522711e-01	2.421353e-01	NaN	NaN	4.013253e-01	4.329257e-01
1.600000e+00	16	1125	5.327250e+03	1275	NaN	NaN	NaN	NaN	1.931160e-01	1.814311e-01	NaN	NaN
1.700000e+00	17	2442	1.203060e+03	1007	3.719216e-01	3.719216e-01	2.383057e-01	2.421353e-01	NaN	NaN	4.291101e-01	4.329257e-01
1.800000e+00	18	1384	5.149120e+03	1040	NaN	NaN	NaN	NaN	1.680368e-01	1.814311e-01	NaN	NaN
1.900000e+00	19	2290	1.501700e+03	1181	4.513943e-01	4.513943e-01	2.585353e-01	2.421353e-01	NaN	NaN	4.357908e-01	4.329257e-01
2	20	1085	5.131050e+03	1307	NaN	NaN	NaN	NaN	2.030118e-01	1.814311e-01	NaN	NaN
