timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	7188	2.385840e+03	1167	2.958236e-01	2.958236e-01	6.905306e-02	7.633091e-02	NaN	NaN	6.265116e-01	6.772324e-01
2.000000e-01	2	1028	5.059040e+03	1344	NaN	NaN	NaN	NaN	2.099003e-01	2.207615e-01	NaN	NaN
3.000000e-01	3	6927	2.533110e+03	1183	3.162400e-01	3.162400e-01	6.887174e-02	7.633091e-02	NaN	NaN	6.666581e-01	6.772324e-01
4.000000e-01	4	1132	4.207760e+03	1114	NaN	NaN	NaN	NaN	2.093292e-01	2.207615e-01	NaN	NaN
5.000000e-01	5	7313	2.262090e+03	1198	2.716414e-01	2.716414e-01	9.106794e-02	7.633091e-02	NaN	NaN	6.412993e-01	6.772324e-01
6.000000e-01	6	1232	4.997760e+03	1028	NaN	NaN	NaN	NaN	1.706009e-01	2.207615e-01	NaN	NaN
7.000000e-01	7	7875	2.059750e+03	1095	2.575634e-01	2.575634e-01	5.095132e-02	5.265785e-02	NaN	NaN	6.989392e-01	6.772324e-01
8.000000e-01	8	1115	3.581950e+03	1169	NaN	NaN	NaN	NaN	2.460561e-01	2.207615e-01	NaN	NaN
9.000000e-01	9	7563	2.323590e+03	1112	2.873238e-01	2.873238e-01	4.861671e-02	5.265785e-02	NaN	NaN	6.790402e-01	6.772324e-01
1	10	1219	3.961670e+03	1237	NaN	NaN	NaN	NaN	2.379455e-01	2.207615e-01	NaN	NaN
1.100000e+00	11	8465	2.557450e+03	1147	2.716979e-01	2.716979e-01	6.064748e-02	5.265785e-02	NaN	NaN	6.573863e-01	6.772324e-01
1.200000e+00	12	994	5.136420e+03	1206	NaN	NaN	NaN	NaN	1.901482e-01	2.207615e-01	NaN	NaN
1.300000e+00	13	6918	2.555740e+03	1212	3.297554e-01	3.297554e-01	5.000397e-02	5.265785e-02	NaN	NaN	6.981301e-01	6.772324e-01
1.400000e+00	14	1293	3.469490e+03	1151	NaN	NaN	NaN	NaN	2.491078e-01	2.207615e-01	NaN	NaN
1.500000e+00	15	7828	2.962040e+03	1240	3.256139e-01	3.256139e-01	5.120284e-02	5.265785e-02	NaN	NaN	7.160299e-01	6.772324e-01
1.600000e+00	16	1143	3.738990e+03	1032	NaN	NaN	NaN	NaN	2.163073e-01	2.207615e-01	NaN	NaN
1.700000e+00	17	7297	2.391210e+03	1060	2.972984e-01	2.972984e-01	4.751357e-02	5.265785e-02	NaN	NaN	6.802484e-01	6.772324e-01
1.800000e+00	18	1097	3.913210e+03	1139	NaN	NaN	NaN	NaN	2.254459e-01	2.207615e-01	NaN	NaN
1.900000e+00	19	7951	2.085430e+03	1210	2.598141e-01	2.598141e-01	5.966903e-02	5.265785e-02	NaN	NaN	7.080806e-01	6.772324e-01
2	20	1135	3.464550e+03	1172	NaN	NaN	NaN	NaN	2.527742e-01	2.207615e-01	NaN	NaN
