timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	2553	1.514290e+03	1021	4.287396e-01	4.287396e-01	1.952020e-01	2.183529e-01	NaN	NaN	4.475559e-01	4.586863e-01
2.000000e-01	2	1289	4.963770e+03	1317	NaN	NaN	NaN	NaN	2.096877e-01	2.003670e-01	NaN	NaN
3.000000e-01	3	2539	1.709270e+03	1106	4.617030e-01	4.617030e-01	2.007034e-01	2.183529e-01	NaN	NaN	4.918379e-01	4.586863e-01
4.000000e-01	4	1086	4.341980e+03	1190	NaN	NaN	NaN	NaN	2.151129e-01	2.003670e-01	NaN	NaN
5.000000e-01	5	2411	1.358230e+03	994	4.193760e-01	4.193760e-01	2.021313e-01	2.183529e-01	NaN	NaN	4.731717e-01	4.586863e-01
6.000000e-01	6	1209	4.136370e+03	1167	NaN	NaN	NaN	NaN	2.200488e-01	2.003670e-01	NaN	NaN
7.000000e-01	7	2246	1.331780e+03	1034	4.267797e-01	4.267797e-01	2.359415e-01	2.183529e-01	NaN	NaN	4.433112e-01	4.586863e-01
8.000000e-01	8	1325	4.612250e+03	1179	NaN	NaN	NaN	NaN	2.035830e-01	2.003670e-01	NaN	NaN
9.000000e-01	9	2414	1.497020e+03	900	4.299512e-01	4.299512e-01	1.927218e-01	2.183529e-01	NaN	NaN	4.435649e-01	4.586863e-01
1	10	1168	4.962240e+03	1073	NaN	NaN	NaN	NaN	1.777891e-01	2.003670e-01	NaN	NaN
1.100000e+00	11	2359	1.484870e+03	1090	4.480188e-01	4.480188e-01	2.186603e-01	2.183529e-01	NaN	NaN	4.674195e-01	4.586863e-01
1.200000e+00	12	1176	4.359680e+03	1262	NaN	NaN	NaN	NaN	2.244881e-01	2.003670e-01	NaN	NaN
1.300000e+00	13	2622	1.568460e+03	1073	4.220710e-01	4.220710e-01	2.169794e-01	2.183529e-01	NaN	NaN	4.451276e-01	4.586863e-01
1.400000e+00	14	1355	5.374150e+03	1187	NaN	NaN	NaN	NaN	1.809134e-01	2.003670e-01	NaN	NaN
1.500000e+00	15	3003	1.372790e+03	1372	3.585546e-01	3.585546e-01	2.620126e-01	2.183529e-01	NaN	NaN	4.682903e-01	4.586863e-01
1.600000e+00	16	1140	5.337200e+03	1189	NaN	NaN	NaN	NaN	1.821887e-01	2.003670e-01	NaN	NaN
1.700000e+00	17	2589	1.061770e+03	1032	3.310226e-01	3.310226e-01	2.389064e-01	2.183529e-01	NaN	NaN	4.345865e-01	4.586863e-01
1.800000e+00	18	1222	5.049460e+03	1043	NaN	NaN	NaN	NaN	1.711952e-01	2.003670e-01	NaN	NaN
1.900000e+00	19	2739	1.069270e+03	1073	3.331731e-01	3.331731e-01	2.202706e-01	2.183529e-01	NaN	NaN	4.719974e-01	4.586863e-01
2	20	1122	4.266460e+03	1194	NaN	NaN	NaN	NaN	2.186629e-01	2.003670e-01	NaN	NaN
