timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	8430	1.332900e+03	1387	1.712355e-01	1.712355e-01	1.039667e-01	8.664667e-02	NaN	NaN	6.899844e-01	6.391347e-01
2.000000e-01	2	1118	3.833740e+03	1176	NaN	NaN	NaN	NaN	2.347427e-01	2.051505e-01	NaN	NaN
3.000000e-01	3	7383	1.483190e+03	1005	1.987180e-01	1.987180e-01	8.173984e-02	8.664667e-02	NaN	NaN	6.077832e-01	6.391347e-01
4.000000e-01	4	1127	5.160110e+03	1210	NaN	NaN	NaN	NaN	1.899496e-01	2.051505e-01	NaN	NaN
5.000000e-01	5	7840	1.432200e+03	956	1.832854e-01	1.832854e-01	7.424504e-02	8.664667e-02	NaN	NaN	6.387244e-01	6.391347e-01
6.000000e-01	6	1196	4.709280e+03	1076	NaN	NaN	NaN	NaN	1.859893e-01	2.051505e-01	NaN	NaN
7.000000e-01	7	8269	1.446170e+03	1207	1.793069e-01	1.793069e-01	9.286781e-02	8.664667e-02	NaN	NaN	6.524157e-01	6.391347e-01
8.000000e-01	8	1315	4.657950e+03	1161	NaN	NaN	NaN	NaN	1.995205e-01	2.051505e-01	NaN	NaN
9.000000e-01	9	7097	1.548210e+03	1056	2.138369e-01	2.138369e-01	8.671175e-02	8.664667e-02	NaN	NaN	6.166499e-01	6.391347e-01
1	10	1087	4.836910e+03	1194	NaN	NaN	NaN	NaN	1.979801e-01	2.051505e-01	NaN	NaN
1.100000e+00	11	8011	1.178230e+03	1160	1.556119e-01	1.556119e-01	9.713715e-02	8.664667e-02	NaN	NaN	6.430534e-01	6.391347e-01
1.200000e+00	12	1162	4.584660e+03	1160	NaN	NaN	NaN	NaN	2.019267e-01	2.051505e-01	NaN	NaN
1.300000e+00	13	8058	1.151940e+03	1077	1.578424e-01	1.578424e-01	8.188305e-02	8.664667e-02	NaN	NaN	6.261952e-01	6.391347e-01
1.400000e+00	14	1175	4.683750e+03	1457	NaN	NaN	NaN	NaN	2.372674e-01	2.051505e-01	NaN	NaN
1.500000e+00	15	7678	1.271540e+03	1111	1.688101e-01	1.688101e-01	9.683131e-02	8.664667e-02	NaN	NaN	6.210612e-01	6.391347e-01
1.600000e+00	16	1137	5.005410e+03	1133	NaN	NaN	NaN	NaN	1.845755e-01	2.051505e-01	NaN	NaN
1.700000e+00	17	7453	1.425290e+03	1058	1.944628e-01	1.944628e-01	8.406932e-02	8.664667e-02	NaN	NaN	6.526560e-01	6.391347e-01
1.800000e+00	18	970	4.189100e+03	1099	NaN	NaN	NaN	NaN	2.078251e-01	2.051505e-01	NaN	NaN
1.900000e+00	19	8517	1.668810e+03	1060	1.990821e-01	1.990821e-01	6.701471e-02	8.664667e-02	NaN	NaN	6.428238e-01	6.391347e-01
2	20	1106	4.925580e+03	1323	NaN	NaN	NaN	NaN	2.117281e-01	2.051505e-01	NaN	NaN
