timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	5444	2.348920e+03	1138	3.610161e-01	3.610161e-01	7.021914e-02	6.943412e-02	NaN	NaN	6.357911e-01	6.160807e-01
2.000000e-01	2	1314	3.907020e+03	1209	NaN	NaN	NaN	NaN	2.363165e-01	2.024894e-01	NaN	NaN
3.000000e-01	3	5788	2.398840e+03	1005	3.390508e-01	3.390508e-01	6.986265e-02	6.943412e-02	NaN	NaN	6.324475e-01	6.160807e-01
4.000000e-01	4	1144	4.315920e+03	1026	NaN	NaN	NaN	NaN	1.920658e-01	2.024894e-01	NaN	NaN
5.000000e-01	5	5751	2.169430e+03	961	3.167161e-01	3.167161e-01	7.476575e-02	6.943412e-02	NaN	NaN	5.858227e-01	6.160807e-01
6.000000e-01	6	1226	5.110180e+03	1169	NaN	NaN	NaN	NaN	1.861708e-01	2.024894e-01	NaN	NaN
7.000000e-01	7	5384	2.417120e+03	965	3.624710e-01	3.624710e-01	5.626881e-02	6.943412e-02	NaN	NaN	5.948633e-01	6.160807e-01
8.000000e-01	8	1268	4.714240e+03	1256	NaN	NaN	NaN	NaN	2.103768e-01	2.024894e-01	NaN	NaN
9.000000e-01	9	5361	2.544730e+03	1162	3.785386e-01	3.785386e-01	7.605426e-02	6.943412e-02	NaN	NaN	6.277044e-01	6.160807e-01
1	10	1341	4.191130e+03	1187	NaN	NaN	NaN	NaN	2.207087e-01	2.024894e-01	NaN	NaN
1.100000e+00	11	5365	1.866450e+03	1193	3.035997e-01	3.035997e-01	1.184031e-01	8.837111e-02	NaN	NaN	6.218096e-01	6.160807e-01
1.200000e+00	12	1131	4.088830e+03	1035	NaN	NaN	NaN	NaN	2.019973e-01	2.024894e-01	NaN	NaN
1.300000e+00	13	5935	2.230550e+03	1100	3.180787e-01	3.180787e-01	8.652960e-02	8.837111e-02	NaN	NaN	6.153837e-01	6.160807e-01
1.400000e+00	14	1143	4.665990e+03	1125	NaN	NaN	NaN	NaN	1.942673e-01	2.024894e-01	NaN	NaN
1.500000e+00	15	5386	2.487980e+03	1188	3.592264e-01	3.592264e-01	1.086493e-01	8.837111e-02	NaN	NaN	6.153678e-01	6.160807e-01
1.600000e+00	16	1298	4.667140e+03	997	NaN	NaN	NaN	NaN	1.760197e-01	2.024894e-01	NaN	NaN
1.700000e+00	17	6605	2.307650e+03	1062	3.043068e-01	3.043068e-01	6.781744e-02	8.837111e-02	NaN	NaN	6.214255e-01	6.160807e-01
1.800000e+00	18	1263	4.853590e+03	1223	NaN	NaN	NaN	NaN	2.012642e-01	2.024894e-01	NaN	NaN
1.900000e+00	19	6156	2.490080e+03	1041	3.374208e-01	3.374208e-01	6.045612e-02	8.837111e-02	NaN	NaN	6.101909e-01	6.160807e-01
2	20	1137	4.915410e+03	1273	NaN	NaN	NaN	NaN	2.057071e-01	2.024894e-01	NaN	NaN
