timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	6321	2.005530e+03	1152	2.968019e-01	2.968019e-01	7.188768e-02	6.984848e-02	NaN	NaN	6.387429e-01	6.646797e-01
2.000000e-01	2	1374	4.029820e+03	1331	NaN	NaN	NaN	NaN	2.482829e-01	2.424465e-01	NaN	NaN
3.000000e-01	3	7330	1.685900e+03	1014	2.258955e-01	2.258955e-01	7.108119e-02	6.984848e-02	NaN	NaN	6.726434e-01	6.646797e-01
4.000000e-01	4	1239	3.847270e+03	1034	NaN	NaN	NaN	NaN	2.118301e-01	2.424465e-01	NaN	NaN
5.000000e-01	5	5946	1.764780e+03	1113	2.884754e-01	2.884754e-01	7.283191e-02	6.984848e-02	NaN	NaN	6.473399e-01	6.646797e-01
6.000000e-01	6	1185	3.519050e+03	1288	NaN	NaN	NaN	NaN	2.679398e-01	2.424465e-01	NaN	NaN
7.000000e-01	7	7649	1.855570e+03	1111	2.420694e-01	2.420694e-01	6.406962e-02	6.984848e-02	NaN	NaN	6.742754e-01	6.646797e-01
8.000000e-01	8	1170	3.895100e+03	1233	NaN	NaN	NaN	NaN	2.404399e-01	2.424465e-01	NaN	NaN
9.000000e-01	9	6756	1.721080e+03	1074	2.535091e-01	2.535091e-01	6.900286e-02	6.984848e-02	NaN	NaN	6.914323e-01	6.646797e-01
1	10	1323	3.197390e+03	1065	NaN	NaN	NaN	NaN	2.498598e-01	2.424465e-01	NaN	NaN
1.100000e+00	11	6469	1.503170e+03	1061	2.365065e-01	2.365065e-01	7.970597e-02	6.984848e-02	NaN	NaN	6.544097e-01	6.646797e-01
1.200000e+00	12	1109	3.578370e+03	1192	NaN	NaN	NaN	NaN	2.498758e-01	2.424465e-01	NaN	NaN
1.300000e+00	13	5899	2.284070e+03	1048	3.295774e-01	3.295774e-01	6.825653e-02	6.984848e-02	NaN	NaN	6.499142e-01	6.646797e-01
1.400000e+00	14	1065	3.916450e+03	1056	NaN	NaN	NaN	NaN	2.123702e-01	2.424465e-01	NaN	NaN
1.500000e+00	15	6894	1.867420e+03	1007	2.716259e-01	2.716259e-01	4.216790e-02	6.984848e-02	NaN	NaN	6.898061e-01	6.646797e-01
1.600000e+00	16	1233	3.190690e+03	1202	NaN	NaN	NaN	NaN	2.736364e-01	2.424465e-01	NaN	NaN
1.700000e+00	17	6997	1.723210e+03	1210	2.466543e-01	2.466543e-01	8.407952e-02	6.984848e-02	NaN	NaN	6.718294e-01	6.646797e-01
1.800000e+00	18	1148	3.648640e+03	1202	NaN	NaN	NaN	NaN	2.478024e-01	2.424465e-01	NaN	NaN
1.900000e+00	19	7320	1.744600e+03	1096	2.346018e-01	2.346018e-01	7.540164e-02	6.984848e-02	NaN	NaN	6.564039e-01	6.646797e-01
2	20	1163	4.135590e+03	1183	NaN	NaN	NaN	NaN	2.224274e-01	2.424465e-01	NaN	NaN
