timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	9453	2.931290e+03	1185	2.647150e-01	2.647150e-01	7.014041e-02	8.116857e-02	NaN	NaN	5.879079e-01	5.468178e-01
2.000000e-01	2	1095	8.192350e+03	1319	NaN	NaN	NaN	NaN	1.386764e-01	1.460143e-01	NaN	NaN
3.000000e-01	3	5897	2.035210e+03	1008	2.906369e-01	2.906369e-01	9.612324e-02	8.116857e-02	NaN	NaN	5.000646e-01	5.468178e-01
4.000000e-01	4	1130	7.528900e+03	1409	NaN	NaN	NaN	NaN	1.576433e-01	1.460143e-01	NaN	NaN
5.000000e-01	5	8064	2.375520e+03	1059	2.578024e-01	2.578024e-01	7.283578e-02	8.116857e-02	NaN	NaN	5.725667e-01	5.468178e-01
6.000000e-01	6	1173	7.279890e+03	1304	NaN	NaN	NaN	NaN	1.519125e-01	1.460143e-01	NaN	NaN
7.000000e-01	7	5979	2.254470e+03	1250	3.033129e-01	3.033129e-01	1.310131e-01	8.116857e-02	NaN	NaN	4.832442e-01	5.468178e-01
8.000000e-01	8	1184	8.783120e+03	1358	NaN	NaN	NaN	NaN	1.339103e-01	1.460143e-01	NaN	NaN
9.000000e-01	9	7333	2.543690e+03	1089	2.845814e-01	2.845814e-01	8.892657e-02	8.116857e-02	NaN	NaN	5.334905e-01	5.468178e-01
1	10	1044	8.361920e+03	1227	NaN	NaN	NaN	NaN	1.279602e-01	1.460143e-01	NaN	NaN
1.100000e+00	11	7643	2.328990e+03	1020	2.648824e-01	2.648824e-01	7.222786e-02	8.116857e-02	NaN	NaN	5.394773e-01	5.468178e-01
1.200000e+00	12	1339	7.935270e+03	1448	NaN	NaN	NaN	NaN	1.543172e-01	1.460143e-01	NaN	NaN
1.300000e+00	13	7943	3.199990e+03	1018	3.202840e-01	3.202840e-01	5.645210e-02	8.116857e-02	NaN	NaN	5.669618e-01	5.468178e-01
1.400000e+00	14	1137	7.941410e+03	1347	NaN	NaN	NaN	NaN	1.450194e-01	1.460143e-01	NaN	NaN
1.500000e+00	15	7109	3.116370e+03	1075	3.351897e-01	3.351897e-01	7.867892e-02	8.116857e-02	NaN	NaN	5.329089e-01	5.468178e-01
1.600000e+00	16	1090	8.611700e+03	1293	NaN	NaN	NaN	NaN	1.305441e-01	1.460143e-01	NaN	NaN
1.700000e+00	17	8397	2.396210e+03	1019	2.543093e-01	2.543093e-01	6.163137e-02	8.116857e-02	NaN	NaN	5.849905e-01	5.468178e-01
1.800000e+00	18	1201	7.011930e+03	1368	NaN	NaN	NaN	NaN	1.632472e-01	1.460143e-01	NaN	NaN
1.900000e+00	19	7430	2.469900e+03	1138	2.827900e-01	2.827900e-01	8.365634e-02	8.116857e-02	NaN	NaN	5.665659e-01	5.468178e-01
2	20	1197	7.119210e+03	1325	NaN	NaN	NaN	NaN	1.569123e-01	1.460143e-01	NaN	NaN
