timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	9425	1.260250e+03	1160	1.622834e-01	1.622834e-01	5.932757e-02	6.062251e-02	NaN	NaN	7.489395e-01	7.550335e-01
2.000000e-01	2	1046	2.740780e+03	1230	NaN	NaN	NaN	NaN	3.097628e-01	3.028193e-01	NaN	NaN
3.000000e-01	3	8755	1.237150e+03	1178	1.736849e-01	1.736849e-01	6.162096e-02	6.062251e-02	NaN	NaN	7.807488e-01	7.550335e-01
4.000000e-01	4	1174	2.108820e+03	1028	NaN	NaN	NaN	NaN	3.277204e-01	3.028193e-01	NaN	NaN
5.000000e-01	5	8233	1.323690e+03	1122	1.772372e-01	1.772372e-01	7.547996e-02	6.062251e-02	NaN	NaN	7.241047e-01	7.550335e-01
6.000000e-01	6	1175	3.036750e+03	1032	NaN	NaN	NaN	NaN	2.536406e-01	3.028193e-01	NaN	NaN
7.000000e-01	7	8690	1.113700e+03	1194	1.618819e-01	1.618819e-01	6.751980e-02	6.062251e-02	NaN	NaN	7.586871e-01	7.550335e-01
8.000000e-01	8	1300	2321	1177	NaN	NaN	NaN	NaN	3.364780e-01	3.028193e-01	NaN	NaN
9.000000e-01	9	9249	1.294570e+03	1279	1.675733e-01	1.675733e-01	7.144915e-02	6.062251e-02	NaN	NaN	7.759751e-01	7.550335e-01
1	10	1183	2.373190e+03	1040	NaN	NaN	NaN	NaN	3.047003e-01	3.028193e-01	NaN	NaN
1.100000e+00	11	8385	1.742050e+03	1017	2.346472e-01	2.346472e-01	2.196570e-02	6.062251e-02	NaN	NaN	7.457087e-01	7.550335e-01
1.200000e+00	12	1183	2.575190e+03	1225	NaN	NaN	NaN	NaN	3.223523e-01	3.028193e-01	NaN	NaN
1.300000e+00	13	9789	1.206770e+03	1163	1.464740e-01	1.464740e-01	6.583481e-02	6.062251e-02	NaN	NaN	7.461538e-01	7.550335e-01
1.400000e+00	14	1093	2.971490e+03	1165	NaN	NaN	NaN	NaN	2.816397e-01	3.028193e-01	NaN	NaN
1.500000e+00	15	8161	1.468730e+03	1222	2.117832e-01	2.117832e-01	5.751013e-02	6.062251e-02	NaN	NaN	7.438301e-01	7.550335e-01
1.600000e+00	16	1182	2.503260e+03	1234	NaN	NaN	NaN	NaN	3.301884e-01	3.028193e-01	NaN	NaN
1.700000e+00	17	9777	1.137610e+03	1160	1.411122e-01	1.411122e-01	6.603598e-02	6.062251e-02	NaN	NaN	7.693971e-01	7.550335e-01
1.800000e+00	18	1243	2.562990e+03	1056	NaN	NaN	NaN	NaN	2.917941e-01	3.028193e-01	NaN	NaN
1.900000e+00	19	8841	1.663130e+03	1174	2.048746e-01	2.048746e-01	5.948107e-02	6.062251e-02	NaN	NaN	7.567898e-01	7.550335e-01
2	20	1357	2.740010e+03	1013	NaN	NaN	NaN	NaN	2.699167e-01	3.028193e-01	NaN	NaN
