timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	2945	1.506850e+03	1055	4.203367e-01	4.203367e-01	1.264535e-01	9.776135e-02	NaN	NaN	6.028522e-01	5.822598e-01
2.000000e-01	2	1217	2.559810e+03	1068	NaN	NaN	NaN	NaN	2.943925e-01	3.537025e-01	NaN	NaN
3.000000e-01	3	2638	1.232340e+03	1165	4.128782e-01	4.128782e-01	1.705015e-01	9.776135e-02	NaN	NaN	5.826126e-01	5.822598e-01
4.000000e-01	4	1295	2.396350e+03	1211	NaN	NaN	NaN	NaN	3.357035e-01	3.537025e-01	NaN	NaN
5.000000e-01	5	2653	1.193290e+03	1068	3.957856e-01	3.957856e-01	1.647948e-01	9.776135e-02	NaN	NaN	5.709822e-01	5.822598e-01
6.000000e-01	6	1108	2.535440e+03	1157	NaN	NaN	NaN	NaN	3.133429e-01	3.537025e-01	NaN	NaN
7.000000e-01	7	2825	1.679250e+03	987	4.898062e-01	4.898062e-01	-1.650202e-02	9.776135e-02	NaN	NaN	5.725921e-01	5.822598e-01
8.000000e-01	8	1187	2.537910e+03	1561	NaN	NaN	NaN	NaN	3.808330e-01	3.537025e-01	NaN	NaN
9.000000e-01	9	3385	1.035050e+03	1298	3.218638e-01	3.218638e-01	1.766849e-01	9.776135e-02	NaN	NaN	6.348606e-01	6.121653e-01
1	10	1261	2.118730e+03	1170	NaN	NaN	NaN	NaN	3.557604e-01	3.537025e-01	NaN	NaN
1.100000e+00	11	3048	1.262640e+03	995	4.188890e-01	4.188890e-01	1.946754e-02	9.776135e-02	NaN	NaN	6.010231e-01	6.121653e-01
1.200000e+00	12	1128	2.024040e+03	1498	NaN	NaN	NaN	NaN	4.253217e-01	3.537025e-01	NaN	NaN
1.300000e+00	13	3403	1.389790e+03	1102	3.904440e-01	3.904440e-01	8.399323e-02	9.776135e-02	NaN	NaN	6.306821e-01	6.121653e-01
1.400000e+00	14	1130	2.200900e+03	1251	NaN	NaN	NaN	NaN	3.624091e-01	3.537025e-01	NaN	NaN
1.500000e+00	15	3310	1.363300e+03	987	3.870763e-01	3.870763e-01	7.281709e-02	9.776135e-02	NaN	NaN	6.139354e-01	6.121653e-01
1.600000e+00	16	1280	2.321400e+03	1238	NaN	NaN	NaN	NaN	3.478114e-01	3.537025e-01	NaN	NaN
1.700000e+00	17	3041	1.644130e+03	1125	4.634615e-01	4.634615e-01	4.470711e-02	9.776135e-02	NaN	NaN	6.051847e-01	6.121653e-01
1.800000e+00	18	1422	2.372460e+03	1418	NaN	NaN	NaN	NaN	3.740971e-01	3.537025e-01	NaN	NaN
1.900000e+00	19	2917	1.350810e+03	1173	4.150488e-01	4.150488e-01	1.346959e-01	9.776135e-02	NaN	NaN	5.873061e-01	6.121653e-01
2	20	1140	2.495200e+03	1328	NaN	NaN	NaN	NaN	3.473530e-01	3.537025e-01	NaN	NaN
