timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	2328	1.203040e+03	1139	3.920108e-01	3.920108e-01	2.653892e-01	2.097188e-01	NaN	NaN	4.454793e-01	4.772131e-01
2.000000e-01	2	1098	4.659140e+03	1154	NaN	NaN	NaN	NaN	1.985158e-01	2.151360e-01	NaN	NaN
3.000000e-01	3	3085	1.458050e+03	1088	3.866271e-01	3.866271e-01	1.631591e-01	2.097188e-01	NaN	NaN	4.985577e-01	4.772131e-01
4.000000e-01	4	1191	4.246630e+03	1417	NaN	NaN	NaN	NaN	2.501929e-01	2.151360e-01	NaN	NaN
5.000000e-01	5	2498	1.221140e+03	1062	3.855438e-01	3.855438e-01	2.227164e-01	2.097188e-01	NaN	NaN	4.831167e-01	4.772131e-01
6.000000e-01	6	1167	3.985310e+03	1130	NaN	NaN	NaN	NaN	2.209055e-01	2.151360e-01	NaN	NaN
7.000000e-01	7	2711	1.265230e+03	1072	3.790555e-01	3.790555e-01	2.010728e-01	2.097188e-01	NaN	NaN	4.791893e-01	4.772131e-01
8.000000e-01	8	1147	4.194710e+03	1292	NaN	NaN	NaN	NaN	2.354781e-01	2.151360e-01	NaN	NaN
9.000000e-01	9	2655	1.234150e+03	1052	3.730247e-01	3.730247e-01	2.101819e-01	2.097188e-01	NaN	NaN	4.797224e-01	4.772131e-01
1	10	1159	4.186870e+03	1172	NaN	NaN	NaN	NaN	2.187028e-01	2.151360e-01	NaN	NaN
1.100000e+00	11	2372	1.255960e+03	936	3.942940e-01	3.942940e-01	2.145355e-01	2.097188e-01	NaN	NaN	4.218896e-01	4.465975e-01
1.200000e+00	12	1058	5.086940e+03	1167	NaN	NaN	NaN	NaN	1.866024e-01	2.151360e-01	NaN	NaN
1.300000e+00	13	2544	1.580920e+03	897	4.394915e-01	4.394915e-01	1.596152e-01	2.097188e-01	NaN	NaN	4.477433e-01	4.465975e-01
1.400000e+00	14	1155	4.909150e+03	1285	NaN	NaN	NaN	NaN	2.074538e-01	2.151360e-01	NaN	NaN
1.500000e+00	15	2314	1.181020e+03	987	3.881518e-01	3.881518e-01	2.322587e-01	2.097188e-01	NaN	NaN	4.263199e-01	4.465975e-01
1.600000e+00	16	1282	4.852260e+03	1179	NaN	NaN	NaN	NaN	1.954815e-01	2.151360e-01	NaN	NaN
1.700000e+00	17	2439	1.095270e+03	1010	3.687483e-01	3.687483e-01	2.181485e-01	2.097188e-01	NaN	NaN	4.393549e-01	4.465975e-01
1.800000e+00	18	1246	4.457780e+03	1341	NaN	NaN	NaN	NaN	2.312555e-01	2.151360e-01	NaN	NaN
1.900000e+00	19	2881	1.295330e+03	1104	3.617612e-01	3.617612e-01	2.101105e-01	2.097188e-01	NaN	NaN	4.976800e-01	4.465975e-01
2	20	1192	4.227560e+03	1102	NaN	NaN	NaN	NaN	2.067713e-01	2.151360e-01	NaN	NaN
