timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	6019	1.045670e+03	1224	1.681069e-01	1.681069e-01	1.489411e-01	1.335240e-01	NaN	NaN	5.111679e-01	4.975687e-01
2.000000e-01	2	1093	6.814490e+03	1112	NaN	NaN	NaN	NaN	1.402891e-01	1.672033e-01	NaN	NaN
3.000000e-01	3	5573	9.338900e+02	1048	1.677300e-01	1.677300e-01	1.335167e-01	1.335240e-01	NaN	NaN	4.732401e-01	4.975687e-01
4.000000e-01	4	1153	6.992290e+03	1417	NaN	NaN	NaN	NaN	1.685041e-01	1.672033e-01	NaN	NaN
5.000000e-01	5	5104	1.028720e+03	1044	2.007002e-01	2.007002e-01	1.342008e-01	1.335240e-01	NaN	NaN	5.040993e-01	4.975687e-01
6.000000e-01	6	1300	5667	1393	NaN	NaN	NaN	NaN	1.973088e-01	1.672033e-01	NaN	NaN
7.000000e-01	7	5813	1.100090e+03	1097	1.864505e-01	1.864505e-01	1.295113e-01	1.335240e-01	NaN	NaN	5.331888e-01	4.975687e-01
8.000000e-01	8	1330	5.790900e+03	1222	NaN	NaN	NaN	NaN	1.742503e-01	1.672033e-01	NaN	NaN
9.000000e-01	9	5330	1.620900e+03	1051	2.663542e-01	2.663542e-01	1.214499e-01	1.335240e-01	NaN	NaN	5.246769e-01	4.975687e-01
1	10	1240	6.072200e+03	1177	NaN	NaN	NaN	NaN	1.623627e-01	1.672033e-01	NaN	NaN
1.100000e+00	11	4314	1.112020e+03	1082	2.349205e-01	2.349205e-01	1.677262e-01	1.588132e-01	NaN	NaN	4.850408e-01	4.975687e-01
1.200000e+00	12	1365	5.800450e+03	1109	NaN	NaN	NaN	NaN	1.605048e-01	1.672033e-01	NaN	NaN
1.300000e+00	13	4681	1.457330e+03	1107	2.649861e-01	2.649861e-01	1.577516e-01	1.588132e-01	NaN	NaN	4.650834e-01	4.975687e-01
1.400000e+00	14	1111	7.196230e+03	1137	NaN	NaN	NaN	NaN	1.364417e-01	1.511062e-01	NaN	NaN
1.500000e+00	15	4601	1.332930e+03	1111	2.534796e-01	2.534796e-01	1.608101e-01	1.588132e-01	NaN	NaN	4.700377e-01	4.975687e-01
1.600000e+00	16	1156	6.777080e+03	1166	NaN	NaN	NaN	NaN	1.467944e-01	1.511062e-01	NaN	NaN
1.700000e+00	17	4827	1.163110e+03	1095	2.227384e-01	2.227384e-01	1.534320e-01	1.588132e-01	NaN	NaN	4.907809e-01	4.975687e-01
1.800000e+00	18	1253	6.181290e+03	1170	NaN	NaN	NaN	NaN	1.591557e-01	1.511062e-01	NaN	NaN
1.900000e+00	19	4849	1.256570e+03	1128	2.362031e-01	2.362031e-01	1.543460e-01	1.588132e-01	NaN	NaN	5.183712e-01	4.975687e-01
2	20	1145	5.631850e+03	1089	NaN	NaN	NaN	NaN	1.620331e-01	1.511062e-01	NaN	NaN
