timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	11060	6.638000e+02	1098	9.770246e-02	9.770246e-02	4.853689e-02	5.618188e-02	NaN	NaN	8.350375e-01	8.225563e-01
2.000000e-01	2	1072	1.403960e+03	1129	NaN	NaN	NaN	NaN	4.457236e-01	3.954530e-01	NaN	NaN
3.000000e-01	3	10437	6.234100e+02	1165	8.853299e-02	8.853299e-02	6.909239e-02	5.618188e-02	NaN	NaN	8.214814e-01	8.225563e-01
4.000000e-01	4	1218	1.633740e+03	1023	NaN	NaN	NaN	NaN	3.850584e-01	3.954530e-01	NaN	NaN
5.000000e-01	5	9829	9.089700e+02	1186	1.270125e-01	1.270125e-01	6.336338e-02	5.618188e-02	NaN	NaN	8.055169e-01	8.225563e-01
6.000000e-01	6	1187	1.829910e+03	1049	NaN	NaN	NaN	NaN	3.643740e-01	3.954530e-01	NaN	NaN
7.000000e-01	7	9079	8.354700e+02	1118	1.353772e-01	1.353772e-01	5.534710e-02	5.618188e-02	NaN	NaN	8.081164e-01	8.225563e-01
8.000000e-01	8	1277	1.539610e+03	1080	NaN	NaN	NaN	NaN	4.122751e-01	3.954530e-01	NaN	NaN
9.000000e-01	9	10863	5.095900e+02	1005	8.307947e-02	8.307947e-02	4.654704e-02	5.618188e-02	NaN	NaN	8.351815e-01	8.225563e-01
1	10	1105	1.264650e+03	1178	NaN	NaN	NaN	NaN	4.822631e-01	3.954530e-01	NaN	NaN
1.100000e+00	11	11455	6.331500e+02	1126	7.970361e-02	7.970361e-02	6.276129e-02	5.618188e-02	NaN	NaN	8.272996e-01	8.225563e-01
1.200000e+00	12	1136	1.760480e+03	998	NaN	NaN	NaN	NaN	3.617935e-01	3.954530e-01	NaN	NaN
1.300000e+00	13	10129	6.239700e+02	1041	9.146490e-02	9.146490e-02	5.988849e-02	5.618188e-02	NaN	NaN	8.135501e-01	8.225563e-01
1.400000e+00	14	1015	1.653950e+03	1049	NaN	NaN	NaN	NaN	3.880945e-01	3.954530e-01	NaN	NaN
1.500000e+00	15	10332	9.567600e+02	967	1.298149e-01	1.298149e-01	3.569244e-02	5.618188e-02	NaN	NaN	8.236813e-01	8.225563e-01
1.600000e+00	16	1293	1.628490e+03	995	NaN	NaN	NaN	NaN	3.792658e-01	3.954530e-01	NaN	NaN
1.700000e+00	17	13336	5.364800e+02	1008	6.017468e-02	6.017468e-02	4.923564e-02	5.618188e-02	NaN	NaN	8.338660e-01	8.225563e-01
1.800000e+00	18	1133	1.862690e+03	1102	NaN	NaN	NaN	NaN	3.717083e-01	3.954530e-01	NaN	NaN
1.900000e+00	19	10514	6.660200e+02	1189	9.057557e-02	9.057557e-02	7.135412e-02	5.618188e-02	NaN	NaN	8.218329e-01	8.225563e-01
2	20	1207	1.705510e+03	976	NaN	NaN	NaN	NaN	3.639740e-01	3.954530e-01	NaN	NaN
