timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	6338	9.993400e+02	1006	2.217675e-01	2.217675e-01	3.047827e-02	6.140508e-02	NaN	NaN	7.764511e-01	7.516793e-01
2.000000e-01	2	1198	1.329140e+03	1073	NaN	NaN	NaN	NaN	4.466850e-01	4.109500e-01	NaN	NaN
3.000000e-01	3	5288	8.418400e+02	1131	2.090082e-01	2.090082e-01	9.815913e-02	6.140508e-02	NaN	NaN	7.288076e-01	7.516793e-01
4.000000e-01	4	1203	1.627790e+03	1074	NaN	NaN	NaN	NaN	3.975142e-01	4.109500e-01	NaN	NaN
5.000000e-01	5	5609	8.913700e+02	1089	2.141443e-01	2.141443e-01	7.456404e-02	6.140508e-02	NaN	NaN	7.543723e-01	7.516793e-01
6.000000e-01	6	1198	1.441140e+03	1030	NaN	NaN	NaN	NaN	4.168117e-01	4.109500e-01	NaN	NaN
7.000000e-01	7	6427	8.901100e+02	956	1.982075e-01	1.982075e-01	3.849618e-02	6.140508e-02	NaN	NaN	7.593478e-01	7.516793e-01
8.000000e-01	8	1187	1.468910e+03	1153	NaN	NaN	NaN	NaN	4.397558e-01	4.109500e-01	NaN	NaN
9.000000e-01	9	6070	1.051100e+03	1193	2.120644e-01	2.120644e-01	9.137514e-02	6.140508e-02	NaN	NaN	7.464652e-01	7.516793e-01
1	10	1302	1.816860e+03	1007	NaN	NaN	NaN	NaN	3.566041e-01	4.109500e-01	NaN	NaN
1.100000e+00	11	5565	1.004450e+03	1102	2.302568e-01	2.302568e-01	7.354472e-02	6.140508e-02	NaN	NaN	7.383870e-01	7.516793e-01
1.200000e+00	12	1114	1.640020e+03	1078	NaN	NaN	NaN	NaN	3.966122e-01	4.109500e-01	NaN	NaN
1.300000e+00	13	6595	9.673500e+02	1011	2.001566e-01	2.001566e-01	4.737633e-02	6.140508e-02	NaN	NaN	7.671421e-01	7.516793e-01
1.400000e+00	14	1095	1.525350e+03	1077	NaN	NaN	NaN	NaN	4.138567e-01	4.109500e-01	NaN	NaN
1.500000e+00	15	5514	1.038020e+03	1056	2.425896e-01	2.425896e-01	5.613730e-02	6.140508e-02	NaN	NaN	7.431492e-01	7.516793e-01
1.600000e+00	16	1164	1.545520e+03	1084	NaN	NaN	NaN	NaN	4.122425e-01	4.109500e-01	NaN	NaN
1.700000e+00	17	4963	1.010590e+03	1033	2.598832e-01	2.598832e-01	5.716141e-02	6.140508e-02	NaN	NaN	7.379949e-01	7.516793e-01
1.800000e+00	18	1150	1.442500e+03	1045	NaN	NaN	NaN	NaN	4.201005e-01	4.109500e-01	NaN	NaN
1.900000e+00	19	6074	9.958200e+02	988	2.172559e-01	2.172559e-01	4.675825e-02	6.140508e-02	NaN	NaN	7.646761e-01	7.516793e-01
2	20	1218	1.464740e+03	1015	NaN	NaN	NaN	NaN	4.093171e-01	4.109500e-01	NaN	NaN
