timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	7334	3.194620e+03	1220	3.472076e-01	3.472076e-01	6.547144e-02	6.768336e-02	NaN	NaN	5.729994e-01	5.820105e-01
2.000000e-01	2	1170	7.170100e+03	1585	NaN	NaN	NaN	NaN	1.810373e-01	1.720722e-01	NaN	NaN
3.000000e-01	3	6862	3.563660e+03	1066	3.793908e-01	3.793908e-01	5.958549e-02	6.768336e-02	NaN	NaN	5.974694e-01	5.820105e-01
4.000000e-01	4	1211	6.577230e+03	1165	NaN	NaN	NaN	NaN	1.504734e-01	1.720722e-01	NaN	NaN
5.000000e-01	5	5707	3.377510e+03	1171	4.222170e-01	4.222170e-01	6.213524e-02	6.768336e-02	NaN	NaN	5.979554e-01	5.820105e-01
6.000000e-01	6	1165	5.584450e+03	1311	NaN	NaN	NaN	NaN	1.901254e-01	1.720722e-01	NaN	NaN
7.000000e-01	7	6532	3.340760e+03	1047	3.813529e-01	3.813529e-01	5.240442e-02	6.768336e-02	NaN	NaN	5.754638e-01	5.820105e-01
8.000000e-01	8	1274	6.683820e+03	1372	NaN	NaN	NaN	NaN	1.703117e-01	1.720722e-01	NaN	NaN
9.000000e-01	9	6068	3.221240e+03	1079	3.968425e-01	3.968425e-01	4.828366e-02	6.768336e-02	NaN	NaN	5.854624e-01	5.820105e-01
1	10	1225	5.923250e+03	1418	NaN	NaN	NaN	NaN	1.931551e-01	1.720722e-01	NaN	NaN
1.100000e+00	11	5829	2.794970e+03	1269	3.700738e-01	3.700738e-01	9.886434e-02	6.768336e-02	NaN	NaN	5.781349e-01	5.820105e-01
1.200000e+00	12	1130	5.891900e+03	1327	NaN	NaN	NaN	NaN	1.838230e-01	1.720722e-01	NaN	NaN
1.300000e+00	13	6207	3.220510e+03	1272	3.751035e-01	3.751035e-01	1.099371e-01	6.768336e-02	NaN	NaN	5.672690e-01	5.820105e-01
1.400000e+00	14	1301	7.054930e+03	1107	NaN	NaN	NaN	NaN	1.356297e-01	1.720722e-01	NaN	NaN
1.500000e+00	15	6481	3.132330e+03	961	3.727647e-01	3.727647e-01	3.595060e-02	6.768336e-02	NaN	NaN	5.904106e-01	5.820105e-01
1.600000e+00	16	1160	5.965800e+03	1370	NaN	NaN	NaN	NaN	1.867554e-01	1.720722e-01	NaN	NaN
1.700000e+00	17	6835	3.155550e+03	1215	3.567427e-01	3.567427e-01	7.821260e-02	6.768336e-02	NaN	NaN	5.726467e-01	5.820105e-01
1.800000e+00	18	1165	6.961450e+03	1401	NaN	NaN	NaN	NaN	1.675346e-01	1.720722e-01	NaN	NaN
1.900000e+00	19	7329	2.827970e+03	1064	3.152496e-01	3.152496e-01	6.598869e-02	6.768336e-02	NaN	NaN	5.822935e-01	5.820105e-01
2	20	1281	6.746330e+03	1303	NaN	NaN	NaN	NaN	1.618768e-01	1.720722e-01	NaN	NaN
