timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	5419	1.383670e+03	1094	2.694972e-01	2.694972e-01	8.113476e-02	9.638805e-02	NaN	NaN	6.645921e-01	6.693079e-01
2.000000e-01	2	1167	2.758310e+03	1227	NaN	NaN	NaN	NaN	3.078807e-01	3.021523e-01	NaN	NaN
3.000000e-01	3	4886	1.399980e+03	1244	2.899234e-01	2.899234e-01	1.172589e-01	9.638805e-02	NaN	NaN	6.710213e-01	6.693079e-01
4.000000e-01	4	1033	2.590690e+03	1101	NaN	NaN	NaN	NaN	2.982374e-01	3.021523e-01	NaN	NaN
5.000000e-01	5	4922	1.729460e+03	1201	3.398420e-01	3.398420e-01	7.458045e-02	9.638805e-02	NaN	NaN	6.656607e-01	6.693079e-01
6.000000e-01	6	1171	2.692030e+03	1252	NaN	NaN	NaN	NaN	3.174418e-01	3.021523e-01	NaN	NaN
7.000000e-01	7	5753	1.126290e+03	1105	2.149099e-01	2.149099e-01	1.024218e-01	9.638805e-02	NaN	NaN	6.704045e-01	6.693079e-01
8.000000e-01	8	1409	2.807370e+03	1118	NaN	NaN	NaN	NaN	2.848139e-01	3.021523e-01	NaN	NaN
9.000000e-01	9	5804	1.255720e+03	1065	2.372182e-01	2.372182e-01	8.160622e-02	9.638805e-02	NaN	NaN	6.780392e-01	6.693079e-01
1	10	1215	2.683950e+03	1174	NaN	NaN	NaN	NaN	3.043067e-01	3.021523e-01	NaN	NaN
1.100000e+00	11	4717	1.179810e+03	1317	2.796095e-01	2.796095e-01	1.237184e-01	9.638805e-02	NaN	NaN	6.469245e-01	6.693079e-01
1.200000e+00	12	1184	2.537120e+03	1400	NaN	NaN	NaN	NaN	3.555899e-01	3.021523e-01	NaN	NaN
1.300000e+00	13	5378	1.722540e+03	1185	3.045829e-01	3.045829e-01	9.309395e-02	9.638805e-02	NaN	NaN	6.793214e-01	6.693079e-01
1.400000e+00	14	1125	2.860250e+03	1051	NaN	NaN	NaN	NaN	2.687120e-01	3.021523e-01	NaN	NaN
1.500000e+00	15	6136	1.072480e+03	1114	1.976922e-01	1.976922e-01	9.904386e-02	9.638805e-02	NaN	NaN	6.957147e-01	6.693079e-01
1.600000e+00	16	1157	2.582010e+03	1058	NaN	NaN	NaN	NaN	2.906585e-01	3.021523e-01	NaN	NaN
1.700000e+00	17	4767	1.373310e+03	1054	2.899029e-01	2.899029e-01	9.167879e-02	9.638805e-02	NaN	NaN	6.512544e-01	6.693079e-01
1.800000e+00	18	1178	2.718540e+03	1134	NaN	NaN	NaN	NaN	2.943513e-01	3.021523e-01	NaN	NaN
1.900000e+00	19	6107	1.013510e+03	1107	1.915436e-01	1.915436e-01	9.934342e-02	9.638805e-02	NaN	NaN	6.701466e-01	6.693079e-01
2	20	1219	2.836670e+03	1213	NaN	NaN	NaN	NaN	2.995306e-01	3.021523e-01	NaN	NaN
