timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	5836	1.243480e+03	1080	2.653613e-01	2.653613e-01	3.560135e-02	1.672674e-02	NaN	NaN	7.440748e-01	7.707030e-01
2.000000e-01	2	1122	1.655460e+03	1151	NaN	NaN	NaN	NaN	4.101252e-01	4.197671e-01	NaN	NaN
3.000000e-01	3	7347	1.511710e+03	1099	2.711477e-01	2.711477e-01	-1.695916e-02	1.672674e-02	NaN	NaN	7.959310e-01	7.707030e-01
4.000000e-01	4	1142	1.412060e+03	1141	NaN	NaN	NaN	NaN	4.469147e-01	4.197671e-01	NaN	NaN
5.000000e-01	5	6304	1.154720e+03	1046	2.364252e-01	2.364252e-01	3.797088e-02	1.672674e-02	NaN	NaN	7.519181e-01	7.707030e-01
6.000000e-01	6	1286	1.659980e+03	1146	NaN	NaN	NaN	NaN	4.084135e-01	4.197671e-01	NaN	NaN
7.000000e-01	7	6176	1.327680e+03	1141	2.581535e-01	2.581535e-01	4.918899e-02	1.672674e-02	NaN	NaN	7.639478e-01	7.707030e-01
8.000000e-01	8	1284	1.650120e+03	1021	NaN	NaN	NaN	NaN	3.822367e-01	4.197671e-01	NaN	NaN
9.000000e-01	9	6307	1.278510e+03	1155	2.667196e-01	2.667196e-01	2.162979e-02	1.672674e-02	NaN	NaN	7.649426e-01	7.707030e-01
1	10	1145	1.496850e+03	1189	NaN	NaN	NaN	NaN	4.426904e-01	4.197671e-01	NaN	NaN
1.100000e+00	11	8130	1.158900e+03	1035	2.024056e-01	2.024056e-01	1.582770e-02	1.672674e-02	NaN	NaN	7.942714e-01	7.707030e-01
1.200000e+00	12	1185	1.502050e+03	1172	NaN	NaN	NaN	NaN	4.382865e-01	4.197671e-01	NaN	NaN
1.300000e+00	13	6351	1.384430e+03	1128	2.857246e-01	2.857246e-01	-4.443873e-03	1.672674e-02	NaN	NaN	7.729194e-01	7.707030e-01
1.400000e+00	14	1328	1.419040e+03	1185	NaN	NaN	NaN	NaN	4.550621e-01	4.197671e-01	NaN	NaN
1.500000e+00	15	6349	1.486570e+03	1135	2.847714e-01	2.847714e-01	1.454177e-02	1.672674e-02	NaN	NaN	7.624969e-01	7.707030e-01
1.600000e+00	16	1212	1.643160e+03	1151	NaN	NaN	NaN	NaN	4.119306e-01	4.197671e-01	NaN	NaN
1.700000e+00	17	7008	1.474440e+03	1082	2.616044e-01	2.616044e-01	1.039208e-02	1.672674e-02	NaN	NaN	7.897773e-01	7.707030e-01
1.800000e+00	18	1402	1.511860e+03	1034	NaN	NaN	NaN	NaN	4.061496e-01	4.197671e-01	NaN	NaN
1.900000e+00	19	7043	1.388990e+03	935	2.461031e-01	2.461031e-01	3.517911e-03	1.672674e-02	NaN	NaN	7.667510e-01	7.707030e-01
2	20	1236	1.721480e+03	1128	NaN	NaN	NaN	NaN	3.958617e-01	4.197671e-01	NaN	NaN
