timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	2333	1.137690e+03	1030	3.870634e-01	3.870634e-01	2.293777e-01	2.413354e-01	NaN	NaN	4.414670e-01	4.392407e-01
2.000000e-01	2	1112	4.397160e+03	1297	NaN	NaN	NaN	NaN	2.277772e-01	1.990919e-01	NaN	NaN
3.000000e-01	3	2352	1.332360e+03	946	4.076069e-01	4.076069e-01	2.191296e-01	2.413354e-01	NaN	NaN	4.050187e-01	4.392407e-01
4.000000e-01	4	1070	5.600100e+03	1202	NaN	NaN	NaN	NaN	1.767101e-01	1.990919e-01	NaN	NaN
5.000000e-01	5	2203	1.141790e+03	1143	3.911912e-01	3.911912e-01	2.829355e-01	2.413354e-01	NaN	NaN	4.577757e-01	4.392407e-01
6.000000e-01	6	1076	4.287680e+03	1028	NaN	NaN	NaN	NaN	1.933901e-01	1.990919e-01	NaN	NaN
7.000000e-01	7	2452	1.167360e+03	1015	3.659539e-01	3.659539e-01	2.383043e-01	2.413354e-01	NaN	NaN	4.167403e-01	4.392407e-01
8.000000e-01	8	1398	5.350140e+03	1136	NaN	NaN	NaN	NaN	1.751427e-01	1.990919e-01	NaN	NaN
9.000000e-01	9	2273	1.344890e+03	1118	4.315224e-01	4.315224e-01	2.449737e-01	2.413354e-01	NaN	NaN	4.941857e-01	4.392407e-01
1	10	1281	3.778330e+03	1069	NaN	NaN	NaN	NaN	2.205338e-01	1.990919e-01	NaN	NaN
1.100000e+00	11	2481	1.228330e+03	935	3.795812e-01	3.795812e-01	2.064402e-01	2.413354e-01	NaN	NaN	4.309415e-01	4.392407e-01
1.200000e+00	12	1288	4.962840e+03	1170	NaN	NaN	NaN	NaN	1.907762e-01	1.990919e-01	NaN	NaN
1.300000e+00	13	2339	1.216270e+03	1115	3.954333e-01	3.954333e-01	2.551864e-01	2.413354e-01	NaN	NaN	4.456275e-01	4.392407e-01
1.400000e+00	14	1358	4.618940e+03	1191	NaN	NaN	NaN	NaN	2.049935e-01	1.990919e-01	NaN	NaN
1.500000e+00	15	2248	1.401640e+03	1041	4.308473e-01	4.308473e-01	2.478861e-01	2.413354e-01	NaN	NaN	4.084443e-01	4.392407e-01
1.600000e+00	16	1164	5.595520e+03	1198	NaN	NaN	NaN	NaN	1.763445e-01	1.990919e-01	NaN	NaN
1.700000e+00	17	2487	1.240910e+03	1095	3.909556e-01	3.909556e-01	2.291871e-01	2.413354e-01	NaN	NaN	4.547191e-01	4.392407e-01
1.800000e+00	18	1208	4.495440e+03	1288	NaN	NaN	NaN	NaN	2.227048e-01	1.990919e-01	NaN	NaN
1.900000e+00	19	2448	1.134640e+03	1148	3.675773e-01	3.675773e-01	2.599336e-01	2.413354e-01	NaN	NaN	4.374875e-01	4.392407e-01
2	20	1092	4.850560e+03	1232	NaN	NaN	NaN	NaN	2.025463e-01	1.990919e-01	NaN	NaN
