timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	10312	2.265160e+03	1387	1.953071e-01	1.953071e-01	1.002793e-01	8.023173e-02	NaN	NaN	3.381830e-01	3.459193e-01
2.000000e-01	2	1249	2.473257e+04	2595	NaN	NaN	NaN	NaN	9.495905e-02	9.250687e-02	NaN	NaN
3.000000e-01	3	13161	2.965730e+03	1195	2.012691e-01	2.012691e-01	6.028700e-02	8.023173e-02	NaN	NaN	3.761966e-01	3.459193e-01
4.000000e-01	4	1234	2.568562e+04	3037	NaN	NaN	NaN	NaN	1.057355e-01	9.250687e-02	NaN	NaN
5.000000e-01	5	12000	3377	1157	2.374592e-01	2.374592e-01	6.229020e-02	8.023173e-02	NaN	NaN	3.385413e-01	3.459193e-01
6.000000e-01	6	1015	2.919395e+04	3111	NaN	NaN	NaN	NaN	9.630103e-02	9.250687e-02	NaN	NaN
7.000000e-01	7	9976	2.669680e+03	1299	2.274197e-01	2.274197e-01	9.375875e-02	8.023173e-02	NaN	NaN	3.315679e-01	3.459193e-01
8.000000e-01	8	1227	2.555711e+04	2555	NaN	NaN	NaN	NaN	9.088610e-02	9.250687e-02	NaN	NaN
9.000000e-01	9	10063	2.838590e+03	1079	2.342740e-01	2.342740e-01	7.694263e-02	8.023173e-02	NaN	NaN	3.353160e-01	3.459193e-01
1	10	1283	2.555119e+04	2162	NaN	NaN	NaN	NaN	7.801339e-02	9.250687e-02	NaN	NaN
1.100000e+00	11	10409	2.457370e+03	1195	2.074843e-01	2.074843e-01	8.179480e-02	8.023173e-02	NaN	NaN	3.151723e-01	3.459193e-01
1.200000e+00	12	1350	2.755150e+04	3002	NaN	NaN	NaN	NaN	9.825388e-02	9.250687e-02	NaN	NaN
1.300000e+00	13	9856	3.225080e+03	1236	2.646405e-01	2.646405e-01	8.487486e-02	8.023173e-02	NaN	NaN	3.403678e-01	3.459193e-01
1.400000e+00	14	1136	2.522848e+04	2518	NaN	NaN	NaN	NaN	9.075025e-02	9.250687e-02	NaN	NaN
1.500000e+00	15	11153	2.779290e+03	1240	2.154872e-01	2.154872e-01	7.893615e-02	8.023173e-02	NaN	NaN	3.499818e-01	3.459193e-01
1.600000e+00	16	1152	2.556536e+04	2614	NaN	NaN	NaN	NaN	9.276293e-02	9.250687e-02	NaN	NaN
1.700000e+00	17	11830	2.968900e+03	1322	2.152391e-01	2.152391e-01	8.125387e-02	8.023173e-02	NaN	NaN	3.898822e-01	3.459193e-01
1.800000e+00	18	1211	2.308323e+04	2144	NaN	NaN	NaN	NaN	8.498753e-02	9.250687e-02	NaN	NaN
1.900000e+00	19	10710	2.883300e+03	1249	2.287699e-01	2.287699e-01	8.189980e-02	8.023173e-02	NaN	NaN	3.439845e-01	3.459193e-01
2	20	1302	2.568986e+04	2616	NaN	NaN	NaN	NaN	9.241903e-02	9.250687e-02	NaN	NaN
