timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	6071	1.345030e+03	928	2.693999e-01	2.693999e-01	5.638062e-03	-2.497877e-03	NaN	NaN	7.728358e-01	8.041474e-01
2.000000e-01	2	1177	1.473610e+03	979	NaN	NaN	NaN	NaN	3.991666e-01	4.274615e-01	NaN	NaN
3.000000e-01	3	8934	1.101620e+03	1060	1.822807e-01	1.822807e-01	1.868498e-02	-2.497877e-03	NaN	NaN	8.196392e-01	8.041474e-01
4.000000e-01	4	1206	1.350580e+03	1091	NaN	NaN	NaN	NaN	4.468418e-01	4.274615e-01	NaN	NaN
5.000000e-01	5	7007	1.292510e+03	955	2.364355e-01	2.364355e-01	1.098306e-02	-2.497877e-03	NaN	NaN	7.787494e-01	8.041474e-01
6.000000e-01	6	1410	1.566300e+03	1063	NaN	NaN	NaN	NaN	4.042901e-01	4.274615e-01	NaN	NaN
7.000000e-01	7	8332	1.487760e+03	1020	2.322061e-01	2.322061e-01	-1.455661e-03	-2.497877e-03	NaN	NaN	8.164714e-01	8.041474e-01
8.000000e-01	8	1363	1.438590e+03	998	NaN	NaN	NaN	NaN	4.095888e-01	4.274615e-01	NaN	NaN
9.000000e-01	9	8964	1.325520e+03	981	2.060909e-01	2.060909e-01	-2.285991e-03	-2.497877e-03	NaN	NaN	8.277993e-01	8.041474e-01
1	10	1064	1.335520e+03	1009	NaN	NaN	NaN	NaN	4.303653e-01	4.274615e-01	NaN	NaN
1.100000e+00	11	7407	1.232510e+03	1112	2.285473e-01	2.285473e-01	1.986774e-02	-2.497877e-03	NaN	NaN	8.133341e-01	8.041474e-01
1.200000e+00	12	1128	1.257040e+03	981	NaN	NaN	NaN	NaN	4.383300e-01	4.274615e-01	NaN	NaN
1.300000e+00	13	7024	1.534320e+03	1031	2.852956e-01	2.852956e-01	-3.515148e-02	-2.497877e-03	NaN	NaN	7.977160e-01	8.041474e-01
1.400000e+00	14	1205	1.330650e+03	1101	NaN	NaN	NaN	NaN	4.527790e-01	4.274615e-01	NaN	NaN
1.500000e+00	15	7515	1.509950e+03	956	2.664640e-01	2.664640e-01	-3.640113e-02	-2.497877e-03	NaN	NaN	8.021698e-01	8.041474e-01
1.600000e+00	16	1093	1.361490e+03	1100	NaN	NaN	NaN	NaN	4.468838e-01	4.274615e-01	NaN	NaN
1.700000e+00	17	8152	1.653360e+03	1011	2.576521e-01	2.576521e-01	-2.066034e-02	-2.497877e-03	NaN	NaN	8.183394e-01	8.041474e-01
1.800000e+00	18	1213	1.403090e+03	998	NaN	NaN	NaN	NaN	4.156446e-01	4.274615e-01	NaN	NaN
1.900000e+00	19	7281	1.299330e+03	1100	2.386622e-01	2.386622e-01	1.580198e-02	-2.497877e-03	NaN	NaN	7.944197e-01	8.041474e-01
2	20	1256	1.426080e+03	1079	NaN	NaN	NaN	NaN	4.307248e-01	4.274615e-01	NaN	NaN
