timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	3055	1.557150e+03	1178	3.908534e-01	3.908534e-01	2.023368e-01	1.913721e-01	NaN	NaN	5.084520e-01	5.016582e-01
2.000000e-01	2	1105	4.446650e+03	1151	NaN	NaN	NaN	NaN	2.056220e-01	2.043965e-01	NaN	NaN
3.000000e-01	3	3234	1.278620e+03	1122	3.253996e-01	3.253996e-01	2.063163e-01	1.913721e-01	NaN	NaN	4.889750e-01	5.016582e-01
4.000000e-01	4	1047	4.826710e+03	1062	NaN	NaN	NaN	NaN	1.803451e-01	2.043965e-01	NaN	NaN
5.000000e-01	5	2230	1.335900e+03	1157	4.375156e-01	4.375156e-01	2.537678e-01	1.913721e-01	NaN	NaN	4.710276e-01	5.016582e-01
6.000000e-01	6	1030	4.084900e+03	1219	NaN	NaN	NaN	NaN	2.298309e-01	2.043965e-01	NaN	NaN
7.000000e-01	7	3505	1.322650e+03	1348	3.173408e-01	3.173408e-01	2.290462e-01	1.913721e-01	NaN	NaN	5.095160e-01	5.016582e-01
8.000000e-01	8	1129	4.825970e+03	1119	NaN	NaN	NaN	NaN	1.882263e-01	2.043965e-01	NaN	NaN
9.000000e-01	9	2991	1.414630e+03	1031	3.768611e-01	3.768611e-01	1.755192e-01	1.913721e-01	NaN	NaN	4.795538e-01	5.016582e-01
1	10	1054	4.614220e+03	1286	NaN	NaN	NaN	NaN	2.179580e-01	2.043965e-01	NaN	NaN
1.100000e+00	11	3032	1.381760e+03	1249	3.797899e-01	3.797899e-01	2.033828e-01	1.913721e-01	NaN	NaN	5.407783e-01	5.016582e-01
1.200000e+00	12	1218	3.578740e+03	1230	NaN	NaN	NaN	NaN	2.557843e-01	2.454137e-01	NaN	NaN
1.300000e+00	13	2993	1.174490e+03	1084	3.380369e-01	3.380369e-01	1.960979e-01	1.913721e-01	NaN	NaN	4.675151e-01	5.016582e-01
1.400000e+00	14	1196	4.596280e+03	1385	NaN	NaN	NaN	NaN	2.315558e-01	2.454137e-01	NaN	NaN
1.500000e+00	15	2975	1.456750e+03	998	3.979282e-01	3.979282e-01	1.410371e-01	1.913721e-01	NaN	NaN	5.165223e-01	5.016582e-01
1.600000e+00	16	1266	3.765380e+03	1317	NaN	NaN	NaN	NaN	2.591306e-01	2.454137e-01	NaN	NaN
1.700000e+00	17	3294	1.432420e+03	1103	3.626069e-01	3.626069e-01	1.672344e-01	1.913721e-01	NaN	NaN	5.245256e-01	5.016582e-01
1.800000e+00	18	1096	4.039280e+03	1245	NaN	NaN	NaN	NaN	2.356045e-01	2.454137e-01	NaN	NaN
1.900000e+00	19	3020	1.622600e+03	1014	4.157614e-01	4.157614e-01	1.389828e-01	1.913721e-01	NaN	NaN	5.097156e-01	5.016582e-01
2	20	1172	4.107960e+03	1333	NaN	NaN	NaN	NaN	2.449935e-01	2.454137e-01	NaN	NaN
