timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	5245	2.613850e+03	1046	3.861746e-01	3.861746e-01	6.424093e-02	7.266995e-02	NaN	NaN	5.938471e-01	5.691084e-01
2.000000e-01	2	1238	4.824340e+03	1266	NaN	NaN	NaN	NaN	2.078702e-01	2.058068e-01	NaN	NaN
3.000000e-01	3	4545	3.503850e+03	1217	4.897355e-01	4.897355e-01	7.314987e-02	7.266995e-02	NaN	NaN	5.878944e-01	5.691084e-01
4.000000e-01	4	1211	5.217230e+03	1278	NaN	NaN	NaN	NaN	1.967598e-01	2.058068e-01	NaN	NaN
5.000000e-01	5	5329	2.418970e+03	1167	3.691758e-01	3.691758e-01	8.061904e-02	7.266995e-02	NaN	NaN	5.616607e-01	5.691084e-01
6.000000e-01	6	1135	5.396550e+03	1561	NaN	NaN	NaN	NaN	2.243606e-01	2.058068e-01	NaN	NaN
7.000000e-01	7	4741	2.402130e+03	1129	3.816216e-01	3.816216e-01	1.132190e-01	9.990784e-02	NaN	NaN	5.456284e-01	5.691084e-01
8.000000e-01	8	1277	5.655610e+03	1233	NaN	NaN	NaN	NaN	1.789911e-01	2.058068e-01	NaN	NaN
9.000000e-01	9	5073	2.587890e+03	1329	3.974217e-01	3.974217e-01	1.011800e-01	9.990784e-02	NaN	NaN	5.804464e-01	5.691084e-01
1	10	1100	5026	1472	NaN	NaN	NaN	NaN	2.265312e-01	2.058068e-01	NaN	NaN
1.100000e+00	11	4420	2.551600e+03	1173	4.210881e-01	4.210881e-01	1.033732e-01	9.990784e-02	NaN	NaN	5.464337e-01	5.691084e-01
1.200000e+00	12	1137	5.365410e+03	1395	NaN	NaN	NaN	NaN	2.063484e-01	2.058068e-01	NaN	NaN
1.300000e+00	13	4971	2.506030e+03	1298	3.864667e-01	3.864667e-01	1.192074e-01	9.990784e-02	NaN	NaN	5.795733e-01	5.691084e-01
1.400000e+00	14	1079	5.094470e+03	1271	NaN	NaN	NaN	NaN	1.996710e-01	2.058068e-01	NaN	NaN
1.500000e+00	15	5396	2.760280e+03	1291	3.819028e-01	3.819028e-01	1.173288e-01	9.990784e-02	NaN	NaN	5.573834e-01	5.691084e-01
1.600000e+00	16	1342	6.211060e+03	1291	NaN	NaN	NaN	NaN	1.720861e-01	2.058068e-01	NaN	NaN
1.700000e+00	17	6159	2.800870e+03	1275	3.660541e-01	3.660541e-01	7.779098e-02	9.990784e-02	NaN	NaN	6.232998e-01	6.080511e-01
1.800000e+00	18	1163	4.871590e+03	1314	NaN	NaN	NaN	NaN	2.124292e-01	2.058068e-01	NaN	NaN
1.900000e+00	19	4876	2.545680e+03	1125	4.050100e-01	4.050100e-01	6.725558e-02	9.990784e-02	NaN	NaN	5.928023e-01	6.080511e-01
2	20	1218	4.502740e+03	1368	NaN	NaN	NaN	NaN	2.330200e-01	2.058068e-01	NaN	NaN
