timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	7622	1.279460e+03	1147	2.150846e-01	2.150846e-01	4.244546e-02	4.679334e-02	NaN	NaN	7.778156e-01	7.645678e-01
2.000000e-01	2	1152	1.758360e+03	1112	NaN	NaN	NaN	NaN	3.874079e-01	3.913714e-01	NaN	NaN
3.000000e-01	3	7390	1.020700e+03	1081	1.748873e-01	1.748873e-01	6.754879e-02	4.679334e-02	NaN	NaN	7.633623e-01	7.645678e-01
4.000000e-01	4	1209	1.917370e+03	1025	NaN	NaN	NaN	NaN	3.483586e-01	3.913714e-01	NaN	NaN
5.000000e-01	5	7199	1.038070e+03	1084	2.013296e-01	2.013296e-01	4.094395e-02	4.679334e-02	NaN	NaN	7.798714e-01	7.645678e-01
6.000000e-01	6	1243	1.504990e+03	1126	NaN	NaN	NaN	NaN	4.279758e-01	3.913714e-01	NaN	NaN
7.000000e-01	7	5918	1.147740e+03	1205	2.438436e-01	2.438436e-01	6.983566e-02	4.679334e-02	NaN	NaN	7.313459e-01	7.645678e-01
8.000000e-01	8	1083	1.827190e+03	1211	NaN	NaN	NaN	NaN	3.985926e-01	3.913714e-01	NaN	NaN
9.000000e-01	9	6118	1.574740e+03	1054	2.984010e-01	2.984010e-01	4.338633e-03	4.679334e-02	NaN	NaN	7.749276e-01	7.645678e-01
1	10	1151	1.537430e+03	1003	NaN	NaN	NaN	NaN	3.948151e-01	3.913714e-01	NaN	NaN
1.100000e+00	11	6617	1.220810e+03	1203	2.346543e-01	2.346543e-01	5.633786e-02	4.679334e-02	NaN	NaN	7.616078e-01	7.645678e-01
1.200000e+00	12	1116	1.702880e+03	1127	NaN	NaN	NaN	NaN	3.982501e-01	3.913714e-01	NaN	NaN
1.300000e+00	13	7761	1.061730e+03	1170	1.833593e-01	1.833593e-01	5.929121e-02	4.679334e-02	NaN	NaN	7.914156e-01	7.645678e-01
1.400000e+00	14	1219	1.604670e+03	1029	NaN	NaN	NaN	NaN	3.907095e-01	3.913714e-01	NaN	NaN
1.500000e+00	15	5848	1.433640e+03	1100	2.901190e-01	2.901190e-01	2.397338e-02	4.679334e-02	NaN	NaN	7.576192e-01	7.645678e-01
1.600000e+00	16	1293	1.608490e+03	1073	NaN	NaN	NaN	NaN	4.001507e-01	3.913714e-01	NaN	NaN
1.700000e+00	17	7138	1.335340e+03	1108	2.306740e-01	2.306740e-01	4.073178e-02	4.679334e-02	NaN	NaN	7.743573e-01	7.645678e-01
1.800000e+00	18	1158	1.741940e+03	1050	NaN	NaN	NaN	NaN	3.760826e-01	3.913714e-01	NaN	NaN
1.900000e+00	19	6017	1.270810e+03	1070	2.437885e-01	2.437885e-01	6.248662e-02	4.679334e-02	NaN	NaN	7.333548e-01	7.645678e-01
2	20	1159	1.990870e+03	1048	NaN	NaN	NaN	NaN	3.448650e-01	3.448650e-01	NaN	NaN
