time at 500nm	frame at 500nm	I_1 at 500nm(counts)	I_2 at 500nm(counts)	time at 600nm	frame at 600nm	I_1 at 600nm(counts)	I_2 at 600nm(counts)	time at 500nm	frame at 500nm	FRET_1>2	discr.FRET_1>2	time at 500nm	frame at 500nm	S_1>2	discr.S_1>2	
1.000000e-01	1	6.520000e+01	23	2.000000e-01	2	-4.000000e-01	3.140000e+01	1.000000e-01	1	2.607710e-01	4.424278e-01	1.000000e-01	1	7.374582e-01	6.595382e-01	
3.000000e-01	3	6.520000e+01	23	4.000000e-01	4	-4.000000e-01	3.140000e+01	3.000000e-01	3	2.607710e-01	4.424278e-01	3.000000e-01	3	7.374582e-01	6.595382e-01	
5.000000e-01	5	1.040000e+01	1.666000e+02	6.000000e-01	6	6	1.376000e+02	5.000000e-01	5	9.412429e-01	4.424278e-01	5.000000e-01	5	5.626192e-01	6.595382e-01	
7.000000e-01	7	-1.800000e+00	1.862000e+02	8.000000e-01	8	-2.600000e+00	135	7.000000e-01	7	1.009761e+00	4.424278e-01	7.000000e-01	7	5.773325e-01	6.595382e-01	
9.000000e-01	9	-7	1.796000e+02	1	10	-2.000000e-01	128	9.000000e-01	9	1.040556e+00	4.424278e-01	9.000000e-01	9	5.741850e-01	6.595382e-01	
1.100000e+00	11	8.600000e+00	1.882000e+02	1.200000e+00	12	3.400000e+00	1.316000e+02	1.100000e+00	11	9.563008e-01	4.424278e-01	1.100000e+00	11	5.992692e-01	6.595382e-01	
1.300000e+00	13	6.600000e+00	8.600000e+00	1.400000e+00	14	3.200000e+00	-8.000000e-01	1.300000e+00	13	5.657895e-01	4.424278e-01	1.300000e+00	13	1.055556e+00	6.595382e-01	
1.500000e+00	15	6.000000e-01	6.000000e-01	1.600000e+00	16	-1	5.600000e+00	1.500000e+00	15	5.000000e-01	4.424278e-01	1.500000e+00	15	1.764706e-01	6.595382e-01	
1.700000e+00	17	2.400000e+00	1.200000e+00	1.800000e+00	18	4	4.400000e+00	1.700000e+00	17	3.333333e-01	4.424278e-01	1.700000e+00	17	4.500000e-01	6.595382e-01	
1.900000e+00	19	2.180000e+01	8.200000e+00	2	20	1.020000e+01	8.600000e+00	1.900000e+00	19	2.733333e-01	4.424278e-01	1.900000e+00	19	7.772021e-01	6.595382e-01	
2.100000e+00	21	1.600000e+00	6.600000e+00	2.200000e+00	22	-4.000000e-01	2.800000e+00	2.100000e+00	21	8.048780e-01	4.424278e-01	2.100000e+00	21	7.454545e-01	6.595382e-01	
2.300000e+00	23	-8.800000e+00	1.200000e+00	2.400000e+00	24	2.000000e-01	1.560000e+01	2.300000e+00	23	-1.578947e-01	4.424278e-01	2.300000e+00	23	-9.500000e-01	6.595382e-01	
2.500000e+00	25	-3.200000e+00	5	2.600000e+00	26	5.200000e+00	4.200000e+00	2.500000e+00	25	2.777778e+00	4.424278e-01	2.500000e+00	25	3.000000e-01	6.595382e-01	
2.700000e+00	27	1.280000e+01	-5.800000e+00	2.800000e+00	28	6.600000e+00	-3.200000e+00	2.700000e+00	27	-8.285714e-01	4.424278e-01	2.700000e+00	27	1.842105e+00	6.595382e-01	
2.900000e+00	29	1.260000e+01	5.600000e+00	3	30	7	-6	2.900000e+00	29	3.076923e-01	4.424278e-01	2.900000e+00	29	1.491803e+00	6.595382e-01	
3.100000e+00	31	2.200000e+00	4.800000e+00	3.200000e+00	32	-2	1.340000e+01	3.100000e+00	31	6.857143e-01	4.424278e-01	3.100000e+00	31	3.431373e-01	6.595382e-01	
3.300000e+00	33	4.800000e+00	-4.000000e-01	3.400000e+00	34	-8.400000e+00	4.200000e+00	3.300000e+00	33	-9.090909e-02	4.424278e-01	3.300000e+00	33	5.116279e-01	6.595382e-01	
3.500000e+00	35	-1.400000e+00	1.600000e+00	3.600000e+00	36	5.600000e+00	3	3.500000e+00	35	8.000000e+00	4.424278e-01	3.500000e+00	35	6.250000e-02	6.595382e-01	
3.700000e+00	37	-7.400000e+00	4	3.800000e+00	38	2.800000e+00	1	3.700000e+00	37	-1.176471e+00	4.424278e-01	3.700000e+00	37	1.416667e+00	6.595382e-01	
3.900000e+00	39	5.600000e+00	1.260000e+01	4	40	1.080000e+01	4.600000e+00	3.900000e+00	39	6.923077e-01	4.424278e-01	3.900000e+00	39	7.982456e-01	6.595382e-01	
4.100000e+00	41	8.600000e+00	1.600000e+00	4.200000e+00	42	-5	-1	4.100000e+00	41	1.568627e-01	4.424278e-01	4.100000e+00	41	1.108696e+00	6.595382e-01	
4.300000e+00	43	1.740000e+01	1.200000e+00	4.400000e+00	44	-6.400000e+00	5.600000e+00	4.300000e+00	43	6.451613e-02	4.424278e-01	4.300000e+00	43	7.685950e-01	6.595382e-01	
4.500000e+00	45	-6.000000e-01	5.800000e+00	4.600000e+00	46	2.400000e+00	-2.000000e-01	4.500000e+00	45	1.115385e+00	4.424278e-01	4.500000e+00	45	1.040000e+00	6.595382e-01	
4.700000e+00	47	-3.400000e+00	8.000000e-01	4.800000e+00	48	2.000000e-01	6.400000e+00	4.700000e+00	47	-3.076923e-01	4.424278e-01	4.700000e+00	47	-6.842105e-01	6.595382e-01	
4.900000e+00	49	7.400000e+00	-8.000000e-01	5	50	-1.600000e+00	6	4.900000e+00	49	-1.212121e-01	4.424278e-01	4.900000e+00	49	5.238095e-01	6.595382e-01	
5.100000e+00	51	-5	5.400000e+00	5.200000e+00	52	1.800000e+00	-2.400000e+00	5.100000e+00	51	1.350000e+01	4.424278e-01	5.100000e+00	51	-2.000000e-01	6.595382e-01	
5.300000e+00	53	8.200000e+00	1.400000e+00	5.400000e+00	54	-2.000000e-01	1.320000e+01	5.300000e+00	53	1.458333e-01	4.424278e-01	5.300000e+00	53	4.210526e-01	6.595382e-01	
5.500000e+00	55	1.060000e+01	3.600000e+00	5.600000e+00	56	7	-7.400000e+00	5.500000e+00	55	2.535211e-01	4.424278e-01	5.500000e+00	55	2.088235e+00	6.595382e-01	
5.700000e+00	57	-3	-5	5.800000e+00	58	8.200000e+00	3.600000e+00	5.700000e+00	57	6.250000e-01	4.424278e-01	5.700000e+00	57	1.818182e+00	6.595382e-01	
