time at 500nm	frame at 500nm	I_1 at 500nm(counts)	I_2 at 500nm(counts)	time at 600nm	frame at 600nm	I_1 at 600nm(counts)	I_2 at 600nm(counts)	time at 500nm	frame at 500nm	FRET_1>2	discr.FRET_1>2	time at 500nm	frame at 500nm	S_1>2	discr.S_1>2	
1.000000e-01	1	2.660000e+01	1.620000e+01	2.000000e-01	2	8.400000e+00	1.182000e+02	1.000000e-01	1	3.785047e-01	2.408363e-01	1.000000e-01	1	2.658385e-01	4.898537e-01	
3.000000e-01	3	2.660000e+01	1.620000e+01	4.000000e-01	4	8.400000e+00	1.182000e+02	3.000000e-01	3	3.785047e-01	2.408363e-01	3.000000e-01	3	2.658385e-01	4.898537e-01	
5.000000e-01	5	7.400000e+00	1.806000e+02	6.000000e-01	6	-5	1.472000e+02	5.000000e-01	5	9.606383e-01	9.778389e-01	5.000000e-01	5	5.608592e-01	4.898537e-01	
7.000000e-01	7	7.600000e+00	170	8.000000e-01	8	2	1.472000e+02	7.000000e-01	7	9.572072e-01	9.778389e-01	7.000000e-01	7	5.467980e-01	4.898537e-01	
9.000000e-01	9	1.840000e+01	1.546000e+02	1	10	-8.000000e-01	137	9.000000e-01	9	8.936416e-01	9.778389e-01	9.000000e-01	9	5.580645e-01	4.898537e-01	
1.100000e+00	11	-1.400000e+00	1.942000e+02	1.200000e+00	12	4.600000e+00	134	1.100000e+00	11	1.007261e+00	9.778389e-01	1.100000e+00	11	5.899633e-01	4.898537e-01	
1.300000e+00	13	8	1.798000e+02	1.400000e+00	14	3.200000e+00	1.252000e+02	1.300000e+00	13	9.574015e-01	9.778389e-01	1.300000e+00	13	6.000000e-01	4.898537e-01	
1.500000e+00	15	-1	1.934000e+02	1.600000e+00	16	0	1.268000e+02	1.500000e+00	15	1.005198e+00	9.778389e-01	1.500000e+00	15	6.027569e-01	4.898537e-01	
1.700000e+00	17	4.800000e+00	165	1.800000e+00	18	6.000000e-01	1.126000e+02	1.700000e+00	17	9.717314e-01	9.778389e-01	1.700000e+00	17	6.012748e-01	4.898537e-01	
1.900000e+00	19	1.620000e+01	37	2	20	8.200000e+00	1.614000e+02	1.900000e+00	19	6.954887e-01	9.778389e-01	1.900000e+00	19	2.479031e-01	4.898537e-01	
2.100000e+00	21	-3	1.696000e+02	2.200000e+00	22	4.800000e+00	1.476000e+02	2.100000e+00	21	1.018007e+00	9.778389e-01	2.100000e+00	21	5.302355e-01	4.898537e-01	
2.300000e+00	23	6.200000e+00	1.842000e+02	2.400000e+00	24	5.600000e+00	144	2.300000e+00	23	9.674370e-01	9.778389e-01	2.300000e+00	23	5.693780e-01	4.898537e-01	
2.500000e+00	25	-1.600000e+00	172	2.600000e+00	26	-8.000000e-01	1.364000e+02	2.500000e+00	25	1.009390e+00	9.778389e-01	2.500000e+00	25	5.554107e-01	4.898537e-01	
2.700000e+00	27	9.720000e+01	4.760000e+01	2.800000e+00	28	2.800000e+00	1.566000e+02	2.700000e+00	27	3.287293e-01	2.408363e-01	2.700000e+00	27	4.804247e-01	4.898537e-01	
2.900000e+00	29	1.072000e+02	4.480000e+01	3	30	-2.800000e+00	1.314000e+02	2.900000e+00	29	2.947368e-01	2.408363e-01	2.900000e+00	29	5.363444e-01	4.898537e-01	
3.100000e+00	31	8.380000e+01	23	3.200000e+00	32	3.600000e+00	1.272000e+02	3.100000e+00	31	2.153558e-01	2.408363e-01	3.100000e+00	31	4.564103e-01	4.898537e-01	
3.300000e+00	33	7.160000e+01	24	3.400000e+00	34	2.200000e+00	1.418000e+02	3.300000e+00	33	2.510460e-01	2.408363e-01	3.300000e+00	33	4.026959e-01	4.898537e-01	
3.500000e+00	35	9.880000e+01	1.940000e+01	3.600000e+00	36	2.000000e-01	1.452000e+02	3.500000e+00	35	1.641286e-01	2.408363e-01	3.500000e+00	35	4.487472e-01	4.898537e-01	
3.700000e+00	37	8.340000e+01	3.060000e+01	3.800000e+00	38	6.400000e+00	125	3.700000e+00	37	2.684211e-01	2.408363e-01	3.700000e+00	37	4.769874e-01	4.898537e-01	
3.900000e+00	39	75	2.640000e+01	4	40	1.800000e+00	1.372000e+02	3.900000e+00	39	2.603550e-01	2.408363e-01	3.900000e+00	39	4.249790e-01	4.898537e-01	
4.100000e+00	41	8.640000e+01	21	4.200000e+00	42	6.400000e+00	146	4.100000e+00	41	1.955307e-01	2.408363e-01	4.100000e+00	41	4.238358e-01	4.898537e-01	
4.300000e+00	43	1.008000e+02	1.740000e+01	4.400000e+00	44	-3.400000e+00	8.520000e+01	4.300000e+00	43	1.472081e-01	2.408363e-01	4.300000e+00	43	5.811209e-01	4.898537e-01	
4.500000e+00	45	8.460000e+01	5.800000e+00	4.600000e+00	46	0	4.540000e+01	4.500000e+00	45	6.415929e-02	2.408363e-01	4.500000e+00	45	6.656848e-01	4.898537e-01	
4.700000e+00	47	9.360000e+01	32	4.800000e+00	48	3.400000e+00	1.454000e+02	4.700000e+00	47	2.547771e-01	2.408363e-01	4.700000e+00	47	4.634686e-01	4.898537e-01	
4.900000e+00	49	7.180000e+01	3.420000e+01	5	50	3.800000e+00	1.418000e+02	4.900000e+00	49	3.226415e-01	2.408363e-01	4.900000e+00	49	4.277643e-01	4.898537e-01	
5.100000e+00	51	99	3.140000e+01	5.200000e+00	52	-1.600000e+00	1.428000e+02	5.100000e+00	51	2.407975e-01	2.408363e-01	5.100000e+00	51	4.773060e-01	4.898537e-01	
5.300000e+00	53	97	1.920000e+01	5.400000e+00	54	5.600000e+00	157	5.300000e+00	53	1.652324e-01	2.408363e-01	5.300000e+00	53	4.253294e-01	4.898537e-01	
5.500000e+00	55	1.024000e+02	20	5.600000e+00	56	-6.000000e-01	1.568000e+02	5.500000e+00	55	1.633987e-01	2.408363e-01	5.500000e+00	55	4.383954e-01	4.898537e-01	
5.700000e+00	57	8.880000e+01	24	5.800000e+00	58	9	1.278000e+02	5.700000e+00	57	2.127660e-01	2.408363e-01	5.700000e+00	57	4.688279e-01	4.898537e-01	
5.900000e+00	59	9.240000e+01	2.740000e+01	6	60	6.000000e-01	1.452000e+02	5.900000e+00	59	2.287145e-01	2.408363e-01	5.900000e+00	59	4.520755e-01	4.898537e-01	
6.100000e+00	61	8.060000e+01	2.740000e+01	6.200000e+00	62	-2.400000e+00	1.376000e+02	6.100000e+00	61	2.537037e-01	2.408363e-01	6.100000e+00	61	4.397394e-01	4.898537e-01	
6.300000e+00	63	1.014000e+02	3.280000e+01	6.400000e+00	64	2.200000e+00	1.348000e+02	6.300000e+00	63	2.444113e-01	2.408363e-01	6.300000e+00	63	4.988848e-01	4.898537e-01	
6.500000e+00	65	105	27	6.600000e+00	66	-5.200000e+00	1.432000e+02	6.500000e+00	65	2.045455e-01	2.408363e-01	6.500000e+00	65	4.796512e-01	4.898537e-01	
6.700000e+00	67	7.280000e+01	41	6.800000e+00	68	1.660000e+01	1.492000e+02	6.700000e+00	67	3.602812e-01	2.408363e-01	6.700000e+00	67	4.326996e-01	4.898537e-01	
6.900000e+00	69	9.580000e+01	2.780000e+01	7	70	6.800000e+00	1.358000e+02	6.900000e+00	69	2.249191e-01	2.408363e-01	6.900000e+00	69	4.764842e-01	4.898537e-01	
7.100000e+00	71	4.460000e+01	3	7.200000e+00	72	-3.400000e+00	141	7.100000e+00	71	6.302521e-02	2.408363e-01	7.100000e+00	71	2.523860e-01	4.898537e-01	
7.300000e+00	73	-6.000000e-01	-1.600000e+00	7.400000e+00	74	7.200000e+00	1.136000e+02	7.300000e+00	73	7.272727e-01	2.408363e-01	7.300000e+00	73	-1.974865e-02	4.898537e-01	
7.500000e+00	75	5.140000e+01	1.840000e+01	7.600000e+00	76	-4.000000e-01	1.372000e+02	7.500000e+00	75	2.636103e-01	2.408363e-01	7.500000e+00	75	3.371981e-01	4.898537e-01	
7.700000e+00	77	9.420000e+01	32	7.800000e+00	78	-1.800000e+00	1.426000e+02	7.700000e+00	77	2.535658e-01	2.408363e-01	7.700000e+00	77	4.694940e-01	4.898537e-01	
7.900000e+00	79	8.680000e+01	3.420000e+01	8	80	8.400000e+00	1.466000e+02	7.900000e+00	79	2.826446e-01	2.408363e-01	7.900000e+00	79	4.521674e-01	4.898537e-01	
8.100000e+00	81	9.260000e+01	20	8.200000e+00	82	2.000000e-01	1.412000e+02	8.100000e+00	81	1.776199e-01	2.408363e-01	8.100000e+00	81	4.436564e-01	4.898537e-01	
8.300000e+00	83	1.048000e+02	3.320000e+01	8.400000e+00	84	3.600000e+00	1.532000e+02	8.300000e+00	83	2.405797e-01	2.408363e-01	8.300000e+00	83	4.739011e-01	4.898537e-01	
8.500000e+00	85	76	1.680000e+01	8.600000e+00	86	3.600000e+00	140	8.500000e+00	85	1.810345e-01	2.408363e-01	8.500000e+00	85	3.986254e-01	4.898537e-01	
8.700000e+00	87	8.840000e+01	3.420000e+01	8.800000e+00	88	-2.000000e-01	1.184000e+02	8.700000e+00	87	2.789560e-01	2.408363e-01	8.700000e+00	87	5.087137e-01	4.898537e-01	
8.900000e+00	89	8.060000e+01	32	9	90	-2.400000e+00	1.714000e+02	8.900000e+00	89	2.841918e-01	2.408363e-01	8.900000e+00	89	3.964789e-01	4.898537e-01	
9.100000e+00	91	9.380000e+01	1.640000e+01	9.200000e+00	92	-1.200000e+00	153	9.100000e+00	91	1.488203e-01	2.408363e-01	9.100000e+00	91	4.186930e-01	4.898537e-01	
9.300000e+00	93	9.840000e+01	33	9.400000e+00	94	2.400000e+00	156	9.300000e+00	93	2.511416e-01	2.408363e-01	9.300000e+00	93	4.572025e-01	4.898537e-01	
