time at 500nm	frame at 500nm	I_1 at 500nm(counts)	I_2 at 500nm(counts)	time at 600nm	frame at 600nm	I_1 at 600nm(counts)	I_2 at 600nm(counts)	time at 500nm	frame at 500nm	FRET_1>2	discr.FRET_1>2	time at 500nm	frame at 500nm	S_1>2	discr.S_1>2	
1.000000e-01	1	-5.800000e+00	1.902000e+02	2.000000e-01	2	-8.000000e-01	1.396000e+02	1.000000e-01	1	1.031453e+00	8.165506e-01	1.000000e-01	1	5.691358e-01	4.922365e-01	
3.000000e-01	3	-5.800000e+00	1.902000e+02	4.000000e-01	4	-8.000000e-01	1.396000e+02	3.000000e-01	3	1.031453e+00	8.165506e-01	3.000000e-01	3	5.691358e-01	4.922365e-01	
5.000000e-01	5	9	1.832000e+02	6.000000e-01	6	4	1.262000e+02	5.000000e-01	5	9.531738e-01	8.165506e-01	5.000000e-01	5	6.036432e-01	4.922365e-01	
7.000000e-01	7	7.480000e+01	3.760000e+01	8.000000e-01	8	4	59	7.000000e-01	7	3.345196e-01	8.165506e-01	7.000000e-01	7	6.557760e-01	4.922365e-01	
9.000000e-01	9	1.062000e+02	1.760000e+01	1	10	-1.600000e+00	-6.800000e+00	9.000000e-01	9	1.421648e-01	8.165506e-01	9.000000e-01	9	1.058120e+00	4.922365e-01	
1.100000e+00	11	1.014000e+02	-1.600000e+00	1.200000e+00	12	-1	4.940000e+01	1.100000e+00	11	-1.603206e-02	8.165506e-01	1.100000e+00	11	6.689008e-01	4.922365e-01	
1.300000e+00	13	9.440000e+01	3.720000e+01	1.400000e+00	14	-6	134	1.300000e+00	13	2.826748e-01	8.165506e-01	1.300000e+00	13	4.954819e-01	4.922365e-01	
1.500000e+00	15	4.780000e+01	1.018000e+02	1.600000e+00	16	-1.200000e+00	1.334000e+02	1.500000e+00	15	6.804813e-01	8.165506e-01	1.500000e+00	15	5.286219e-01	4.922365e-01	
1.700000e+00	17	-5.400000e+00	1.786000e+02	1.800000e+00	18	-2	1.532000e+02	1.700000e+00	17	1.031178e+00	8.165506e-01	1.700000e+00	17	5.306373e-01	4.922365e-01	
1.900000e+00	19	1.180000e+01	1.654000e+02	2	20	2.200000e+00	1.408000e+02	1.900000e+00	19	9.334086e-01	8.165506e-01	1.900000e+00	19	5.572327e-01	4.922365e-01	
2.100000e+00	21	8.800000e+00	169	2.200000e+00	22	1.400000e+00	1.544000e+02	2.100000e+00	21	9.505062e-01	8.165506e-01	2.100000e+00	21	5.352197e-01	4.922365e-01	
2.300000e+00	23	6.200000e+00	170	2.400000e+00	24	4.000000e-01	1.366000e+02	2.300000e+00	23	9.648127e-01	8.165506e-01	2.300000e+00	23	5.632992e-01	4.922365e-01	
2.500000e+00	25	6	1.738000e+02	2.600000e+00	26	5.800000e+00	1.498000e+02	2.500000e+00	25	9.666296e-01	8.165506e-01	2.500000e+00	25	5.455097e-01	4.922365e-01	
2.700000e+00	27	-3.400000e+00	1.556000e+02	2.800000e+00	28	-1.800000e+00	1.466000e+02	2.700000e+00	27	1.022339e+00	8.165506e-01	2.700000e+00	27	5.093708e-01	4.922365e-01	
2.900000e+00	29	2.200000e+00	1.698000e+02	3	30	4.600000e+00	1.444000e+02	2.900000e+00	29	9.872093e-01	8.165506e-01	2.900000e+00	29	5.436157e-01	4.922365e-01	
3.100000e+00	31	-1.020000e+01	195	3.200000e+00	32	-2.200000e+00	1.436000e+02	3.100000e+00	31	1.055195e+00	8.165506e-01	3.100000e+00	31	5.627284e-01	4.922365e-01	
3.300000e+00	33	3.600000e+00	1.736000e+02	3.400000e+00	34	-1.200000e+00	1.426000e+02	3.300000e+00	33	9.796840e-01	8.165506e-01	3.300000e+00	33	5.540963e-01	4.922365e-01	
3.500000e+00	35	-5.800000e+00	1.478000e+02	3.600000e+00	36	-1	1.288000e+02	3.500000e+00	35	1.040845e+00	8.165506e-01	3.500000e+00	35	5.243722e-01	4.922365e-01	
3.700000e+00	37	-8.600000e+00	1.768000e+02	3.800000e+00	38	-1.400000e+00	1.294000e+02	3.700000e+00	37	1.051130e+00	8.165506e-01	3.700000e+00	37	5.651882e-01	4.922365e-01	
3.900000e+00	39	-1.400000e+00	180	4	40	5	1.212000e+02	3.900000e+00	39	1.007839e+00	8.165506e-01	3.900000e+00	39	5.957305e-01	4.922365e-01	
4.100000e+00	41	0	7.400000e+00	4.200000e+00	42	2.600000e+00	1.412000e+02	4.100000e+00	41	1	8.165506e-01	4.100000e+00	41	4.979812e-02	4.922365e-01	
4.300000e+00	43	7.200000e+00	8.800000e+00	4.400000e+00	44	-3.600000e+00	1.406000e+02	4.300000e+00	43	5.500000e-01	8.165506e-01	4.300000e+00	43	1.021711e-01	4.922365e-01	
4.500000e+00	45	1.800000e+00	7.200000e+00	4.600000e+00	46	-2.400000e+00	168	4.500000e+00	45	8.000000e-01	8.165506e-01	4.500000e+00	45	5.084746e-02	4.922365e-01	
4.700000e+00	47	6.000000e-01	-4.000000e-01	4.800000e+00	48	1.200000e+00	1.196000e+02	4.700000e+00	47	-2.000000e+00	8.165506e-01	4.700000e+00	47	1.669449e-03	4.922365e-01	
4.900000e+00	49	-1.800000e+00	3.400000e+00	5	50	8.400000e+00	1.388000e+02	4.900000e+00	49	2.125000e+00	8.165506e-01	4.900000e+00	49	1.139601e-02	4.922365e-01	
5.100000e+00	51	1.980000e+01	5.800000e+00	5.200000e+00	52	2.000000e-01	1.442000e+02	5.100000e+00	51	2.265625e-01	4.611158e-01	5.100000e+00	51	1.507656e-01	4.922365e-01	
5.300000e+00	53	-8.000000e-01	-7.400000e+00	5.400000e+00	54	1.400000e+00	3	5.300000e+00	53	9.024390e-01	4.611158e-01	5.300000e+00	53	1.576923e+00	4.922365e-01	
