time at 500nm	frame at 500nm	I_1 at 500nm(counts)	I_2 at 500nm(counts)	time at 600nm	frame at 600nm	I_1 at 600nm(counts)	I_2 at 600nm(counts)	time at 500nm	frame at 500nm	FRET_1>2	discr.FRET_1>2	time at 500nm	frame at 500nm	S_1>2	discr.S_1>2	
1.000000e-01	1	8	3.800000e+00	2.000000e-01	2	5	4.620000e+01	1.000000e-01	1	3.220339e-01	3.493264e-01	1.000000e-01	1	2.034483e-01	6.427837e-01	
3.000000e-01	3	8	3.800000e+00	4.000000e-01	4	5	4.620000e+01	3.000000e-01	3	3.220339e-01	3.493264e-01	3.000000e-01	3	2.034483e-01	6.427837e-01	
5.000000e-01	5	5.680000e+01	1.138000e+02	6.000000e-01	6	3	131	5.000000e-01	5	6.670574e-01	3.493264e-01	5.000000e-01	5	5.656499e-01	6.427837e-01	
7.000000e-01	7	4.660000e+01	100	8.000000e-01	8	7.600000e+00	1.566000e+02	7.000000e-01	7	6.821282e-01	3.493264e-01	7.000000e-01	7	4.835092e-01	6.427837e-01	
9.000000e-01	9	4.660000e+01	119	1	10	12	1.316000e+02	9.000000e-01	9	7.185990e-01	3.493264e-01	9.000000e-01	9	5.572005e-01	6.427837e-01	
1.100000e+00	11	8.480000e+01	4.480000e+01	1.200000e+00	12	1.400000e+00	1.452000e+02	1.100000e+00	11	3.456790e-01	3.493264e-01	1.100000e+00	11	4.716157e-01	6.427837e-01	
1.300000e+00	13	119	2.800000e+00	1.400000e+00	14	4.800000e+00	0	1.300000e+00	13	2.298851e-02	3.493264e-01	1.300000e+00	13	1	6.427837e-01	
1.500000e+00	15	94	5	1.600000e+00	16	4.600000e+00	8.400000e+00	1.500000e+00	15	5.050505e-02	3.493264e-01	1.500000e+00	15	9.217877e-01	6.427837e-01	
1.700000e+00	17	1.004000e+02	1.200000e+00	1.800000e+00	18	7.400000e+00	-3.200000e+00	1.700000e+00	17	1.181102e-02	3.493264e-01	1.700000e+00	17	1.032520e+00	6.427837e-01	
1.900000e+00	19	89	1.600000e+00	2	20	2.200000e+00	1.220000e+01	1.900000e+00	19	1.766004e-02	3.493264e-01	1.900000e+00	19	8.813230e-01	6.427837e-01	
