time at 500nm	frame at 500nm	I_1 at 500nm(counts)	I_2 at 500nm(counts)	time at 600nm	frame at 600nm	I_1 at 600nm(counts)	I_2 at 600nm(counts)	time at 500nm	frame at 500nm	FRET_1>2	discr.FRET_1>2	time at 500nm	frame at 500nm	S_1>2	discr.S_1>2	
1.000000e-01	1	9.920000e+01	2.620000e+01	2.000000e-01	2	3.600000e+00	1.498000e+02	1.000000e-01	1	2.089314e-01	2.286735e-01	1.000000e-01	1	4.556686e-01	4.575546e-01	
3.000000e-01	3	9.920000e+01	2.620000e+01	4.000000e-01	4	3.600000e+00	1.498000e+02	3.000000e-01	3	2.089314e-01	2.286735e-01	3.000000e-01	3	4.556686e-01	4.575546e-01	
5.000000e-01	5	9.040000e+01	2.420000e+01	6.000000e-01	6	1.800000e+00	161	5.000000e-01	5	2.111693e-01	2.286735e-01	5.000000e-01	5	4.158200e-01	4.575546e-01	
7.000000e-01	7	9.660000e+01	1.940000e+01	8.000000e-01	8	1.800000e+00	1.374000e+02	7.000000e-01	7	1.672414e-01	2.286735e-01	7.000000e-01	7	4.577743e-01	4.575546e-01	
9.000000e-01	9	7.720000e+01	2.640000e+01	1	10	2	1.362000e+02	9.000000e-01	9	2.548263e-01	2.286735e-01	9.000000e-01	9	4.320267e-01	4.575546e-01	
1.100000e+00	11	1.176000e+02	3.380000e+01	1.200000e+00	12	4.200000e+00	158	1.100000e+00	11	2.232497e-01	2.286735e-01	1.100000e+00	11	4.893342e-01	4.575546e-01	
1.300000e+00	13	100	2.840000e+01	1.400000e+00	14	3	1.506000e+02	1.300000e+00	13	2.211838e-01	2.286735e-01	1.300000e+00	13	4.602151e-01	4.575546e-01	
1.500000e+00	15	90	2.160000e+01	1.600000e+00	16	7.400000e+00	1.374000e+02	1.500000e+00	15	1.935484e-01	2.286735e-01	1.500000e+00	15	4.481928e-01	4.575546e-01	
1.700000e+00	17	1.098000e+02	3.360000e+01	1.800000e+00	18	1.400000e+00	1.492000e+02	1.700000e+00	17	2.343096e-01	2.286735e-01	1.700000e+00	17	4.900889e-01	4.575546e-01	
1.900000e+00	19	7.180000e+01	3.080000e+01	2	20	1.660000e+01	1.432000e+02	1.900000e+00	19	3.001949e-01	2.286735e-01	1.900000e+00	19	4.174125e-01	4.575546e-01	
2.100000e+00	21	9.640000e+01	2.480000e+01	2.200000e+00	22	7.400000e+00	1.148000e+02	2.100000e+00	21	2.046205e-01	2.286735e-01	2.100000e+00	21	5.135593e-01	4.575546e-01	
2.300000e+00	23	7.860000e+01	39	2.400000e+00	24	1.140000e+01	1.538000e+02	2.300000e+00	23	3.316327e-01	2.286735e-01	2.300000e+00	23	4.333088e-01	4.575546e-01	
2.500000e+00	25	9.540000e+01	2.760000e+01	2.600000e+00	26	-2.400000e+00	1.592000e+02	2.500000e+00	25	2.243902e-01	2.286735e-01	2.500000e+00	25	4.358611e-01	4.575546e-01	
2.700000e+00	27	1.002000e+02	3.320000e+01	2.800000e+00	28	2	1.404000e+02	2.700000e+00	27	2.488756e-01	2.286735e-01	2.700000e+00	27	4.872169e-01	4.575546e-01	
2.900000e+00	29	9.180000e+01	2.180000e+01	3	30	2.600000e+00	1.474000e+02	2.900000e+00	29	1.919014e-01	2.286735e-01	2.900000e+00	29	4.352490e-01	4.575546e-01	
3.100000e+00	31	1.018000e+02	3.140000e+01	3.200000e+00	32	4.400000e+00	1.482000e+02	3.100000e+00	31	2.357357e-01	2.286735e-01	3.100000e+00	31	4.733475e-01	4.575546e-01	
3.300000e+00	33	8.720000e+01	4.120000e+01	3.400000e+00	34	-2.200000e+00	1.646000e+02	3.300000e+00	33	3.208723e-01	2.286735e-01	3.300000e+00	33	4.382253e-01	4.575546e-01	
3.500000e+00	35	45	2.400000e+00	3.600000e+00	36	4.600000e+00	1.398000e+02	3.500000e+00	35	5.063291e-02	2.286735e-01	3.500000e+00	35	2.532051e-01	3.686933e-02	
3.700000e+00	37	-1.400000e+00	5.600000e+00	3.800000e+00	38	8.000000e-01	1.414000e+02	3.700000e+00	37	1.333333e+00	2.286735e-01	3.700000e+00	37	2.884615e-02	3.686933e-02	
3.900000e+00	39	1.026000e+02	3.340000e+01	4	40	6.000000e-01	1.416000e+02	3.900000e+00	39	2.455882e-01	2.286735e-01	3.900000e+00	39	4.899135e-01	4.575546e-01	
4.100000e+00	41	88	29	4.200000e+00	42	4.200000e+00	1.348000e+02	4.100000e+00	41	2.478632e-01	2.286735e-01	4.100000e+00	41	4.646545e-01	4.575546e-01	
4.300000e+00	43	-1.400000e+00	1.120000e+01	4.400000e+00	44	1.800000e+00	1.416000e+02	4.300000e+00	43	1.142857e+00	2.286735e-01	4.300000e+00	43	6.472919e-02	3.686933e-02	
4.500000e+00	45	2.200000e+00	-2.000000e-01	4.600000e+00	46	-4.000000e-01	1.128000e+02	4.500000e+00	45	-1.000000e-01	2.286735e-01	4.500000e+00	45	1.742160e-02	3.686933e-02	
4.700000e+00	47	-7.800000e+00	1	4.800000e+00	48	3.800000e+00	1.188000e+02	4.700000e+00	47	-1.470588e-01	2.286735e-01	4.700000e+00	47	-6.071429e-02	3.686933e-02	
4.900000e+00	49	-3.400000e+00	1	5	50	7	1.454000e+02	4.900000e+00	49	-4.166667e-01	2.286735e-01	4.900000e+00	49	-1.678322e-02	3.686933e-02	
5.100000e+00	51	3.800000e+00	-5	5.200000e+00	52	-7	141	5.100000e+00	51	4.166667e+00	2.286735e-01	5.100000e+00	51	-8.583691e-03	3.686933e-02	
5.300000e+00	53	-1.200000e+00	7.200000e+00	5.400000e+00	54	5.200000e+00	146	5.300000e+00	53	1.200000e+00	2.286735e-01	5.300000e+00	53	3.947368e-02	3.686933e-02	
5.500000e+00	55	-4.600000e+00	9	5.600000e+00	56	4	1.554000e+02	5.500000e+00	55	2.045455e+00	2.286735e-01	5.500000e+00	55	2.753442e-02	3.686933e-02	
5.700000e+00	57	8.400000e+00	6.000000e-01	5.800000e+00	58	2.400000e+00	1.194000e+02	5.700000e+00	57	6.666667e-02	2.286735e-01	5.700000e+00	57	7.009346e-02	3.686933e-02	
5.900000e+00	59	3.600000e+00	10	6	60	4	1.592000e+02	5.900000e+00	59	7.352941e-01	7.236979e-01	5.900000e+00	59	7.870370e-02	3.686933e-02	
6.100000e+00	61	-1.600000e+00	1.060000e+01	6.200000e+00	62	-6.000000e-01	1.472000e+02	6.100000e+00	61	1.177778e+00	7.236979e-01	6.100000e+00	61	5.761844e-02	3.686933e-02	
6.300000e+00	63	4.200000e+00	-3.600000e+00	6.400000e+00	64	8.000000e-01	1.578000e+02	6.300000e+00	63	-6.000000e+00	7.236979e-01	6.300000e+00	63	3.787879e-03	3.686933e-02	
6.500000e+00	65	1.400000e+00	8.200000e+00	6.600000e+00	66	4.000000e-01	146	6.500000e+00	65	8.541667e-01	7.236979e-01	6.500000e+00	65	6.169666e-02	3.686933e-02	
6.700000e+00	67	-1	2.600000e+00	6.800000e+00	68	-7.200000e+00	135	6.700000e+00	67	1.625000e+00	7.236979e-01	6.700000e+00	67	1.171303e-02	3.686933e-02	
6.900000e+00	69	-2	5	7	70	1.200000e+00	1.244000e+02	6.900000e+00	69	1.666667e+00	7.236979e-01	6.900000e+00	69	2.354788e-02	3.686933e-02	
7.100000e+00	71	3.600000e+00	-1.800000e+00	7.200000e+00	72	-3	1.444000e+02	7.100000e+00	71	-1.000000e+00	7.236979e-01	7.100000e+00	71	1.231190e-02	3.686933e-02	
7.300000e+00	73	2.800000e+00	6.400000e+00	7.400000e+00	74	6.400000e+00	1.416000e+02	7.300000e+00	73	6.956522e-01	7.236979e-01	7.300000e+00	73	6.100796e-02	3.686933e-02	
7.500000e+00	75	3	6.600000e+00	7.600000e+00	76	2.000000e-01	1.284000e+02	7.500000e+00	75	6.875000e-01	7.236979e-01	7.500000e+00	75	6.956522e-02	3.686933e-02	
7.700000e+00	77	8.400000e+00	6.400000e+00	7.800000e+00	78	-1	1.316000e+02	7.700000e+00	77	4.324324e-01	7.236979e-01	7.700000e+00	77	1.010929e-01	3.686933e-02	
7.900000e+00	79	-6.000000e-01	1.340000e+01	8	80	5.600000e+00	1.352000e+02	7.900000e+00	79	1.046875e+00	7.236979e-01	7.900000e+00	79	8.648649e-02	3.686933e-02	
8.100000e+00	81	1.600000e+00	-1.400000e+00	8.200000e+00	82	8.800000e+00	1.186000e+02	8.100000e+00	81	-7.000000e+00	7.236979e-01	8.100000e+00	81	1.683502e-03	3.686933e-02	
8.300000e+00	83	-6.000000e-01	-4.200000e+00	8.400000e+00	84	8	1.416000e+02	8.300000e+00	83	8.750000e-01	7.236979e-01	8.300000e+00	83	-3.508772e-02	3.686933e-02	
8.500000e+00	85	1.800000e+00	1.340000e+01	8.600000e+00	86	9.600000e+00	1.474000e+02	8.500000e+00	85	8.815789e-01	7.236979e-01	8.500000e+00	85	9.348093e-02	3.686933e-02	
8.700000e+00	87	2.400000e+00	8.000000e-01	8.800000e+00	88	7.800000e+00	1.216000e+02	8.700000e+00	87	2.500000e-01	4.475907e-01	8.700000e+00	87	2.564103e-02	3.686933e-02	
8.900000e+00	89	9.800000e+00	-1.200000e+00	9	90	3.200000e+00	164	8.900000e+00	89	-1.395349e-01	4.475907e-01	8.900000e+00	89	4.982619e-02	3.686933e-02	
