1.000000e-01	1794	1348
3.000000e-01	2386	1529
5.000000e-01	2179	1407
7.000000e-01	2395	1539
9.000000e-01	2245	1325
1.100000e+00	2394	1535
1.300000e+00	2296	1435
1.500000e+00	2177	1638
1.700000e+00	2733	1474
1.900000e+00	2522	1536
