coordinates:	44.0,23.3	44.0,23.3
timeat133nm	I_1at133nm	I_2at133nm	timeat649nm	I_1at649nm	I_2at649nm
1.000000e-01	201	136	2.000000e-01	120	536
3.000000e-01	207	145	4.000000e-01	125	545
5.000000e-01	225	130	6.000000e-01	116	558
7.000000e-01	220	130	8.000000e-01	120	625
9.000000e-01	226	131	1	121	541
1.100000e+00	224	143	1.200000e+00	119	563
1.300000e+00	222	122	1.400000e+00	118	599
1.500000e+00	207	130	1.600000e+00	120	552
1.700000e+00	208	135	1.800000e+00	118	572
1.900000e+00	208	131	2	122	552
2.100000e+00	229	129	2.200000e+00	117	545
2.300000e+00	203	127	2.400000e+00	118	544
2.500000e+00	215	137	2.600000e+00	117	511
2.700000e+00	198	126	2.800000e+00	122	548
2.900000e+00	221	124	3	119	561
3.100000e+00	115	132	3.200000e+00	124	533
3.300000e+00	117	128	3.400000e+00	119	570
3.500000e+00	117	121	3.600000e+00	119	562
3.700000e+00	118	123	3.800000e+00	113	576
3.900000e+00	114	135	4	119	198
4.100000e+00	120	126	4.200000e+00	117	549
4.300000e+00	117	122	4.400000e+00	120	563
4.500000e+00	116	130	4.600000e+00	119	554
4.700000e+00	119	122	4.800000e+00	121	524
4.900000e+00	114	129	5	118	557
5.100000e+00	119	130	5.200000e+00	123	523
5.300000e+00	118	126	5.400000e+00	120	179
5.500000e+00	116	124	5.600000e+00	119	122
5.700000e+00	117	128	5.800000e+00	117	531
5.900000e+00	116	123	6	121	588
6.100000e+00	117	126	6.200000e+00	122	232
6.300000e+00	116	127	6.400000e+00	117	569
6.500000e+00	116	126	6.600000e+00	123	524
6.700000e+00	117	131	6.800000e+00	121	580
6.900000e+00	115	132	7	119	532
7.100000e+00	118	130	7.200000e+00	117	507
7.300000e+00	114	143	7.400000e+00	119	539
7.500000e+00	119	126	7.600000e+00	115	569
7.700000e+00	116	130	7.800000e+00	121	569
7.900000e+00	118	132	8	115	547
8.100000e+00	115	131	8.200000e+00	120	623
8.300000e+00	115	129	8.400000e+00	117	571
8.500000e+00	117	128	8.600000e+00	123	532
8.700000e+00	116	127	8.800000e+00	116	598
8.900000e+00	118	125	9	120	542
9.100000e+00	120	130	9.200000e+00	119	551
9.300000e+00	116	130	9.400000e+00	121	567
9.500000e+00	117	128	9.600000e+00	122	571
9.700000e+00	115	133	9.800000e+00	120	526
9.900000e+00	115	128	10	115	555
1.010000e+01	118	121	1.020000e+01	121	516
1.030000e+01	116	125	1.040000e+01	122	602
1.050000e+01	118	130	1.060000e+01	124	526
1.070000e+01	118	133	1.080000e+01	123	550
1.090000e+01	115	129	11	125	478
1.110000e+01	116	119	1.120000e+01	118	462
1.130000e+01	117	128	1.140000e+01	120	541
1.150000e+01	118	129	1.160000e+01	119	548
1.170000e+01	116	119	1.180000e+01	125	131
1.190000e+01	118	131	12	119	571
1.210000e+01	116	132	1.220000e+01	116	578
1.230000e+01	116	121	1.240000e+01	124	506
1.250000e+01	115	118	1.260000e+01	122	544
1.270000e+01	117	125	1.280000e+01	120	550
1.290000e+01	120	124	13	119	555
1.310000e+01	118	121	1.320000e+01	116	521
1.330000e+01	118	120	1.340000e+01	122	563
1.350000e+01	116	125	1.360000e+01	118	535
1.370000e+01	119	131	1.380000e+01	121	592
1.390000e+01	113	125	14	121	550
1.410000e+01	117	132	1.420000e+01	121	540
1.430000e+01	118	118	1.440000e+01	119	539
1.450000e+01	121	126	1.460000e+01	118	315
1.470000e+01	115	123	1.480000e+01	118	546
1.490000e+01	117	124	15	122	578
1.510000e+01	117	127	1.520000e+01	118	563
1.530000e+01	120	130	1.540000e+01	114	582
1.550000e+01	115	125	1.560000e+01	120	561
1.570000e+01	121	129	1.580000e+01	122	533
1.590000e+01	114	128	16	120	570
1.610000e+01	115	134	1.620000e+01	120	577
1.630000e+01	116	128	1.640000e+01	126	557
1.650000e+01	116	129	1.660000e+01	122	568
1.670000e+01	116	130	1.680000e+01	120	558
1.690000e+01	115	127	17	126	436
1.710000e+01	119	126	1.720000e+01	118	549
1.730000e+01	117	127	1.740000e+01	118	335
1.750000e+01	117	128	1.760000e+01	127	561
1.770000e+01	118	132	1.780000e+01	120	534
1.790000e+01	116	128	18	120	565
1.810000e+01	114	132	1.820000e+01	122	544
1.830000e+01	117	129	1.840000e+01	118	535
1.850000e+01	119	126	1.860000e+01	117	579
1.870000e+01	118	128	1.880000e+01	119	577
1.890000e+01	117	125	19	121	568
1.910000e+01	117	128	1.920000e+01	116	541
1.930000e+01	114	124	1.940000e+01	123	530
1.950000e+01	118	133	1.960000e+01	122	544
1.970000e+01	121	132	1.980000e+01	122	466
1.990000e+01	117	128	20	118	577
