coordinates:	37.2,37.3	37.2,37.3
timeat133nm	I_1at133nm	I_2at133nm	timeat649nm	I_1at649nm	I_2at649nm
1.000000e-01	117	125	2.000000e-01	118	563
3.000000e-01	208	131	4.000000e-01	120	564
5.000000e-01	115	122	6.000000e-01	119	531
7.000000e-01	213	125	8.000000e-01	118	560
9.000000e-01	218	132	1	121	523
1.100000e+00	217	134	1.200000e+00	123	579
1.300000e+00	222	136	1.400000e+00	119	555
1.500000e+00	206	134	1.600000e+00	121	501
1.700000e+00	173	250	1.800000e+00	123	550
1.900000e+00	155	331	2	115	283
2.100000e+00	214	131	2.200000e+00	119	580
2.300000e+00	214	126	2.400000e+00	117	518
2.500000e+00	225	141	2.600000e+00	119	534
2.700000e+00	222	123	2.800000e+00	118	507
2.900000e+00	205	125	3	121	546
3.100000e+00	212	135	3.200000e+00	118	591
3.300000e+00	208	133	3.400000e+00	121	470
3.500000e+00	224	126	3.600000e+00	129	359
3.700000e+00	197	134	3.800000e+00	124	552
3.900000e+00	208	127	4	118	521
4.100000e+00	214	132	4.200000e+00	118	522
4.300000e+00	211	128	4.400000e+00	125	553
4.500000e+00	202	138	4.600000e+00	116	535
4.700000e+00	184	292	4.800000e+00	118	370
4.900000e+00	170	299	5	118	558
5.100000e+00	171	281	5.200000e+00	121	544
5.300000e+00	115	125	5.400000e+00	123	542
5.500000e+00	168	306	5.600000e+00	117	545
5.700000e+00	174	307	5.800000e+00	114	535
5.900000e+00	171	271	6	121	515
6.100000e+00	212	157	6.200000e+00	121	562
6.300000e+00	218	138	6.400000e+00	119	537
6.500000e+00	227	131	6.600000e+00	122	514
6.700000e+00	207	120	6.800000e+00	117	531
6.900000e+00	206	143	7	121	509
7.100000e+00	120	126	7.200000e+00	114	506
7.300000e+00	117	127	7.400000e+00	119	560
7.500000e+00	121	124	7.600000e+00	122	538
7.700000e+00	117	124	7.800000e+00	117	539
7.900000e+00	121	134	8	119	561
8.100000e+00	120	132	8.200000e+00	120	587
8.300000e+00	114	132	8.400000e+00	121	540
8.500000e+00	116	127	8.600000e+00	121	124
8.700000e+00	115	125	8.800000e+00	120	121
8.900000e+00	114	129	9	116	120
9.100000e+00	117	122	9.200000e+00	118	121
9.300000e+00	117	127	9.400000e+00	120	121
9.500000e+00	117	120	9.600000e+00	117	120
9.700000e+00	116	120	9.800000e+00	115	120
9.900000e+00	118	120	10	117	122
1.010000e+01	116	121	1.020000e+01	126	126
1.030000e+01	115	125	1.040000e+01	118	121
1.050000e+01	120	116	1.060000e+01	119	120
1.070000e+01	116	117	1.080000e+01	120	116
1.090000e+01	116	121	11	117	120
1.110000e+01	119	116	1.120000e+01	121	126
1.130000e+01	114	120	1.140000e+01	118	118
1.150000e+01	119	119	1.160000e+01	119	121
1.170000e+01	119	120	1.180000e+01	119	122
1.190000e+01	114	121	12	119	120
1.210000e+01	114	126	1.220000e+01	119	117
1.230000e+01	116	121	1.240000e+01	116	120
1.250000e+01	115	119	1.260000e+01	118	114
1.270000e+01	116	124	1.280000e+01	124	123
1.290000e+01	115	123	13	119	117
1.310000e+01	118	123	1.320000e+01	121	115
1.330000e+01	117	124	1.340000e+01	116	121
1.350000e+01	115	127	1.360000e+01	118	119
1.370000e+01	118	122	1.380000e+01	119	120
1.390000e+01	117	123	14	118	118
1.410000e+01	115	127	1.420000e+01	116	116
1.430000e+01	115	119	1.440000e+01	120	117
1.450000e+01	117	121	1.460000e+01	118	118
1.470000e+01	116	124	1.480000e+01	129	121
1.490000e+01	118	125	15	114	129
1.510000e+01	118	120	1.520000e+01	118	124
1.530000e+01	117	123	1.540000e+01	123	122
1.550000e+01	116	124	1.560000e+01	122	121
1.570000e+01	114	119	1.580000e+01	115	115
1.590000e+01	117	120	16	122	121
1.610000e+01	114	120	1.620000e+01	121	122
1.630000e+01	118	118	1.640000e+01	121	120
1.650000e+01	116	120	1.660000e+01	116	117
1.670000e+01	116	119	1.680000e+01	121	116
1.690000e+01	118	122	17	125	118
1.710000e+01	118	125	1.720000e+01	117	124
1.730000e+01	118	121	1.740000e+01	118	123
1.750000e+01	116	124	1.760000e+01	119	119
1.770000e+01	114	127	1.780000e+01	120	117
1.790000e+01	115	120	18	121	127
1.810000e+01	114	122	1.820000e+01	115	118
1.830000e+01	117	124	1.840000e+01	126	123
1.850000e+01	118	121	1.860000e+01	114	117
1.870000e+01	117	120	1.880000e+01	119	118
1.890000e+01	114	118	19	120	117
1.910000e+01	113	119	1.920000e+01	118	120
1.930000e+01	115	122	1.940000e+01	127	125
1.950000e+01	118	122	1.960000e+01	118	120
1.970000e+01	119	127	1.980000e+01	115	119
1.990000e+01	115	122	20	120	121
