coordinates:	22.6,10.0	22.6,10.0
timeat133nm	I_1at133nm	I_2at133nm	timeat649nm	I_1at649nm	I_2at649nm
1.000000e-01	164	203	2.000000e-01	120	574
3.000000e-01	120	454	4.000000e-01	123	540
5.000000e-01	126	481	6.000000e-01	126	130
7.000000e-01	209	123	8.000000e-01	123	120
9.000000e-01	221	124	1	117	117
1.100000e+00	246	122	1.200000e+00	120	122
1.300000e+00	215	120	1.400000e+00	118	124
1.500000e+00	204	124	1.600000e+00	115	122
1.700000e+00	224	127	1.800000e+00	124	123
1.900000e+00	221	126	2	122	118
2.100000e+00	229	123	2.200000e+00	122	125
2.300000e+00	216	120	2.400000e+00	121	114
2.500000e+00	197	127	2.600000e+00	118	117
2.700000e+00	216	124	2.800000e+00	122	122
2.900000e+00	236	126	3	118	121
3.100000e+00	222	121	3.200000e+00	119	120
3.300000e+00	225	123	3.400000e+00	118	119
3.500000e+00	219	121	3.600000e+00	119	119
3.700000e+00	201	123	3.800000e+00	117	122
3.900000e+00	196	121	4	120	118
4.100000e+00	229	129	4.200000e+00	121	124
4.300000e+00	224	120	4.400000e+00	118	121
4.500000e+00	217	118	4.600000e+00	120	118
4.700000e+00	179	126	4.800000e+00	125	116
4.900000e+00	160	123	5	120	121
5.100000e+00	210	121	5.200000e+00	130	123
5.300000e+00	211	128	5.400000e+00	121	118
5.500000e+00	217	119	5.600000e+00	119	119
5.700000e+00	210	123	5.800000e+00	117	122
5.900000e+00	217	128	6	121	129
6.100000e+00	219	118	6.200000e+00	124	122
6.300000e+00	204	122	6.400000e+00	120	122
6.500000e+00	208	124	6.600000e+00	122	121
6.700000e+00	207	123	6.800000e+00	118	120
6.900000e+00	205	127	7	119	117
7.100000e+00	214	123	7.200000e+00	116	121
7.300000e+00	207	120	7.400000e+00	119	120
7.500000e+00	234	123	7.600000e+00	118	118
7.700000e+00	220	120	7.800000e+00	122	114
7.900000e+00	219	123	8	119	118
8.100000e+00	215	121	8.200000e+00	120	121
8.300000e+00	211	126	8.400000e+00	119	118
8.500000e+00	199	124	8.600000e+00	121	118
8.700000e+00	230	125	8.800000e+00	122	123
8.900000e+00	203	121	9	121	121
9.100000e+00	222	126	9.200000e+00	117	122
9.300000e+00	213	124	9.400000e+00	117	119
9.500000e+00	217	122	9.600000e+00	118	118
9.700000e+00	228	124	9.800000e+00	121	121
9.900000e+00	199	120	10	120	119
1.010000e+01	209	121	1.020000e+01	117	120
1.030000e+01	118	124	1.040000e+01	127	124
1.050000e+01	188	119	1.060000e+01	118	118
1.070000e+01	206	122	1.080000e+01	117	118
1.090000e+01	229	125	11	122	124
1.110000e+01	223	123	1.120000e+01	121	120
1.130000e+01	120	124	1.140000e+01	114	124
1.150000e+01	116	123	1.160000e+01	118	120
1.170000e+01	114	123	1.180000e+01	116	115
1.190000e+01	117	128	12	117	117
1.210000e+01	115	122	1.220000e+01	126	123
1.230000e+01	116	124	1.240000e+01	118	117
1.250000e+01	118	126	1.260000e+01	119	119
1.270000e+01	118	124	1.280000e+01	117	121
1.290000e+01	119	122	13	124	122
1.310000e+01	121	119	1.320000e+01	124	121
1.330000e+01	118	123	1.340000e+01	120	118
1.350000e+01	116	122	1.360000e+01	119	121
1.370000e+01	115	129	1.380000e+01	127	120
1.390000e+01	115	123	14	119	118
1.410000e+01	120	122	1.420000e+01	124	124
1.430000e+01	117	125	1.440000e+01	121	120
1.450000e+01	120	127	1.460000e+01	117	119
1.470000e+01	114	125	1.480000e+01	119	119
1.490000e+01	115	124	15	122	125
1.510000e+01	117	124	1.520000e+01	118	118
1.530000e+01	114	123	1.540000e+01	121	117
1.550000e+01	115	125	1.560000e+01	118	123
1.570000e+01	115	119	1.580000e+01	116	121
1.590000e+01	116	126	16	128	122
1.610000e+01	115	122	1.620000e+01	123	127
1.630000e+01	116	119	1.640000e+01	119	118
1.650000e+01	121	120	1.660000e+01	117	119
1.670000e+01	117	122	1.680000e+01	117	122
1.690000e+01	118	123	17	120	123
1.710000e+01	119	120	1.720000e+01	120	116
1.730000e+01	115	122	1.740000e+01	122	122
1.750000e+01	116	117	1.760000e+01	121	118
1.770000e+01	116	118	1.780000e+01	121	123
1.790000e+01	114	126	18	121	119
1.810000e+01	118	128	1.820000e+01	121	123
1.830000e+01	114	118	1.840000e+01	122	118
1.850000e+01	115	124	1.860000e+01	122	124
1.870000e+01	121	119	1.880000e+01	120	117
1.890000e+01	115	124	19	119	121
1.910000e+01	115	121	1.920000e+01	123	120
1.930000e+01	117	122	1.940000e+01	122	120
1.950000e+01	114	128	1.960000e+01	120	121
1.970000e+01	116	123	1.980000e+01	117	124
1.990000e+01	116	125	20	119	125
