time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	3107	4.495867e+03	3680	3.030321e+03	1.000000e-01	2	0	0	7735	8.055145e+03	5.000000e-02	1	5.422131e-01	4.026369e-01	5.000000e-02	1	4.673599e-01	4.830259e-01	
1.500000e-01	3	3324	4.495867e+03	4923	3.030321e+03	2.000000e-01	4	0	0	8464	8.055145e+03	1.500000e-01	3	5.969443e-01	4.026369e-01	1.500000e-01	3	4.935073e-01	4.830259e-01	
2.500000e-01	5	1786	4.495867e+03	3577	3.030321e+03	3.000000e-01	6	0	0	7369	8.055145e+03	2.500000e-01	5	6.669774e-01	4.026369e-01	2.500000e-01	5	4.212221e-01	4.830259e-01	
3.500000e-01	7	3490	4.495867e+03	3264	3.030321e+03	4.000000e-01	8	0	0	7597	8.055145e+03	3.500000e-01	7	4.832692e-01	4.026369e-01	3.500000e-01	7	4.706292e-01	4.830259e-01	
4.500000e-01	9	3563	4.495867e+03	4687	3.030321e+03	5.000000e-01	10	0	0	6684	8.055145e+03	4.500000e-01	9	5.681212e-01	4.026369e-01	4.500000e-01	9	5.524307e-01	4.830259e-01	
5.500000e-01	11	2841	4.495867e+03	3467	3.030321e+03	6.000000e-01	12	0	0	9748	8.055145e+03	5.500000e-01	11	5.496195e-01	4.026369e-01	5.500000e-01	11	3.928749e-01	4.830259e-01	
6.500000e-01	13	3126	4.495867e+03	4011	3.030321e+03	7.000000e-01	14	0	0	9411	8.055145e+03	6.500000e-01	13	5.620008e-01	4.026369e-01	6.500000e-01	13	4.312908e-01	4.830259e-01	
7.500000e-01	15	3844	4.495867e+03	4530	3.030321e+03	8.000000e-01	16	0	0	8655	8.055145e+03	7.500000e-01	15	5.409601e-01	4.026369e-01	7.500000e-01	15	4.917494e-01	4.830259e-01	
8.500000e-01	17	3451	4.495867e+03	4532	3.030321e+03	9.000000e-01	18	0	0	8950	8.055145e+03	8.500000e-01	17	5.677064e-01	4.026369e-01	8.500000e-01	17	4.714463e-01	4.830259e-01	
9.500000e-01	19	3350	4.495867e+03	4618	3.030321e+03	1	20	0	0	7756	8.055145e+03	9.500000e-01	19	5.795683e-01	4.026369e-01	9.500000e-01	19	5.067413e-01	4.830259e-01	
1.050000e+00	21	7.216000e+02	9.215221e+02	6841	6.858254e+03	1.100000e+00	22	0	0	10180	8.055145e+03	1.050000e+00	21	9.045831e-01	8.815490e-01	1.050000e+00	21	4.262397e-01	4.913050e-01	
1.150000e+00	23	1246	9.215221e+02	5503	6.858254e+03	1.200000e+00	24	0	0	9911	8.055145e+03	1.150000e+00	23	8.153801e-01	8.815490e-01	1.150000e+00	23	4.051020e-01	4.913050e-01	
1.250000e+00	25	5.003000e+02	9.215221e+02	6223	6.858254e+03	1.300000e+00	26	0	0	8309	8.055145e+03	1.250000e+00	25	9.255871e-01	8.815490e-01	1.250000e+00	25	4.472569e-01	4.913050e-01	
1.350000e+00	27	-3.144000e+02	9.215221e+02	5329	6.858254e+03	1.400000e+00	28	0	0	7594	8.055145e+03	1.350000e+00	27	1.062697e+00	8.815490e-01	1.350000e+00	27	3.977127e-01	4.913050e-01	
1.450000e+00	29	5.088000e+02	9.215221e+02	7340	6.858254e+03	1.500000e+00	30	0	0	9008	8.055145e+03	1.450000e+00	29	9.351748e-01	8.815490e-01	1.450000e+00	29	4.656162e-01	4.913050e-01	
1.550000e+00	31	1.284000e+02	9.215221e+02	6017	6.858254e+03	1.600000e+00	32	0	0	7355	8.055145e+03	1.550000e+00	31	9.791063e-01	8.815490e-01	1.550000e+00	31	4.552013e-01	4.913050e-01	
1.650000e+00	33	1476	9.215221e+02	7495	6.858254e+03	1.700000e+00	34	0	0	7716	8.055145e+03	1.650000e+00	33	8.354698e-01	8.815490e-01	1.650000e+00	33	5.376041e-01	4.913050e-01	
1.750000e+00	35	8.022000e+02	9.215221e+02	6248	6.858254e+03	1.800000e+00	36	0	0	7181	8.055145e+03	1.750000e+00	35	8.862160e-01	8.815490e-01	1.750000e+00	35	4.954045e-01	4.913050e-01	
1.850000e+00	37	9.089000e+02	9.215221e+02	5992	6.858254e+03	1.900000e+00	38	0	0	8176	8.055145e+03	1.850000e+00	37	8.682925e-01	8.815490e-01	1.850000e+00	37	4.577135e-01	4.913050e-01	
1.950000e+00	39	1096	9.215221e+02	5879	6.858254e+03	2	40	0	0	6436	8.055145e+03	1.950000e+00	39	8.428674e-01	8.815490e-01	1.950000e+00	39	5.200954e-01	4.913050e-01	
2.050000e+00	41	1173	9.215221e+02	5992	6.858254e+03	2.100000e+00	42	0	0	8624	8.055145e+03	2.050000e+00	41	8.362875e-01	8.815490e-01	2.050000e+00	41	4.537969e-01	4.913050e-01	
2.150000e+00	43	5.265000e+02	9.215221e+02	8135	6.858254e+03	2.200000e+00	44	0	0	8311	8.055145e+03	2.150000e+00	43	9.392138e-01	8.815490e-01	2.150000e+00	43	5.103255e-01	4.913050e-01	
2.250000e+00	45	8.105000e+02	9.215221e+02	6702	6.858254e+03	2.300000e+00	46	0	0	9674	8.055145e+03	2.250000e+00	45	8.921131e-01	8.815490e-01	2.250000e+00	45	4.371163e-01	4.913050e-01	
2.350000e+00	47	1411	9.215221e+02	6016	6.858254e+03	2.400000e+00	48	0	0	8145	8.055145e+03	2.350000e+00	47	8.100175e-01	8.815490e-01	2.350000e+00	47	4.769458e-01	4.913050e-01	
2.450000e+00	49	4469	4.495867e+03	2949	3.030321e+03	2.500000e+00	50	0	0	7414	8.055145e+03	2.450000e+00	49	3.975465e-01	4.026369e-01	2.450000e+00	49	5.001348e-01	4.830259e-01	
2.550000e+00	51	7120	4.495867e+03	2324	3.030321e+03	2.600000e+00	52	0	0	8467	8.055145e+03	2.550000e+00	51	2.460822e-01	4.026369e-01	2.550000e+00	51	5.272737e-01	4.830259e-01	
2.650000e+00	53	7965	4.495867e+03	2084	3.030321e+03	2.700000e+00	54	0	0	8866	8.055145e+03	2.650000e+00	53	2.073838e-01	4.026369e-01	2.650000e+00	53	5.312715e-01	4.830259e-01	
2.750000e+00	55	7870	4.495867e+03	1039	3.030321e+03	2.800000e+00	56	0	0	7960	8.055145e+03	2.750000e+00	55	1.166236e-01	4.026369e-01	2.750000e+00	55	5.281285e-01	4.830259e-01	
