time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	2035	7.451122e+02	6146	6.294490e+03	1.000000e-01	2	0	0	7593	6.259927e+03	5.000000e-02	1	7.512529e-01	8.941542e-01	5.000000e-02	1	5.186383e-01	5.293121e-01	
1.500000e-01	3	5.255000e+02	7.451122e+02	5715	6.294490e+03	2.000000e-01	4	0	0	7556	6.259927e+03	1.500000e-01	3	9.157920e-01	8.941542e-01	1.500000e-01	3	4.523249e-01	5.293121e-01	
2.500000e-01	5	6.665000e+02	7.451122e+02	6688	6.294490e+03	3.000000e-01	6	0	0	6272	6.259927e+03	2.500000e-01	5	9.093752e-01	8.941542e-01	2.500000e-01	5	5.397204e-01	5.293121e-01	
3.500000e-01	7	5.713000e+02	7.451122e+02	5343	6.294490e+03	4.000000e-01	8	0	0	5922	6.259927e+03	3.500000e-01	7	9.034036e-01	8.941542e-01	3.500000e-01	7	4.996747e-01	5.293121e-01	
4.500000e-01	9	5.066000e+02	7.451122e+02	7287	6.294490e+03	5.000000e-01	10	0	0	6363	6.259927e+03	4.500000e-01	9	9.349979e-01	8.941542e-01	4.500000e-01	9	5.505277e-01	5.293121e-01	
5.500000e-01	11	4183	5.392943e+03	3575	1.599027e+03	6.000000e-01	12	0	0	6167	6.259927e+03	5.500000e-01	11	4.608146e-01	2.286947e-01	5.500000e-01	11	5.571275e-01	5.276203e-01	
6.500000e-01	13	5310	5.392943e+03	6.028000e+02	1.599027e+03	7.000000e-01	14	0	0	6279	6.259927e+03	6.500000e-01	13	1.019483e-01	2.286947e-01	6.500000e-01	13	4.849817e-01	5.276203e-01	
7.500000e-01	15	5733	5.392943e+03	1850	1.599027e+03	8.000000e-01	16	0	0	8062	6.259927e+03	7.500000e-01	15	2.439668e-01	2.286947e-01	7.500000e-01	15	4.846916e-01	5.276203e-01	
8.500000e-01	17	4868	5.392943e+03	1942	1.599027e+03	9.000000e-01	18	0	0	5616	6.259927e+03	8.500000e-01	17	2.851689e-01	2.286947e-01	8.500000e-01	17	5.480444e-01	5.276203e-01	
9.500000e-01	19	1708	7.451122e+02	6108	6.294490e+03	1	20	0	0	8522	6.259927e+03	9.500000e-01	19	7.814739e-01	8.941542e-01	9.500000e-01	19	4.783939e-01	5.293121e-01	
1.050000e+00	21	1206	7.451122e+02	7337	6.294490e+03	1.100000e+00	22	0	0	7654	6.259927e+03	1.050000e+00	21	8.588318e-01	8.941542e-01	1.050000e+00	21	5.274434e-01	5.293121e-01	
1.150000e+00	23	6.271000e+02	7.451122e+02	6758	6.294490e+03	1.200000e+00	24	0	0	5312	6.259927e+03	1.150000e+00	23	9.150858e-01	8.941542e-01	1.150000e+00	23	5.816368e-01	5.293121e-01	
1.250000e+00	25	-9.337000e+01	7.451122e+02	4482	6.294490e+03	1.300000e+00	26	0	0	7165	6.259927e+03	1.250000e+00	25	1.021275e+00	8.941542e-01	1.250000e+00	25	3.798486e-01	5.293121e-01	
1.350000e+00	27	5.146000e+02	7.451122e+02	4797	6.294490e+03	1.400000e+00	28	0	0	5465	6.259927e+03	1.350000e+00	27	9.031177e-01	8.941542e-01	1.350000e+00	27	4.928827e-01	5.293121e-01	
1.450000e+00	29	1031	7.451122e+02	7184	6.294490e+03	1.500000e+00	30	0	0	8062	6.259927e+03	1.450000e+00	29	8.744979e-01	8.941542e-01	1.450000e+00	29	5.046999e-01	5.293121e-01	
1.550000e+00	31	5.521000e+02	7.451122e+02	7119	6.294490e+03	1.600000e+00	32	0	0	6023	6.259927e+03	1.550000e+00	31	9.280286e-01	8.941542e-01	1.550000e+00	31	5.601756e-01	5.293121e-01	
1.650000e+00	33	7.473000e+02	7.451122e+02	6916	6.294490e+03	1.700000e+00	34	0	0	5686	6.259927e+03	1.650000e+00	33	9.024833e-01	8.941542e-01	1.650000e+00	33	5.740601e-01	5.293121e-01	
1.750000e+00	35	5.607000e+02	7.451122e+02	6845	6.294490e+03	1.800000e+00	36	0	0	6278	6.259927e+03	1.750000e+00	35	9.242880e-01	8.941542e-01	1.750000e+00	35	5.412060e-01	5.293121e-01	
1.850000e+00	37	5.738000e+02	7.451122e+02	7688	6.294490e+03	1.900000e+00	38	0	0	5947	6.259927e+03	1.850000e+00	37	9.305478e-01	8.941542e-01	1.850000e+00	37	5.814566e-01	5.293121e-01	
1.950000e+00	39	1098	7.451122e+02	7692	6.294490e+03	2	40	0	0	6333	6.259927e+03	1.950000e+00	39	8.750853e-01	8.941542e-01	1.950000e+00	39	5.812339e-01	5.293121e-01	
2.050000e+00	41	1589	7.451122e+02	5524	6.294490e+03	2.100000e+00	42	0	0	6515	6.259927e+03	2.050000e+00	41	7.766062e-01	8.941542e-01	2.050000e+00	41	5.219401e-01	5.293121e-01	
2.150000e+00	43	-2.575000e+02	7.451122e+02	6205	6.294490e+03	2.200000e+00	44	0	0	5810	6.259927e+03	2.150000e+00	43	1.043296e+00	8.941542e-01	2.150000e+00	43	5.058473e-01	5.293121e-01	
2.250000e+00	45	2.507000e+02	7.451122e+02	5839	6.294490e+03	2.300000e+00	46	0	0	4591	6.259927e+03	2.250000e+00	45	9.588321e-01	8.941542e-01	2.250000e+00	45	5.701593e-01	5.293121e-01	
2.350000e+00	47	1552	7.451122e+02	6915	6.294490e+03	2.400000e+00	48	0	0	5260	6.259927e+03	2.350000e+00	47	8.167001e-01	8.941542e-01	2.350000e+00	47	6.168136e-01	5.293121e-01	
2.450000e+00	49	-2.163000e+02	7.451122e+02	7168	6.294490e+03	2.500000e+00	50	0	0	5198	6.259927e+03	2.450000e+00	49	1.031115e+00	8.941542e-01	2.450000e+00	49	5.721705e-01	5.293121e-01	
2.550000e+00	51	9.563000e+02	7.451122e+02	6870	6.294490e+03	2.600000e+00	52	0	0	5035	6.259927e+03	2.550000e+00	51	8.778094e-01	8.941542e-01	2.550000e+00	51	6.085155e-01	5.293121e-01	
2.650000e+00	53	7.071000e+02	7.451122e+02	5811	6.294490e+03	2.700000e+00	54	0	0	4925	6.259927e+03	2.650000e+00	53	8.915175e-01	8.941542e-01	2.650000e+00	53	5.696096e-01	5.293121e-01	
2.750000e+00	55	1464	7.451122e+02	6297	6.294490e+03	2.800000e+00	56	0	0	4750	6.259927e+03	2.750000e+00	55	8.113645e-01	8.941542e-01	2.750000e+00	55	6.203341e-01	5.293121e-01	
2.850000e+00	57	1696	7.451122e+02	6301	6.294490e+03	2.900000e+00	58	0	0	4951	6.259927e+03	2.850000e+00	57	7.879205e-01	8.941542e-01	2.850000e+00	57	6.176243e-01	5.293121e-01	
2.950000e+00	59	1340	7.451122e+02	6886	6.294490e+03	3	60	0	0	6894	6.259927e+03	2.950000e+00	59	8.371019e-01	8.941542e-01	2.950000e+00	59	5.440476e-01	5.293121e-01	
3.050000e+00	61	296	7.451122e+02	5872	6.294490e+03	3.100000e+00	62	0	0	5418	6.259927e+03	3.050000e+00	61	9.520104e-01	8.941542e-01	3.050000e+00	61	5.323666e-01	5.293121e-01	
3.150000e+00	63	6.053000e+02	7.451122e+02	7676	6.294490e+03	3.200000e+00	64	0	0	5420	6.259927e+03	3.150000e+00	63	9.269076e-01	8.941542e-01	3.150000e+00	63	6.044171e-01	5.293121e-01	
3.250000e+00	65	1042	7.451122e+02	6412	6.294490e+03	3.300000e+00	66	0	0	6360	6.259927e+03	3.250000e+00	65	8.602093e-01	8.941542e-01	3.250000e+00	65	5.395975e-01	5.293121e-01	
3.350000e+00	67	5.951000e+02	7.451122e+02	4745	6.294490e+03	3.400000e+00	68	0	0	5979	6.259927e+03	3.350000e+00	67	8.885601e-01	8.941542e-01	3.350000e+00	67	4.717778e-01	5.293121e-01	
3.450000e+00	69	1283	7.451122e+02	6568	6.294490e+03	3.500000e+00	70	0	0	6567	6.259927e+03	3.450000e+00	69	8.365813e-01	8.941542e-01	3.450000e+00	69	5.445277e-01	5.293121e-01	
3.550000e+00	71	257	7.451122e+02	7378	6.294490e+03	3.600000e+00	72	0	0	8049	6.259927e+03	3.550000e+00	71	9.663392e-01	8.941542e-01	3.550000e+00	71	4.868018e-01	5.293121e-01	
3.650000e+00	73	1721	7.451122e+02	7044	6.294490e+03	3.700000e+00	74	0	0	7288	6.259927e+03	3.650000e+00	73	8.036509e-01	8.941542e-01	3.650000e+00	73	5.460039e-01	5.293121e-01	
3.750000e+00	75	4.347000e+02	7.451122e+02	5974	6.294490e+03	3.800000e+00	76	0	0	5582	6.259927e+03	3.750000e+00	75	9.321703e-01	8.941542e-01	3.750000e+00	75	5.344725e-01	5.293121e-01	
3.850000e+00	77	112	7.451122e+02	6065	6.294490e+03	3.900000e+00	78	0	0	6475	6.259927e+03	3.850000e+00	77	9.818682e-01	8.941542e-01	3.850000e+00	77	4.882232e-01	5.293121e-01	
3.950000e+00	79	1036	7.451122e+02	7907	6.294490e+03	4	80	0	0	6981	6.259927e+03	3.950000e+00	79	8.841552e-01	8.941542e-01	3.950000e+00	79	5.616051e-01	5.293121e-01	
4.050000e+00	81	-5.946000e+02	7.451122e+02	6487	6.294490e+03	4.100000e+00	82	0	0	5421	6.259927e+03	4.050000e+00	81	1.100910e+00	8.941542e-01	4.050000e+00	81	5.208337e-01	5.293121e-01	
4.150000e+00	83	1219	7.451122e+02	7820	6.294490e+03	4.200000e+00	84	0	0	5340	6.259927e+03	4.150000e+00	83	8.651399e-01	8.941542e-01	4.150000e+00	83	6.286251e-01	5.293121e-01	
4.250000e+00	85	242	7.451122e+02	6230	6.294490e+03	4.300000e+00	86	0	0	5306	6.259927e+03	4.250000e+00	85	9.626082e-01	8.941542e-01	4.250000e+00	85	5.494991e-01	5.293121e-01	
4.350000e+00	87	3.947000e+02	7.451122e+02	7346	6.294490e+03	4.400000e+00	88	0	0	7107	6.259927e+03	4.350000e+00	87	9.490098e-01	8.941542e-01	4.350000e+00	87	5.213400e-01	5.293121e-01	
4.450000e+00	89	8.308000e+01	7.451122e+02	6770	6.294490e+03	4.500000e+00	90	0	0	7130	6.259927e+03	4.450000e+00	89	9.878770e-01	8.941542e-01	4.450000e+00	89	4.900980e-01	5.293121e-01	
4.550000e+00	91	4.861000e+02	7.451122e+02	6541	6.294490e+03	4.600000e+00	92	0	0	7378	6.259927e+03	4.550000e+00	91	9.308249e-01	8.941542e-01	4.550000e+00	91	4.878203e-01	5.293121e-01	
