time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	6062	5.194627e+03	7.732000e+02	1.877498e+03	1.000000e-01	2	0	0	6386	6.360363e+03	5.000000e-02	1	1.131203e-01	2.654786e-01	5.000000e-02	1	5.169879e-01	5.264941e-01	
1.500000e-01	3	7393	5.194627e+03	1237	1.877498e+03	2.000000e-01	4	0	0	3990	6.360363e+03	1.500000e-01	3	1.433372e-01	2.654786e-01	1.500000e-01	3	6.838352e-01	5.264941e-01	
2.500000e-01	5	6646	5.194627e+03	1615	1.877498e+03	3.000000e-01	6	0	0	4680	6.360363e+03	2.500000e-01	5	1.954969e-01	2.654786e-01	2.500000e-01	5	6.383587e-01	5.264941e-01	
3.500000e-01	7	5994	5.194627e+03	9.737000e+02	1.877498e+03	4.000000e-01	8	0	0	7471	6.360363e+03	3.500000e-01	7	1.397448e-01	2.654786e-01	3.500000e-01	7	4.825711e-01	5.264941e-01	
4.500000e-01	9	6707	5.194627e+03	1115	1.877498e+03	5.000000e-01	10	0	0	5854	6.360363e+03	4.500000e-01	9	1.425467e-01	2.654786e-01	4.500000e-01	9	5.719509e-01	5.264941e-01	
5.500000e-01	11	6520	5.194627e+03	2.498000e+02	1.877498e+03	6.000000e-01	12	0	0	6376	6.360363e+03	5.500000e-01	11	3.689917e-02	2.654786e-01	5.500000e-01	11	5.149782e-01	5.264941e-01	
6.500000e-01	13	6309	5.194627e+03	1.831000e+02	1.877498e+03	7.000000e-01	14	0	0	3851	6.360363e+03	6.500000e-01	13	2.820351e-02	2.654786e-01	6.500000e-01	13	6.276745e-01	5.264941e-01	
7.500000e-01	15	2443	5.194627e+03	4518	6.224318e+03	8.000000e-01	16	0	0	5549	6.360363e+03	7.500000e-01	15	6.490447e-01	2.654786e-01	7.500000e-01	15	5.564349e-01	6.422604e-01	
8.500000e-01	17	4.193000e+02	7.642361e+02	6378	6.224318e+03	9.000000e-01	18	0	0	5940	6.360363e+03	8.500000e-01	17	9.383137e-01	8.906446e-01	8.500000e-01	17	5.336531e-01	6.422604e-01	
9.500000e-01	19	1139	7.642361e+02	6310	6.224318e+03	1	20	0	0	6515	6.360363e+03	9.500000e-01	19	8.470936e-01	8.906446e-01	9.500000e-01	19	5.334431e-01	6.422604e-01	
