time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
5.000000e-02	1	6.543000e+02	6.608289e+02	8827	7.828429e+03	1.000000e-01	2	0	0	8967	8.511970e+03	5.000000e-02	1	9.309905e-01	9.221570e-01	5.000000e-02	1	5.139390e-01	4.993320e-01	
1.500000e-01	3	-1.277000e+02	6.608289e+02	8060	7.828429e+03	2.000000e-01	4	0	0	8331	8.511970e+03	1.500000e-01	3	1.016099e+00	9.221570e-01	1.500000e-01	3	4.877423e-01	4.993320e-01	
2.500000e-01	5	1407	6.608289e+02	7607	7.828429e+03	3.000000e-01	6	0	0	9130	8.511970e+03	2.500000e-01	5	8.439095e-01	9.221570e-01	2.500000e-01	5	4.968034e-01	4.993320e-01	
3.500000e-01	7	-5.151000e+02	6.608289e+02	6999	7.828429e+03	4.000000e-01	8	0	0	8477	8.511970e+03	3.500000e-01	7	1.079443e+00	9.221570e-01	3.500000e-01	7	4.333897e-01	4.993320e-01	
4.500000e-01	9	124	6.608289e+02	8856	7.828429e+03	5.000000e-01	10	0	0	7100	8.511970e+03	4.500000e-01	9	9.861915e-01	9.221570e-01	4.500000e-01	9	5.584577e-01	4.993320e-01	
5.500000e-01	11	1582	6.608289e+02	6969	7.828429e+03	6.000000e-01	12	0	0	6845	8.511970e+03	5.500000e-01	11	8.149924e-01	9.221570e-01	5.500000e-01	11	5.554040e-01	4.993320e-01	
6.500000e-01	13	1690	6.608289e+02	8287	7.828429e+03	7.000000e-01	14	0	0	7962	8.511970e+03	6.500000e-01	13	8.306104e-01	9.221570e-01	6.500000e-01	13	5.561626e-01	4.993320e-01	
7.500000e-01	15	3334	5.162097e+03	5497	7.828429e+03	8.000000e-01	16	0	0	7138	8.511970e+03	7.500000e-01	15	6.224663e-01	9.221570e-01	7.500000e-01	15	5.530090e-01	6.041404e-01	
8.500000e-01	17	7333	5.162097e+03	-4.352000e+02	8.115321e+02	9.000000e-01	18	0	0	8906	8.511970e+03	8.500000e-01	17	-6.309258e-02	1.358524e-01	8.500000e-01	17	4.364646e-01	6.041404e-01	
9.500000e-01	19	8404	5.162097e+03	1084	8.115321e+02	1	20	0	0	8729	8.511970e+03	9.500000e-01	19	1.142496e-01	1.358524e-01	9.500000e-01	19	5.208322e-01	6.041404e-01	
