coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	137	146
2.000000e-01	116	148
3.000000e-01	138	155
4.000000e-01	114	154
5.000000e-01	135	147
6.000000e-01	115	152
7.000000e-01	144	151
8.000000e-01	114	155
9.000000e-01	147	143
1	115	156
1.100000e+00	136	140
1.200000e+00	113	148
1.300000e+00	140	140
1.400000e+00	114	141
1.500000e+00	149	140
1.600000e+00	113	156
1.700000e+00	135	135
1.800000e+00	113	147
1.900000e+00	139	147
2	118	150
2.100000e+00	149	140
2.200000e+00	115	146
2.300000e+00	137	141
2.400000e+00	113	149
2.500000e+00	136	144
2.600000e+00	114	143
2.700000e+00	143	136
2.800000e+00	113	146
2.900000e+00	137	145
3	113	149
3.100000e+00	139	137
3.200000e+00	114	151
3.300000e+00	145	148
3.400000e+00	117	149
3.500000e+00	140	143
3.600000e+00	115	148
3.700000e+00	133	157
3.800000e+00	115	162
3.900000e+00	139	144
4	114	152
4.100000e+00	140	143
4.200000e+00	114	161
4.300000e+00	148	144
4.400000e+00	114	154
4.500000e+00	136	152
4.600000e+00	114	151
4.700000e+00	141	146
4.800000e+00	116	150
4.900000e+00	143	140
5	113	149
5.100000e+00	139	142
5.200000e+00	116	154
5.300000e+00	145	151
5.400000e+00	113	157
5.500000e+00	137	150
5.600000e+00	116	156
5.700000e+00	148	147
5.800000e+00	117	144
5.900000e+00	139	137
6	115	165
6.100000e+00	134	152
6.200000e+00	113	154
6.300000e+00	135	141
6.400000e+00	115	161
6.500000e+00	131	142
6.600000e+00	113	150
6.700000e+00	135	136
6.800000e+00	113	156
6.900000e+00	140	134
7	117	158
7.100000e+00	134	133
7.200000e+00	113	166
7.300000e+00	131	157
7.400000e+00	113	149
7.500000e+00	137	143
7.600000e+00	114	149
7.700000e+00	130	140
7.800000e+00	113	150
7.900000e+00	137	139
8	115	159
8.100000e+00	138	144
8.200000e+00	114	147
8.300000e+00	144	139
8.400000e+00	114	162
8.500000e+00	133	151
8.600000e+00	113	157
8.700000e+00	129	141
8.800000e+00	114	161
8.900000e+00	143	146
9	114	143
9.100000e+00	139	148
9.200000e+00	114	155
9.300000e+00	144	149
9.400000e+00	116	159
