coordinates:	11.1,86.4	75.1,86.4
timeat486nm	I_1at486nm	I_2at486nm	timeat777nm	I_1at777nm	I_2at777nm
1.000000e-01	185	131	2.000000e-01	114	250
3.000000e-01	121	297	4.000000e-01	113	250
5.000000e-01	118	309	6.000000e-01	117	117
7.000000e-01	118	116	8.000000e-01	116	114
9.000000e-01	118	116	1	114	124
1.100000e+00	121	115	1.200000e+00	117	120
1.300000e+00	122	113	1.400000e+00	116	114
1.500000e+00	117	118	1.600000e+00	114	117
1.700000e+00	118	117	1.800000e+00	114	117
1.900000e+00	118	119	2	115	119
2.100000e+00	123	118	2.200000e+00	114	114
2.300000e+00	120	118	2.400000e+00	113	118
2.500000e+00	118	116	2.600000e+00	114	116
2.700000e+00	123	115	2.800000e+00	115	115
2.900000e+00	116	119	3	114	116
3.100000e+00	120	115	3.200000e+00	115	116
3.300000e+00	123	118	3.400000e+00	116	118
3.500000e+00	115	116	3.600000e+00	113	116
3.700000e+00	116	117	3.800000e+00	116	120
3.900000e+00	118	115	4	115	114
4.100000e+00	118	119	4.200000e+00	113	118
4.300000e+00	122	117	4.400000e+00	114	119
4.500000e+00	119	117	4.600000e+00	115	120
4.700000e+00	117	115	4.800000e+00	116	123
4.900000e+00	117	115	5	113	115
5.100000e+00	118	118	5.200000e+00	114	116
5.300000e+00	119	118	5.400000e+00	113	121
5.500000e+00	122	114	5.600000e+00	115	119
5.700000e+00	116	114	5.800000e+00	115	116
5.900000e+00	115	116	6	113	118
6.100000e+00	122	120	6.200000e+00	116	120
6.300000e+00	117	117	6.400000e+00	113	118
6.500000e+00	121	114	6.600000e+00	116	119
6.700000e+00	118	114	6.800000e+00	114	117
6.900000e+00	116	116	7	114	122
7.100000e+00	119	114	7.200000e+00	115	114
7.300000e+00	119	115	7.400000e+00	115	118
7.500000e+00	118	115	7.600000e+00	113	118
7.700000e+00	117	116	7.800000e+00	115	120
7.900000e+00	114	114	8	117	116
8.100000e+00	117	116	8.200000e+00	114	118
8.300000e+00	117	115	8.400000e+00	117	116
8.500000e+00	119	116	8.600000e+00	114	118
8.700000e+00	123	116	8.800000e+00	115	120
8.900000e+00	120	115	9	115	114
9.100000e+00	121	115	9.200000e+00	113	115
9.300000e+00	116	119	9.400000e+00	114	115
9.500000e+00	115	117	9.600000e+00	115	115
9.700000e+00	119	116	9.800000e+00	117	119
9.900000e+00	120	116	10	113	117
1.010000e+01	121	118	1.020000e+01	116	119
1.030000e+01	114	115	1.040000e+01	114	115
1.050000e+01	120	117	1.060000e+01	115	116
1.070000e+01	122	119	1.080000e+01	114	118
1.090000e+01	118	116	11	116	118
1.110000e+01	122	117	1.120000e+01	116	120
1.130000e+01	118	114	1.140000e+01	114	118
1.150000e+01	121	118	1.160000e+01	117	118
1.170000e+01	121	114	1.180000e+01	114	118
1.190000e+01	118	114	12	114	118
1.210000e+01	117	119	1.220000e+01	114	116
1.230000e+01	119	118	1.240000e+01	116	117
1.250000e+01	120	116	1.260000e+01	115	117
1.270000e+01	117	117	1.280000e+01	113	116
1.290000e+01	121	115	13	114	115
1.310000e+01	123	115	1.320000e+01	113	117
1.330000e+01	119	115	1.340000e+01	118	126
1.350000e+01	120	115	1.360000e+01	113	117
1.370000e+01	119	116	1.380000e+01	116	117
1.390000e+01	117	113	14	114	119
1.410000e+01	116	117	1.420000e+01	114	116
1.430000e+01	116	114	1.440000e+01	118	116
1.450000e+01	117	116	1.460000e+01	113	114
1.470000e+01	119	116	1.480000e+01	114	117
1.490000e+01	122	120	15	115	115
1.510000e+01	124	117	1.520000e+01	115	118
1.530000e+01	114	114	1.540000e+01	115	117
1.550000e+01	121	116	1.560000e+01	115	119
1.570000e+01	120	116	1.580000e+01	114	118
1.590000e+01	117	119	16	113	116
1.610000e+01	118	120	1.620000e+01	115	115
1.630000e+01	116	113	1.640000e+01	116	123
1.650000e+01	117	116	1.660000e+01	113	117
1.670000e+01	118	118	1.680000e+01	113	119
1.690000e+01	117	117	17	113	116
1.710000e+01	122	114	1.720000e+01	117	115
1.730000e+01	122	117	1.740000e+01	115	115
1.750000e+01	117	114	1.760000e+01	115	115
1.770000e+01	114	117	1.780000e+01	114	116
1.790000e+01	119	117	18	114	116
1.810000e+01	117	115	1.820000e+01	114	117
1.830000e+01	118	114	1.840000e+01	114	116
1.850000e+01	120	114	1.860000e+01	115	120
1.870000e+01	124	120	1.880000e+01	113	116
1.890000e+01	120	116	19	113	117
1.910000e+01	118	117	1.920000e+01	115	114
1.930000e+01	117	119	1.940000e+01	117	124
1.950000e+01	123	115	1.960000e+01	114	118
1.970000e+01	118	117	1.980000e+01	115	118
1.990000e+01	116	117	20	116	117
