coordinates:	46.1,47.1	110.1,47.1
timeat486nm	I_1at486nm	I_2at486nm	timeat777nm	I_1at777nm	I_2at777nm
1.000000e-01	137	133	2.000000e-01	116	263
3.000000e-01	118	280	4.000000e-01	114	254
5.000000e-01	123	300	6.000000e-01	114	246
7.000000e-01	118	312	8.000000e-01	115	232
9.000000e-01	135	151	1	114	268
1.100000e+00	120	298	1.200000e+00	115	252
1.300000e+00	207	149	1.400000e+00	113	252
1.500000e+00	197	142	1.600000e+00	116	257
1.700000e+00	220	134	1.800000e+00	116	242
1.900000e+00	199	145	2	115	260
2.100000e+00	206	132	2.200000e+00	113	157
2.300000e+00	206	145	2.400000e+00	113	266
2.500000e+00	210	143	2.600000e+00	115	264
2.700000e+00	216	140	2.800000e+00	114	243
2.900000e+00	213	139	3	114	252
3.100000e+00	207	157	3.200000e+00	115	251
3.300000e+00	190	151	3.400000e+00	117	255
3.500000e+00	153	120	3.600000e+00	115	232
3.700000e+00	162	127	3.800000e+00	116	263
3.900000e+00	201	144	4	115	255
4.100000e+00	223	152	4.200000e+00	114	255
4.300000e+00	202	148	4.400000e+00	114	275
4.500000e+00	217	134	4.600000e+00	114	275
4.700000e+00	198	135	4.800000e+00	115	246
4.900000e+00	189	124	5	115	260
5.100000e+00	194	149	5.200000e+00	116	255
5.300000e+00	212	150	5.400000e+00	113	255
5.500000e+00	202	125	5.600000e+00	113	149
5.700000e+00	195	136	5.800000e+00	114	253
5.900000e+00	199	140	6	113	238
6.100000e+00	211	144	6.200000e+00	114	259
6.300000e+00	115	292	6.400000e+00	117	245
6.500000e+00	120	301	6.600000e+00	114	243
6.700000e+00	120	296	6.800000e+00	115	230
6.900000e+00	119	296	7	113	238
7.100000e+00	118	284	7.200000e+00	115	258
7.300000e+00	118	292	7.400000e+00	115	256
7.500000e+00	117	293	7.600000e+00	115	250
7.700000e+00	118	296	7.800000e+00	114	273
7.900000e+00	117	276	8	116	272
8.100000e+00	118	296	8.200000e+00	113	231
8.300000e+00	121	303	8.400000e+00	115	269
8.500000e+00	118	295	8.600000e+00	117	237
8.700000e+00	119	292	8.800000e+00	114	284
8.900000e+00	168	206	9	113	242
9.100000e+00	212	138	9.200000e+00	117	266
9.300000e+00	209	129	9.400000e+00	113	236
9.500000e+00	201	143	9.600000e+00	113	241
9.700000e+00	205	151	9.800000e+00	113	259
9.900000e+00	212	142	10	113	265
1.010000e+01	214	159	1.020000e+01	113	254
1.030000e+01	198	138	1.040000e+01	113	243
1.050000e+01	217	121	1.060000e+01	114	149
1.070000e+01	218	143	1.080000e+01	115	261
1.090000e+01	116	117	11	113	247
1.110000e+01	126	119	1.120000e+01	116	271
1.130000e+01	116	116	1.140000e+01	114	232
1.150000e+01	120	118	1.160000e+01	115	258
1.170000e+01	124	118	1.180000e+01	115	252
1.190000e+01	120	122	12	114	254
1.210000e+01	119	124	1.220000e+01	115	233
1.230000e+01	116	121	1.240000e+01	115	248
1.250000e+01	117	117	1.260000e+01	113	249
1.270000e+01	115	119	1.280000e+01	113	258
1.290000e+01	118	117	13	115	239
1.310000e+01	119	118	1.320000e+01	114	256
1.330000e+01	117	116	1.340000e+01	113	264
1.350000e+01	117	118	1.360000e+01	115	243
1.370000e+01	117	121	1.380000e+01	115	246
1.390000e+01	117	116	14	114	263
1.410000e+01	117	118	1.420000e+01	115	251
1.430000e+01	121	116	1.440000e+01	116	249
1.450000e+01	119	117	1.460000e+01	115	250
1.470000e+01	117	128	1.480000e+01	114	254
1.490000e+01	119	117	15	114	257
1.510000e+01	120	117	1.520000e+01	115	118
1.530000e+01	121	118	1.540000e+01	113	248
1.550000e+01	118	124	1.560000e+01	114	245
1.570000e+01	117	115	1.580000e+01	113	269
1.590000e+01	117	123	16	115	247
1.610000e+01	116	123	1.620000e+01	113	277
1.630000e+01	116	117	1.640000e+01	114	261
1.650000e+01	117	121	1.660000e+01	115	255
1.670000e+01	118	119	1.680000e+01	115	260
1.690000e+01	116	117	17	114	282
1.710000e+01	119	120	1.720000e+01	118	258
1.730000e+01	121	123	1.740000e+01	113	266
1.750000e+01	115	118	1.760000e+01	113	198
1.770000e+01	118	117	1.780000e+01	114	145
1.790000e+01	120	118	18	115	250
1.810000e+01	119	120	1.820000e+01	116	245
1.830000e+01	120	119	1.840000e+01	115	270
1.850000e+01	122	121	1.860000e+01	114	244
1.870000e+01	117	116	1.880000e+01	116	252
1.890000e+01	118	117	19	116	246
1.910000e+01	118	121	1.920000e+01	118	261
1.930000e+01	119	121	1.940000e+01	115	253
1.950000e+01	120	117	1.960000e+01	114	264
1.970000e+01	116	121	1.980000e+01	117	243
1.990000e+01	119	118	20	114	266
