coordinates:	38.8,82.3	88.8,82.3
timeat466nm	I_1at466nm	I_2at466nm
1.000000e-01	152	133
2.000000e-01	115	144
3.000000e-01	146	131
4.000000e-01	113	144
5.000000e-01	158	136
6.000000e-01	114	146
7.000000e-01	158	143
8.000000e-01	113	143
9.000000e-01	146	136
1	114	161
1.100000e+00	141	141
1.200000e+00	114	149
1.300000e+00	151	142
1.400000e+00	114	142
1.500000e+00	152	141
1.600000e+00	113	147
1.700000e+00	155	154
1.800000e+00	113	145
1.900000e+00	135	135
2	113	159
2.100000e+00	138	139
2.200000e+00	113	142
2.300000e+00	146	141
2.400000e+00	114	148
2.500000e+00	143	141
2.600000e+00	113	156
2.700000e+00	150	135
2.800000e+00	114	147
2.900000e+00	152	131
3	113	153
3.100000e+00	151	128
3.200000e+00	113	147
3.300000e+00	164	135
3.400000e+00	114	146
3.500000e+00	146	135
3.600000e+00	113	147
3.700000e+00	146	132
3.800000e+00	115	152
3.900000e+00	152	129
4	113	145
4.100000e+00	155	129
4.200000e+00	113	136
4.300000e+00	150	132
4.400000e+00	115	143
4.500000e+00	146	139
4.600000e+00	113	147
4.700000e+00	145	144
4.800000e+00	114	143
4.900000e+00	149	135
5	113	150
5.100000e+00	153	137
5.200000e+00	113	143
5.300000e+00	160	137
5.400000e+00	114	158
5.500000e+00	156	131
5.600000e+00	113	150
5.700000e+00	154	138
5.800000e+00	113	149
5.900000e+00	146	139
6	115	141
6.100000e+00	152	137
6.200000e+00	113	149
6.300000e+00	150	138
6.400000e+00	113	151
6.500000e+00	155	130
6.600000e+00	114	148
6.700000e+00	160	134
6.800000e+00	114	144
6.900000e+00	156	130
7	116	142
7.100000e+00	159	143
7.200000e+00	114	140
7.300000e+00	155	138
7.400000e+00	114	146
7.500000e+00	153	130
7.600000e+00	113	149
7.700000e+00	160	134
7.800000e+00	116	158
7.900000e+00	161	126
8	113	147
8.100000e+00	141	138
8.200000e+00	113	146
8.300000e+00	149	134
8.400000e+00	113	155
8.500000e+00	159	140
8.600000e+00	116	141
8.700000e+00	158	130
8.800000e+00	114	139
8.900000e+00	156	134
9	113	152
9.100000e+00	156	148
9.200000e+00	114	141
9.300000e+00	153	139
9.400000e+00	113	152
9.500000e+00	149	133
9.600000e+00	114	150
9.700000e+00	151	131
9.800000e+00	113	155
9.900000e+00	158	134
10	113	146
1.010000e+01	145	135
1.020000e+01	114	141
1.030000e+01	153	135
1.040000e+01	113	151
1.050000e+01	147	130
1.060000e+01	114	143
1.070000e+01	147	134
1.080000e+01	114	153
1.090000e+01	162	136
11	113	145
1.110000e+01	155	127
1.120000e+01	114	149
1.130000e+01	160	128
1.140000e+01	113	160
1.150000e+01	143	131
1.160000e+01	113	154
1.170000e+01	155	139
1.180000e+01	114	143
1.190000e+01	153	129
12	113	149
1.210000e+01	145	133
1.220000e+01	114	150
1.230000e+01	156	136
1.240000e+01	113	152
1.250000e+01	140	137
1.260000e+01	115	155
1.270000e+01	160	133
1.280000e+01	114	146
1.290000e+01	153	138
13	114	151
1.310000e+01	151	139
1.320000e+01	113	145
1.330000e+01	149	135
1.340000e+01	113	154
1.350000e+01	154	137
1.360000e+01	113	149
1.370000e+01	166	131
1.380000e+01	114	146
1.390000e+01	148	143
14	113	156
1.410000e+01	151	132
1.420000e+01	113	148
1.430000e+01	143	136
1.440000e+01	113	148
1.450000e+01	155	143
1.460000e+01	114	147
1.470000e+01	152	141
1.480000e+01	113	140
1.490000e+01	142	137
15	113	147
1.510000e+01	154	131
1.520000e+01	113	152
1.530000e+01	148	131
1.540000e+01	113	140
1.550000e+01	151	137
1.560000e+01	115	140
1.570000e+01	156	142
1.580000e+01	114	142
1.590000e+01	148	140
16	113	153
1.610000e+01	157	137
1.620000e+01	113	140
1.630000e+01	148	148
1.640000e+01	113	154
1.650000e+01	136	135
1.660000e+01	115	147
1.670000e+01	142	149
1.680000e+01	114	151
1.690000e+01	140	144
17	113	149
1.710000e+01	137	146
1.720000e+01	113	152
1.730000e+01	152	142
1.740000e+01	113	152
1.750000e+01	139	137
1.760000e+01	114	147
1.770000e+01	144	145
1.780000e+01	113	143
1.790000e+01	141	146
18	114	142
1.810000e+01	135	144
1.820000e+01	114	151
1.830000e+01	144	147
1.840000e+01	113	153
1.850000e+01	129	151
1.860000e+01	113	154
1.870000e+01	146	153
1.880000e+01	113	152
1.890000e+01	143	137
19	115	161
1.910000e+01	144	137
1.920000e+01	114	163
1.930000e+01	138	139
1.940000e+01	113	152
1.950000e+01	143	137
1.960000e+01	113	151
1.970000e+01	152	155
1.980000e+01	114	149
1.990000e+01	142	148
20	114	155
