coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	167	123
2.000000e-01	114	157
3.000000e-01	161	124
4.000000e-01	115	137
5.000000e-01	169	125
6.000000e-01	116	158
7.000000e-01	154	126
8.000000e-01	114	144
9.000000e-01	163	124
1	115	158
1.100000e+00	161	122
1.200000e+00	113	145
1.300000e+00	154	129
1.400000e+00	114	150
1.500000e+00	159	124
1.600000e+00	113	146
1.700000e+00	158	128
1.800000e+00	115	154
1.900000e+00	163	120
2	114	140
2.100000e+00	171	127
2.200000e+00	115	159
2.300000e+00	164	122
2.400000e+00	114	156
2.500000e+00	181	121
2.600000e+00	115	150
2.700000e+00	165	122
2.800000e+00	114	150
2.900000e+00	161	129
3	114	144
3.100000e+00	149	119
3.200000e+00	113	159
3.300000e+00	164	124
3.400000e+00	116	152
3.500000e+00	152	122
3.600000e+00	114	143
3.700000e+00	163	126
3.800000e+00	114	168
3.900000e+00	163	128
4	113	149
4.100000e+00	168	134
4.200000e+00	113	161
4.300000e+00	158	121
4.400000e+00	113	156
4.500000e+00	165	123
4.600000e+00	115	149
4.700000e+00	160	123
4.800000e+00	114	157
4.900000e+00	165	131
5	113	150
5.100000e+00	149	123
5.200000e+00	115	148
5.300000e+00	154	127
5.400000e+00	114	153
5.500000e+00	162	127
5.600000e+00	114	143
5.700000e+00	158	128
5.800000e+00	116	155
5.900000e+00	160	123
6	114	147
6.100000e+00	153	126
6.200000e+00	115	147
6.300000e+00	163	122
6.400000e+00	114	147
6.500000e+00	161	124
6.600000e+00	113	150
6.700000e+00	158	132
6.800000e+00	116	145
6.900000e+00	165	123
7	115	143
7.100000e+00	162	129
7.200000e+00	114	151
7.300000e+00	156	124
7.400000e+00	113	154
7.500000e+00	166	120
7.600000e+00	116	152
7.700000e+00	155	130
7.800000e+00	114	147
7.900000e+00	164	123
8	114	147
8.100000e+00	177	125
8.200000e+00	113	155
8.300000e+00	152	127
8.400000e+00	115	138
8.500000e+00	156	121
8.600000e+00	114	152
8.700000e+00	159	127
8.800000e+00	113	158
8.900000e+00	161	125
9	117	154
9.100000e+00	168	122
9.200000e+00	117	159
9.300000e+00	147	128
9.400000e+00	115	152
9.500000e+00	159	122
9.600000e+00	114	145
9.700000e+00	156	126
