coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	166	126
2.000000e-01	113	162
3.000000e-01	163	124
4.000000e-01	115	153
5.000000e-01	158	126
6.000000e-01	113	153
7.000000e-01	158	131
8.000000e-01	115	165
9.000000e-01	147	139
1	116	141
1.100000e+00	145	140
1.200000e+00	113	157
1.300000e+00	150	130
1.400000e+00	114	153
1.500000e+00	142	143
1.600000e+00	115	161
1.700000e+00	134	137
1.800000e+00	114	145
1.900000e+00	151	142
2	114	144
2.100000e+00	148	138
2.200000e+00	113	150
2.300000e+00	139	140
2.400000e+00	115	162
2.500000e+00	140	142
2.600000e+00	117	149
2.700000e+00	149	138
2.800000e+00	113	154
2.900000e+00	143	141
3	115	152
3.100000e+00	140	134
3.200000e+00	116	149
3.300000e+00	146	140
3.400000e+00	113	147
3.500000e+00	140	138
3.600000e+00	113	163
3.700000e+00	146	139
3.800000e+00	117	155
3.900000e+00	143	136
4	113	153
4.100000e+00	153	148
4.200000e+00	113	154
4.300000e+00	142	142
4.400000e+00	115	153
4.500000e+00	150	137
4.600000e+00	113	148
4.700000e+00	148	136
4.800000e+00	116	143
4.900000e+00	137	139
5	113	155
5.100000e+00	145	147
5.200000e+00	114	161
5.300000e+00	140	142
5.400000e+00	114	151
5.500000e+00	148	138
5.600000e+00	114	151
5.700000e+00	140	137
5.800000e+00	115	157
5.900000e+00	136	130
6	113	155
6.100000e+00	136	138
6.200000e+00	115	144
6.300000e+00	144	141
6.400000e+00	114	153
6.500000e+00	142	135
6.600000e+00	115	146
6.700000e+00	144	140
6.800000e+00	115	155
6.900000e+00	145	146
7	115	158
7.100000e+00	141	134
7.200000e+00	115	147
7.300000e+00	152	142
7.400000e+00	114	151
7.500000e+00	145	140
7.600000e+00	115	140
7.700000e+00	142	142
7.800000e+00	114	146
7.900000e+00	146	143
8	114	152
8.100000e+00	138	131
8.200000e+00	114	157
8.300000e+00	136	134
8.400000e+00	114	149
8.500000e+00	144	133
8.600000e+00	116	150
8.700000e+00	137	134
8.800000e+00	113	160
8.900000e+00	146	137
9	115	147
9.100000e+00	143	139
9.200000e+00	114	152
9.300000e+00	150	139
9.400000e+00	114	152
9.500000e+00	141	141
9.600000e+00	114	156
9.700000e+00	145	139
9.800000e+00	114	152
9.900000e+00	139	134
10	113	149
1.010000e+01	141	136
1.020000e+01	115	145
1.030000e+01	142	141
1.040000e+01	115	146
1.050000e+01	143	132
1.060000e+01	116	148
1.070000e+01	145	140
1.080000e+01	114	157
1.090000e+01	143	140
11	116	148
1.110000e+01	147	142
1.120000e+01	117	146
1.130000e+01	141	137
1.140000e+01	115	135
1.150000e+01	141	139
1.160000e+01	117	155
1.170000e+01	134	138
1.180000e+01	116	151
1.190000e+01	144	136
12	118	142
1.210000e+01	146	144
1.220000e+01	113	144
1.230000e+01	151	142
1.240000e+01	113	155
1.250000e+01	145	138
1.260000e+01	113	141
1.270000e+01	139	143
1.280000e+01	114	161
1.290000e+01	145	138
13	116	157
1.310000e+01	143	133
1.320000e+01	115	161
1.330000e+01	140	131
1.340000e+01	115	146
1.350000e+01	133	136
1.360000e+01	113	153
1.370000e+01	149	132
1.380000e+01	114	143
1.390000e+01	136	141
14	115	149
1.410000e+01	143	140
1.420000e+01	115	140
1.430000e+01	146	140
1.440000e+01	113	161
1.450000e+01	145	142
1.460000e+01	115	148
1.470000e+01	144	139
1.480000e+01	114	158
1.490000e+01	159	140
15	114	161
1.510000e+01	146	139
1.520000e+01	115	154
1.530000e+01	144	139
1.540000e+01	114	161
1.550000e+01	151	135
1.560000e+01	113	156
1.570000e+01	146	136
1.580000e+01	114	143
1.590000e+01	148	142
16	116	153
1.610000e+01	141	140
