coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	166	126
2.000000e-01	115	143
3.000000e-01	146	127
4.000000e-01	114	152
5.000000e-01	169	120
6.000000e-01	115	155
7.000000e-01	155	118
8.000000e-01	117	143
9.000000e-01	159	129
1	113	152
1.100000e+00	163	134
1.200000e+00	114	148
1.300000e+00	153	129
1.400000e+00	114	150
1.500000e+00	173	123
1.600000e+00	115	153
1.700000e+00	171	122
1.800000e+00	115	154
1.900000e+00	154	121
2	114	157
2.100000e+00	164	126
2.200000e+00	114	147
2.300000e+00	160	122
2.400000e+00	114	153
2.500000e+00	160	130
2.600000e+00	115	143
2.700000e+00	166	123
2.800000e+00	114	145
2.900000e+00	178	125
3	114	149
3.100000e+00	160	125
3.200000e+00	114	150
3.300000e+00	164	128
3.400000e+00	114	149
3.500000e+00	155	126
3.600000e+00	113	148
3.700000e+00	170	130
3.800000e+00	115	146
3.900000e+00	165	125
4	113	146
4.100000e+00	160	126
4.200000e+00	114	161
4.300000e+00	166	122
4.400000e+00	113	162
4.500000e+00	156	123
4.600000e+00	114	146
4.700000e+00	160	119
4.800000e+00	115	153
4.900000e+00	163	123
5	114	148
5.100000e+00	171	130
5.200000e+00	114	151
5.300000e+00	160	129
5.400000e+00	116	145
5.500000e+00	168	132
5.600000e+00	115	154
5.700000e+00	156	131
5.800000e+00	113	154
5.900000e+00	169	127
6	116	161
6.100000e+00	157	122
6.200000e+00	115	149
6.300000e+00	162	129
6.400000e+00	115	155
6.500000e+00	161	124
6.600000e+00	113	140
6.700000e+00	156	124
6.800000e+00	114	158
6.900000e+00	172	126
7	113	153
7.100000e+00	161	129
7.200000e+00	113	155
7.300000e+00	164	123
7.400000e+00	113	145
7.500000e+00	157	123
7.600000e+00	117	153
7.700000e+00	167	127
7.800000e+00	114	156
7.900000e+00	156	127
8	114	152
8.100000e+00	169	127
8.200000e+00	115	146
8.300000e+00	166	125
8.400000e+00	113	152
8.500000e+00	174	123
8.600000e+00	114	146
8.700000e+00	176	128
8.800000e+00	116	156
8.900000e+00	169	127
9	114	150
9.100000e+00	182	128
9.200000e+00	116	152
9.300000e+00	165	130
9.400000e+00	114	168
9.500000e+00	155	127
9.600000e+00	115	152
9.700000e+00	169	128
9.800000e+00	117	141
9.900000e+00	163	129
10	114	162
1.010000e+01	161	125
1.020000e+01	113	157
1.030000e+01	163	128
1.040000e+01	115	150
1.050000e+01	151	128
1.060000e+01	115	147
1.070000e+01	168	129
1.080000e+01	114	156
1.090000e+01	159	125
11	115	157
1.110000e+01	152	122
1.120000e+01	114	162
1.130000e+01	157	128
1.140000e+01	114	151
1.150000e+01	158	132
1.160000e+01	116	163
1.170000e+01	163	123
1.180000e+01	116	150
1.190000e+01	173	121
12	115	151
1.210000e+01	145	131
1.220000e+01	113	147
1.230000e+01	152	126
1.240000e+01	115	147
1.250000e+01	163	123
1.260000e+01	115	156
1.270000e+01	154	125
1.280000e+01	113	140
1.290000e+01	160	133
13	115	158
1.310000e+01	154	125
1.320000e+01	113	146
1.330000e+01	161	125
1.340000e+01	113	148
1.350000e+01	169	123
1.360000e+01	113	147
1.370000e+01	153	123
1.380000e+01	114	156
1.390000e+01	156	123
14	114	154
1.410000e+01	160	127
1.420000e+01	115	152
1.430000e+01	160	131
1.440000e+01	114	147
1.450000e+01	167	121
1.460000e+01	114	145
1.470000e+01	150	128
1.480000e+01	117	156
1.490000e+01	163	127
15	114	155
1.510000e+01	167	125
1.520000e+01	115	154
1.530000e+01	162	130
1.540000e+01	114	160
1.550000e+01	164	127
1.560000e+01	114	149
1.570000e+01	164	124
1.580000e+01	114	148
1.590000e+01	156	125
16	116	150
1.610000e+01	157	126
