coordinates:	38.8,82.3	88.8,82.3
timeat466nm	I_1at466nm	I_2at466nm
1.000000e-01	152	135
2.000000e-01	113	144
3.000000e-01	156	132
4.000000e-01	115	151
5.000000e-01	149	141
6.000000e-01	113	147
7.000000e-01	156	136
8.000000e-01	115	151
9.000000e-01	153	140
1	114	149
1.100000e+00	151	131
1.200000e+00	113	151
1.300000e+00	154	131
1.400000e+00	113	139
1.500000e+00	149	130
1.600000e+00	113	150
1.700000e+00	157	133
1.800000e+00	113	149
1.900000e+00	153	145
2	113	142
2.100000e+00	150	128
2.200000e+00	113	148
2.300000e+00	151	136
2.400000e+00	113	149
2.500000e+00	143	149
2.600000e+00	115	156
2.700000e+00	137	147
2.800000e+00	113	154
2.900000e+00	137	141
3	113	136
3.100000e+00	143	155
3.200000e+00	113	144
3.300000e+00	139	141
3.400000e+00	115	156
3.500000e+00	146	153
3.600000e+00	114	143
3.700000e+00	138	150
3.800000e+00	113	136
3.900000e+00	147	146
4	114	144
4.100000e+00	147	155
4.200000e+00	113	154
4.300000e+00	142	142
4.400000e+00	114	145
4.500000e+00	139	149
4.600000e+00	114	145
4.700000e+00	140	150
4.800000e+00	113	151
4.900000e+00	132	141
5	113	139
5.100000e+00	143	150
5.200000e+00	113	157
5.300000e+00	140	144
5.400000e+00	114	145
5.500000e+00	145	140
5.600000e+00	113	139
5.700000e+00	136	136
5.800000e+00	113	142
5.900000e+00	150	152
6	114	137
6.100000e+00	135	149
6.200000e+00	114	145
6.300000e+00	141	151
6.400000e+00	113	150
6.500000e+00	135	149
6.600000e+00	114	146
6.700000e+00	138	145
6.800000e+00	114	156
6.900000e+00	143	153
7	114	137
7.100000e+00	136	143
7.200000e+00	113	145
7.300000e+00	140	151
7.400000e+00	114	153
7.500000e+00	137	147
7.600000e+00	113	143
7.700000e+00	148	150
7.800000e+00	113	153
7.900000e+00	137	149
8	114	141
8.100000e+00	153	145
8.200000e+00	113	158
8.300000e+00	142	145
8.400000e+00	114	149
8.500000e+00	143	147
8.600000e+00	114	148
8.700000e+00	142	142
8.800000e+00	113	146
8.900000e+00	146	157
9	115	151
9.100000e+00	142	145
9.200000e+00	113	145
9.300000e+00	147	143
9.400000e+00	113	150
9.500000e+00	136	145
9.600000e+00	115	147
9.700000e+00	145	144
9.800000e+00	113	155
9.900000e+00	140	153
10	113	149
1.010000e+01	138	145
1.020000e+01	113	147
1.030000e+01	143	140
1.040000e+01	113	141
1.050000e+01	141	147
1.060000e+01	114	156
1.070000e+01	141	142
1.080000e+01	113	138
1.090000e+01	142	139
11	113	161
1.110000e+01	140	143
1.120000e+01	113	147
1.130000e+01	140	147
1.140000e+01	114	155
1.150000e+01	142	152
1.160000e+01	113	145
1.170000e+01	133	151
1.180000e+01	114	144
1.190000e+01	152	133
12	115	146
1.210000e+01	128	149
1.220000e+01	114	151
1.230000e+01	142	145
1.240000e+01	113	152
1.250000e+01	142	145
1.260000e+01	113	145
1.270000e+01	141	142
1.280000e+01	113	144
1.290000e+01	136	150
13	114	145
1.310000e+01	143	145
1.320000e+01	113	147
1.330000e+01	144	146
1.340000e+01	114	148
1.350000e+01	137	144
1.360000e+01	115	146
1.370000e+01	135	145
1.380000e+01	113	156
1.390000e+01	141	145
14	114	145
1.410000e+01	141	143
1.420000e+01	115	146
1.430000e+01	150	136
1.440000e+01	114	142
1.450000e+01	139	142
1.460000e+01	113	153
1.470000e+01	138	141
1.480000e+01	113	156
1.490000e+01	136	141
15	114	151
1.510000e+01	141	147
1.520000e+01	113	163
1.530000e+01	134	149
1.540000e+01	113	143
1.550000e+01	150	152
1.560000e+01	114	151
1.570000e+01	136	137
1.580000e+01	115	159
1.590000e+01	160	140
16	113	147
1.610000e+01	140	144
1.620000e+01	115	153
1.630000e+01	146	144
1.640000e+01	113	144
1.650000e+01	148	141
1.660000e+01	114	146
1.670000e+01	142	135
1.680000e+01	113	144
1.690000e+01	146	135
17	113	149
1.710000e+01	145	145
1.720000e+01	114	159
1.730000e+01	147	141
1.740000e+01	113	158
1.750000e+01	142	142
1.760000e+01	113	154
1.770000e+01	140	141
1.780000e+01	113	145
1.790000e+01	154	144
18	114	151
1.810000e+01	154	138
1.820000e+01	114	154
1.830000e+01	150	140
1.840000e+01	114	153
1.850000e+01	143	137
1.860000e+01	113	138
1.870000e+01	154	141
1.880000e+01	115	140
1.890000e+01	143	146
19	113	150
1.910000e+01	146	138
1.920000e+01	114	140
1.930000e+01	147	132
1.940000e+01	113	144
1.950000e+01	147	135
1.960000e+01	114	148
1.970000e+01	155	140
1.980000e+01	114	155
1.990000e+01	143	146
20	113	152
