coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	146	138
2.000000e-01	114	148
3.000000e-01	135	126
4.000000e-01	113	144
5.000000e-01	136	140
6.000000e-01	115	147
7.000000e-01	123	144
8.000000e-01	115	151
9.000000e-01	143	144
1	113	158
1.100000e+00	147	145
1.200000e+00	114	148
1.300000e+00	139	148
1.400000e+00	114	157
1.500000e+00	142	145
1.600000e+00	114	149
1.700000e+00	135	140
1.800000e+00	115	153
1.900000e+00	140	142
2	113	149
2.100000e+00	146	138
2.200000e+00	114	155
2.300000e+00	135	143
2.400000e+00	114	156
2.500000e+00	137	158
2.600000e+00	114	135
2.700000e+00	153	135
2.800000e+00	114	151
2.900000e+00	169	124
3	114	157
3.100000e+00	171	123
3.200000e+00	113	156
3.300000e+00	174	123
3.400000e+00	113	153
3.500000e+00	164	123
3.600000e+00	115	151
3.700000e+00	179	131
3.800000e+00	114	153
3.900000e+00	173	119
4	113	142
4.100000e+00	167	127
4.200000e+00	115	153
4.300000e+00	156	120
4.400000e+00	115	152
4.500000e+00	168	121
4.600000e+00	115	153
4.700000e+00	168	126
4.800000e+00	114	158
4.900000e+00	171	127
5	113	151
5.100000e+00	157	123
5.200000e+00	113	157
5.300000e+00	164	132
5.400000e+00	113	147
5.500000e+00	159	126
5.600000e+00	113	148
5.700000e+00	160	129
5.800000e+00	115	147
5.900000e+00	160	122
6	114	148
6.100000e+00	157	128
6.200000e+00	113	149
6.300000e+00	147	136
6.400000e+00	114	154
6.500000e+00	160	122
6.600000e+00	115	156
6.700000e+00	160	130
6.800000e+00	116	149
6.900000e+00	157	131
7	114	143
7.100000e+00	159	120
7.200000e+00	113	147
7.300000e+00	165	121
7.400000e+00	114	157
7.500000e+00	161	131
7.600000e+00	114	152
7.700000e+00	166	124
7.800000e+00	113	148
7.900000e+00	157	126
8	113	157
8.100000e+00	153	132
8.200000e+00	114	152
8.300000e+00	151	130
8.400000e+00	115	157
8.500000e+00	157	127
8.600000e+00	116	142
8.700000e+00	158	124
8.800000e+00	116	163
8.900000e+00	149	123
9	113	151
9.100000e+00	162	126
9.200000e+00	115	154
9.300000e+00	155	125
9.400000e+00	114	146
9.500000e+00	169	122
9.600000e+00	114	146
9.700000e+00	156	130
9.800000e+00	115	142
9.900000e+00	170	127
10	117	153
1.010000e+01	161	121
1.020000e+01	114	160
1.030000e+01	154	130
1.040000e+01	114	146
1.050000e+01	158	128
1.060000e+01	114	151
1.070000e+01	158	121
1.080000e+01	114	151
1.090000e+01	171	124
11	117	152
1.110000e+01	154	127
1.120000e+01	113	154
1.130000e+01	159	124
1.140000e+01	117	156
1.150000e+01	178	130
1.160000e+01	113	150
1.170000e+01	162	127
1.180000e+01	113	156
1.190000e+01	155	123
12	115	154
1.210000e+01	160	125
1.220000e+01	113	148
1.230000e+01	165	130
1.240000e+01	114	150
1.250000e+01	163	126
1.260000e+01	116	140
1.270000e+01	167	127
1.280000e+01	115	166
1.290000e+01	160	125
13	114	164
1.310000e+01	163	122
1.320000e+01	115	145
1.330000e+01	160	130
1.340000e+01	116	142
1.350000e+01	164	124
1.360000e+01	114	146
1.370000e+01	162	128
1.380000e+01	117	158
1.390000e+01	154	124
14	115	162
1.410000e+01	152	126
1.420000e+01	113	154
1.430000e+01	164	126
1.440000e+01	116	141
1.450000e+01	154	128
1.460000e+01	116	155
1.470000e+01	165	125
1.480000e+01	113	161
1.490000e+01	172	121
15	115	157
1.510000e+01	165	129
1.520000e+01	114	144
1.530000e+01	171	126
1.540000e+01	114	158
1.550000e+01	164	124
1.560000e+01	116	155
1.570000e+01	152	128
1.580000e+01	114	145
1.590000e+01	161	122
16	116	151
1.610000e+01	169	120
1.620000e+01	115	146
1.630000e+01	162	127
1.640000e+01	114	152
1.650000e+01	172	129
1.660000e+01	114	146
1.670000e+01	161	122
1.680000e+01	113	146
1.690000e+01	152	133
17	113	149
1.710000e+01	153	128
1.720000e+01	113	148
1.730000e+01	160	129
1.740000e+01	114	152
1.750000e+01	161	127
1.760000e+01	114	145
1.770000e+01	164	131
1.780000e+01	114	158
1.790000e+01	152	126
18	114	132
1.810000e+01	162	121
1.820000e+01	114	163
1.830000e+01	159	130
1.840000e+01	115	163
1.850000e+01	162	124
1.860000e+01	119	158
1.870000e+01	163	126
1.880000e+01	114	146
1.890000e+01	159	123
19	115	157
1.910000e+01	160	120
1.920000e+01	116	151
1.930000e+01	149	125
1.940000e+01	113	150
1.950000e+01	162	124
1.960000e+01	114	152
1.970000e+01	152	130
1.980000e+01	115	146
1.990000e+01	167	126
20	114	161
2.010000e+01	142	130
2.020000e+01	113	163
2.030000e+01	154	123
2.040000e+01	115	150
2.050000e+01	168	124
2.060000e+01	114	142
2.070000e+01	153	123
2.080000e+01	113	144
2.090000e+01	164	126
21	115	155
2.110000e+01	151	122
2.120000e+01	116	152
2.130000e+01	154	121
2.140000e+01	114	150
2.150000e+01	158	121
2.160000e+01	115	167
2.170000e+01	154	124
2.180000e+01	113	156
2.190000e+01	166	132
22	114	161
2.210000e+01	155	126
2.220000e+01	115	145
2.230000e+01	158	118
2.240000e+01	114	153
2.250000e+01	165	123
2.260000e+01	113	154
2.270000e+01	159	139
2.280000e+01	116	160
2.290000e+01	148	124
23	115	159
2.310000e+01	163	130
2.320000e+01	113	152
2.330000e+01	162	129
2.340000e+01	115	147
2.350000e+01	165	129
2.360000e+01	113	154
2.370000e+01	165	127
2.380000e+01	114	158
2.390000e+01	157	126
24	113	150
2.410000e+01	158	122
2.420000e+01	113	154
2.430000e+01	154	125
2.440000e+01	113	145
2.450000e+01	155	126
2.460000e+01	115	161
2.470000e+01	167	120
2.480000e+01	114	144
2.490000e+01	165	124
25	115	163
2.510000e+01	158	131
2.520000e+01	114	149
2.530000e+01	168	121
2.540000e+01	114	165
2.550000e+01	162	123
2.560000e+01	117	151
2.570000e+01	172	125
2.580000e+01	114	151
2.590000e+01	158	128
26	115	144
2.610000e+01	167	123
2.620000e+01	116	159
2.630000e+01	169	128
2.640000e+01	115	152
2.650000e+01	156	128
2.660000e+01	114	153
2.670000e+01	165	124
2.680000e+01	115	149
2.690000e+01	160	123
27	113	152
2.710000e+01	165	127
2.720000e+01	116	147
2.730000e+01	160	128
2.740000e+01	114	162
2.750000e+01	167	120
2.760000e+01	114	156
2.770000e+01	165	120
2.780000e+01	114	154
2.790000e+01	159	123
28	117	149
2.810000e+01	162	129
2.820000e+01	114	150
2.830000e+01	176	126
2.840000e+01	115	153
2.850000e+01	154	125
2.860000e+01	113	157
2.870000e+01	149	124
2.880000e+01	114	160
2.890000e+01	152	128
29	114	161
2.910000e+01	159	130
2.920000e+01	114	154
2.930000e+01	168	125
2.940000e+01	115	159
2.950000e+01	188	123
