coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	175	123
2.000000e-01	115	172
3.000000e-01	163	128
4.000000e-01	114	160
5.000000e-01	169	126
6.000000e-01	115	147
7.000000e-01	139	144
8.000000e-01	114	159
9.000000e-01	146	135
1	114	145
1.100000e+00	141	137
1.200000e+00	115	147
1.300000e+00	143	147
1.400000e+00	114	151
1.500000e+00	153	133
1.600000e+00	114	155
1.700000e+00	152	134
1.800000e+00	115	153
1.900000e+00	152	138
2	115	146
2.100000e+00	143	140
2.200000e+00	114	150
2.300000e+00	143	142
2.400000e+00	114	155
2.500000e+00	149	136
2.600000e+00	113	145
2.700000e+00	148	133
2.800000e+00	114	157
2.900000e+00	149	136
3	114	149
3.100000e+00	149	143
3.200000e+00	113	169
3.300000e+00	150	139
3.400000e+00	113	149
3.500000e+00	146	135
3.600000e+00	114	157
3.700000e+00	154	135
3.800000e+00	113	154
3.900000e+00	157	141
4	114	149
4.100000e+00	144	141
4.200000e+00	114	148
4.300000e+00	139	139
4.400000e+00	113	153
4.500000e+00	146	134
4.600000e+00	113	166
4.700000e+00	145	144
4.800000e+00	115	147
4.900000e+00	150	133
5	113	141
5.100000e+00	159	135
5.200000e+00	115	158
5.300000e+00	144	140
5.400000e+00	116	153
5.500000e+00	139	136
5.600000e+00	115	147
5.700000e+00	134	139
5.800000e+00	114	143
5.900000e+00	143	138
6	114	156
6.100000e+00	149	140
6.200000e+00	115	152
6.300000e+00	159	148
6.400000e+00	116	150
6.500000e+00	140	142
6.600000e+00	115	162
6.700000e+00	144	128
6.800000e+00	116	149
6.900000e+00	149	131
7	114	148
7.100000e+00	143	143
7.200000e+00	116	155
7.300000e+00	154	139
7.400000e+00	115	162
7.500000e+00	149	146
7.600000e+00	114	156
7.700000e+00	147	141
7.800000e+00	115	158
7.900000e+00	152	152
8	115	153
8.100000e+00	147	133
8.200000e+00	113	143
8.300000e+00	140	133
8.400000e+00	113	145
8.500000e+00	138	138
8.600000e+00	114	162
8.700000e+00	161	135
8.800000e+00	114	158
8.900000e+00	140	139
9	115	159
9.100000e+00	150	143
9.200000e+00	113	150
9.300000e+00	146	132
9.400000e+00	113	152
9.500000e+00	135	139
9.600000e+00	114	146
9.700000e+00	162	135
9.800000e+00	113	162
9.900000e+00	139	144
10	117	154
1.010000e+01	156	138
1.020000e+01	113	153
1.030000e+01	156	144
1.040000e+01	113	143
1.050000e+01	148	153
1.060000e+01	114	154
1.070000e+01	155	140
1.080000e+01	115	156
