coordinates:	28.9,65.4	78.9,65.4
2.540000e+01	114	150
2.550000e+01	134	128
2.560000e+01	113	148
2.570000e+01	143	137
2.580000e+01	117	160
2.590000e+01	145	146
26	115	162
2.610000e+01	147	141
2.620000e+01	115	156
2.630000e+01	160	140
2.640000e+01	117	157
2.650000e+01	148	130
2.660000e+01	114	137
2.670000e+01	144	133
2.680000e+01	114	151
2.690000e+01	145	148
27	116	148
2.710000e+01	148	146
2.720000e+01	114	169
2.730000e+01	141	146
2.740000e+01	114	153
2.750000e+01	149	137
2.760000e+01	115	162
2.770000e+01	157	133
2.780000e+01	114	147
2.790000e+01	139	139
28	113	141
2.810000e+01	151	138
2.820000e+01	115	139
2.830000e+01	147	137
2.840000e+01	116	154
2.850000e+01	141	144
2.860000e+01	116	153
2.870000e+01	151	135
2.880000e+01	117	146
2.890000e+01	140	146
29	114	151
2.910000e+01	141	144
2.920000e+01	116	160
2.930000e+01	133	133
2.940000e+01	114	152
2.950000e+01	138	140
2.960000e+01	113	152
2.970000e+01	145	144
2.980000e+01	113	150
2.990000e+01	140	139
30	115	154
3.010000e+01	151	143
3.020000e+01	115	157
3.030000e+01	151	134
3.040000e+01	114	150
3.050000e+01	144	141
3.060000e+01	116	151
3.070000e+01	146	142
3.080000e+01	113	155
3.090000e+01	147	137
31	113	146
3.110000e+01	146	137
3.120000e+01	118	158
3.130000e+01	147	135
3.140000e+01	115	165
3.150000e+01	147	141
3.160000e+01	115	158
3.170000e+01	145	144
3.180000e+01	115	162
3.190000e+01	150	141
32	117	156
3.210000e+01	150	129
3.220000e+01	115	150
3.230000e+01	152	141
3.240000e+01	115	147
3.250000e+01	137	137
3.260000e+01	114	148
3.270000e+01	145	129
3.280000e+01	114	153
3.290000e+01	152	135
33	113	167
3.310000e+01	147	145
3.320000e+01	115	146
3.330000e+01	147	143
3.340000e+01	113	158
3.350000e+01	150	138
3.360000e+01	115	160
3.370000e+01	147	138
3.380000e+01	114	155
3.390000e+01	149	145
34	114	160
3.410000e+01	145	141
3.420000e+01	116	148
3.430000e+01	144	136
3.440000e+01	116	147
3.450000e+01	144	141
3.460000e+01	114	142
3.470000e+01	145	134
3.480000e+01	113	159
3.490000e+01	140	132
35	115	148
3.510000e+01	147	138
3.520000e+01	114	151
3.530000e+01	138	133
3.540000e+01	114	144
3.550000e+01	148	137
3.560000e+01	114	153
3.570000e+01	144	141
3.580000e+01	116	154
3.590000e+01	144	140
36	115	163
3.610000e+01	157	148
3.620000e+01	113	153
3.630000e+01	145	139
3.640000e+01	115	160
3.650000e+01	144	133
3.660000e+01	114	152
3.670000e+01	154	132
3.680000e+01	114	154
3.690000e+01	155	141
37	115	136
3.710000e+01	147	135
3.720000e+01	116	148
3.730000e+01	138	146
3.740000e+01	117	146
3.750000e+01	142	138
3.760000e+01	116	155
3.770000e+01	152	132
3.780000e+01	113	151
3.790000e+01	158	142
38	113	149
3.810000e+01	153	142
3.820000e+01	113	161
3.830000e+01	150	136
3.840000e+01	115	152
3.850000e+01	139	143
3.860000e+01	117	152
3.870000e+01	143	135
3.880000e+01	114	167
3.890000e+01	145	136
39	114	156
3.910000e+01	146	136
3.920000e+01	114	152
3.930000e+01	146	137
3.940000e+01	115	156
3.950000e+01	149	141
3.960000e+01	114	150
3.970000e+01	144	134
3.980000e+01	114	149
3.990000e+01	138	141
40	113	153
4.010000e+01	148	137
4.020000e+01	114	152
4.030000e+01	141	133
4.040000e+01	114	157
4.050000e+01	150	145
4.060000e+01	113	158
4.070000e+01	153	129
4.080000e+01	115	150
4.090000e+01	149	134
41	115	153
4.110000e+01	144	137
4.120000e+01	115	154
4.130000e+01	147	139
4.140000e+01	113	153
4.150000e+01	163	145
4.160000e+01	113	163
4.170000e+01	143	139
4.180000e+01	114	148
4.190000e+01	138	139
42	115	152
4.210000e+01	143	138
4.220000e+01	115	160
4.230000e+01	134	142
4.240000e+01	115	149
4.250000e+01	150	139
4.260000e+01	116	154
4.270000e+01	148	143
4.280000e+01	113	170
4.290000e+01	156	142
43	114	148
4.310000e+01	139	147
4.320000e+01	113	161
4.330000e+01	159	137
4.340000e+01	114	161
4.350000e+01	146	140
4.360000e+01	114	154
4.370000e+01	147	133
4.380000e+01	114	160
4.390000e+01	133	149
44	113	145
4.410000e+01	142	135
4.420000e+01	114	148
4.430000e+01	163	136
4.440000e+01	113	151
4.450000e+01	143	131
4.460000e+01	116	148
4.470000e+01	141	128
4.480000e+01	114	158
4.490000e+01	140	136
45	113	142
4.510000e+01	147	136
4.520000e+01	113	156
4.530000e+01	150	152
4.540000e+01	116	146
4.550000e+01	145	138
4.560000e+01	117	153
4.570000e+01	148	139
4.580000e+01	114	141
4.590000e+01	141	139
46	115	155
4.610000e+01	154	132
4.620000e+01	115	141
4.630000e+01	144	137
4.640000e+01	114	155
4.650000e+01	143	151
4.660000e+01	117	151
4.670000e+01	148	142
4.680000e+01	117	152
4.690000e+01	155	134
47	113	156
4.710000e+01	141	136
4.720000e+01	113	154
4.730000e+01	135	142
4.740000e+01	114	141
4.750000e+01	148	141
4.760000e+01	114	158
4.770000e+01	146	140
4.780000e+01	116	155
4.790000e+01	145	145
48	114	147
4.810000e+01	144	137
4.820000e+01	115	157
4.830000e+01	152	141
4.840000e+01	115	147
4.850000e+01	144	138
4.860000e+01	114	144
4.870000e+01	146	145
4.880000e+01	115	152
4.890000e+01	145	142
49	114	152
4.910000e+01	144	137
4.920000e+01	114	150
4.930000e+01	149	141
4.940000e+01	115	156
4.950000e+01	148	142
4.960000e+01	115	145
4.970000e+01	158	138
4.980000e+01	115	146
4.990000e+01	156	131
50	114	147
5.010000e+01	141	133
5.020000e+01	116	154
5.030000e+01	159	141
5.040000e+01	116	148
5.050000e+01	154	145
5.060000e+01	114	140
5.070000e+01	153	134
5.080000e+01	114	155
5.090000e+01	153	135
51	113	152
5.110000e+01	143	140
5.120000e+01	113	143
5.130000e+01	150	141
5.140000e+01	114	152
5.150000e+01	143	153
5.160000e+01	116	156
5.170000e+01	144	140
5.180000e+01	114	151
5.190000e+01	140	132
52	115	149
5.210000e+01	139	145
5.220000e+01	118	148
5.230000e+01	136	143
5.240000e+01	114	145
5.250000e+01	144	137
5.260000e+01	113	148
5.270000e+01	147	143
5.280000e+01	113	153
5.290000e+01	153	140
53	113	152
5.310000e+01	156	148
5.320000e+01	114	151
5.330000e+01	158	133
5.340000e+01	116	153
5.350000e+01	153	142
5.360000e+01	115	149
5.370000e+01	143	142
5.380000e+01	115	146
5.390000e+01	158	133
54	116	139
5.410000e+01	146	142
5.420000e+01	114	159
5.430000e+01	150	137
5.440000e+01	114	145
5.450000e+01	151	144
5.460000e+01	117	153
5.470000e+01	141	143
5.480000e+01	114	166
5.490000e+01	141	146
55	115	146
5.510000e+01	141	142
5.520000e+01	115	153
5.530000e+01	142	138
5.540000e+01	113	167
5.550000e+01	143	145
5.560000e+01	113	153
5.570000e+01	142	135
5.580000e+01	115	150
5.590000e+01	157	142
56	114	147
5.610000e+01	138	129
5.620000e+01	114	145
5.630000e+01	150	137
5.640000e+01	113	144
5.650000e+01	144	139
5.660000e+01	115	147
5.670000e+01	160	138
5.680000e+01	115	147
5.690000e+01	146	140
57	114	145
5.710000e+01	143	142
5.720000e+01	114	144
5.730000e+01	143	131
5.740000e+01	115	153
5.750000e+01	153	140
5.760000e+01	115	143
5.770000e+01	139	145
5.780000e+01	113	153
5.790000e+01	158	136
58	113	160
5.810000e+01	152	142
5.820000e+01	114	146
5.830000e+01	140	147
5.840000e+01	115	144
5.850000e+01	152	138
5.860000e+01	116	149
5.870000e+01	153	144
5.880000e+01	113	157
5.890000e+01	133	139
59	115	146
5.910000e+01	141	149
5.920000e+01	114	143
5.930000e+01	144	138
5.940000e+01	115	155
5.950000e+01	140	143
5.960000e+01	114	148
5.970000e+01	144	140
5.980000e+01	115	145
5.990000e+01	154	141
60	115	158
