coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	145	135
2.000000e-01	113	159
3.000000e-01	155	130
4.000000e-01	113	149
5.000000e-01	143	137
6.000000e-01	115	158
7.000000e-01	147	131
8.000000e-01	115	161
9.000000e-01	147	134
1	113	158
1.100000e+00	147	128
1.200000e+00	114	160
1.300000e+00	139	144
1.400000e+00	114	146
1.500000e+00	151	133
1.600000e+00	116	163
1.700000e+00	137	133
1.800000e+00	117	141
1.900000e+00	152	140
2	115	152
2.100000e+00	139	145
2.200000e+00	114	158
2.300000e+00	143	141
2.400000e+00	115	153
2.500000e+00	149	131
2.600000e+00	114	143
2.700000e+00	137	146
2.800000e+00	114	148
2.900000e+00	146	148
3	113	157
3.100000e+00	137	134
3.200000e+00	113	155
3.300000e+00	144	139
3.400000e+00	114	149
3.500000e+00	150	131
3.600000e+00	115	154
3.700000e+00	152	144
3.800000e+00	114	156
3.900000e+00	154	136
4	115	147
4.100000e+00	146	133
4.200000e+00	117	151
4.300000e+00	148	145
4.400000e+00	115	153
4.500000e+00	152	143
4.600000e+00	115	155
4.700000e+00	153	136
4.800000e+00	113	145
4.900000e+00	141	141
5	115	142
5.100000e+00	142	145
5.200000e+00	116	151
5.300000e+00	150	135
5.400000e+00	114	156
5.500000e+00	155	137
5.600000e+00	119	156
5.700000e+00	155	133
5.800000e+00	115	151
5.900000e+00	151	138
6	115	160
6.100000e+00	145	137
6.200000e+00	114	148
6.300000e+00	140	132
6.400000e+00	114	149
6.500000e+00	144	142
6.600000e+00	114	155
6.700000e+00	154	149
6.800000e+00	116	153
6.900000e+00	160	141
7	114	166
7.100000e+00	147	137
7.200000e+00	114	159
7.300000e+00	142	130
7.400000e+00	118	156
7.500000e+00	153	137
7.600000e+00	113	151
7.700000e+00	155	145
7.800000e+00	114	146
7.900000e+00	162	136
8	115	150
8.100000e+00	140	138
8.200000e+00	115	159
8.300000e+00	144	132
8.400000e+00	115	146
8.500000e+00	141	140
8.600000e+00	114	142
8.700000e+00	147	139
8.800000e+00	113	143
8.900000e+00	142	147
9	114	143
9.100000e+00	144	134
9.200000e+00	114	144
9.300000e+00	143	131
9.400000e+00	113	158
9.500000e+00	141	144
9.600000e+00	114	150
9.700000e+00	146	138
9.800000e+00	115	156
9.900000e+00	144	139
10	116	156
1.010000e+01	150	130
1.020000e+01	115	159
1.030000e+01	146	134
1.040000e+01	115	150
1.050000e+01	142	137
1.060000e+01	114	157
1.070000e+01	148	138
1.080000e+01	118	152
1.090000e+01	142	142
11	115	153
1.110000e+01	147	138
1.120000e+01	113	154
1.130000e+01	144	136
1.140000e+01	116	143
1.150000e+01	151	141
1.160000e+01	114	144
1.170000e+01	150	131
1.180000e+01	116	161
1.190000e+01	138	143
12	115	154
1.210000e+01	143	146
1.220000e+01	115	137
1.230000e+01	147	133
1.240000e+01	115	151
1.250000e+01	152	135
1.260000e+01	114	153
1.270000e+01	154	131
1.280000e+01	114	165
1.290000e+01	141	144
13	114	147
1.310000e+01	142	132
1.320000e+01	117	158
1.330000e+01	147	134
1.340000e+01	116	158
1.350000e+01	149	140
1.360000e+01	114	154
1.370000e+01	140	140
1.380000e+01	116	149
1.390000e+01	145	132
14	118	150
1.410000e+01	147	134
1.420000e+01	114	150
1.430000e+01	139	134
1.440000e+01	113	159
1.450000e+01	147	130
1.460000e+01	114	157
1.470000e+01	161	136
1.480000e+01	116	149
1.490000e+01	152	134
15	116	151
1.510000e+01	138	141
1.520000e+01	114	143
1.530000e+01	138	140
1.540000e+01	114	149
1.550000e+01	153	139
1.560000e+01	114	148
1.570000e+01	146	146
1.580000e+01	115	152
1.590000e+01	145	132
16	113	154
1.610000e+01	143	142
1.620000e+01	116	148
1.630000e+01	160	147
1.640000e+01	116	164
1.650000e+01	145	147
1.660000e+01	114	142
1.670000e+01	144	136
1.680000e+01	113	158
1.690000e+01	142	136
17	115	145
1.710000e+01	144	143
1.720000e+01	113	144
1.730000e+01	146	133
1.740000e+01	118	149
1.750000e+01	141	140
1.760000e+01	114	152
1.770000e+01	130	143
1.780000e+01	113	148
1.790000e+01	153	145
18	113	143
1.810000e+01	147	141
1.820000e+01	113	154
1.830000e+01	153	138
1.840000e+01	115	159
1.850000e+01	161	134
1.860000e+01	113	152
1.870000e+01	155	128
1.880000e+01	113	149
1.890000e+01	145	125
19	113	147
1.910000e+01	164	124
1.920000e+01	115	142
1.930000e+01	156	121
1.940000e+01	117	157
1.950000e+01	159	119
1.960000e+01	114	141
1.970000e+01	157	124
1.980000e+01	114	165
1.990000e+01	166	126
20	113	147
2.010000e+01	159	124
2.020000e+01	114	144
2.030000e+01	157	122
2.040000e+01	116	141
2.050000e+01	162	129
2.060000e+01	113	160
2.070000e+01	152	122
2.080000e+01	114	152
2.090000e+01	173	123
21	114	157
2.110000e+01	143	134
2.120000e+01	113	160
2.130000e+01	134	138
2.140000e+01	113	140
2.150000e+01	137	143
2.160000e+01	115	159
2.170000e+01	146	148
2.180000e+01	115	159
2.190000e+01	144	145
22	114	148
2.210000e+01	136	153
2.220000e+01	114	138
2.230000e+01	135	138
2.240000e+01	115	143
2.250000e+01	145	150
2.260000e+01	114	143
2.270000e+01	134	137
2.280000e+01	115	152
2.290000e+01	142	143
23	114	155
2.310000e+01	128	143
2.320000e+01	114	146
2.330000e+01	136	141
2.340000e+01	115	137
2.350000e+01	140	153
2.360000e+01	114	138
2.370000e+01	131	149
2.380000e+01	114	148
2.390000e+01	138	139
24	114	154
2.410000e+01	152	135
2.420000e+01	117	157
2.430000e+01	170	125
2.440000e+01	114	143
2.450000e+01	166	122
2.460000e+01	114	152
2.470000e+01	158	129
2.480000e+01	113	154
2.490000e+01	179	131
25	115	146
2.510000e+01	156	124
2.520000e+01	117	145
2.530000e+01	167	126
2.540000e+01	114	144
2.550000e+01	170	125
2.560000e+01	114	153
2.570000e+01	155	128
2.580000e+01	113	142
2.590000e+01	165	130
26	115	156
2.610000e+01	164	128
2.620000e+01	114	157
2.630000e+01	163	125
2.640000e+01	114	160
2.650000e+01	166	128
2.660000e+01	115	152
2.670000e+01	158	121
2.680000e+01	115	146
2.690000e+01	156	125
27	115	155
2.710000e+01	157	131
2.720000e+01	113	157
2.730000e+01	151	130
2.740000e+01	117	169
2.750000e+01	176	126
2.760000e+01	113	155
2.770000e+01	148	133
2.780000e+01	113	140
2.790000e+01	145	142
28	114	155
2.810000e+01	146	135
2.820000e+01	116	157
2.830000e+01	140	138
2.840000e+01	113	159
2.850000e+01	146	133
2.860000e+01	114	150
2.870000e+01	148	138
2.880000e+01	113	147
