coordinates:	28.9,65.4	78.9,65.4
2.890000e+01	141	145
29	116	151
2.910000e+01	139	135
2.920000e+01	115	150
2.930000e+01	148	150
2.940000e+01	115	164
2.950000e+01	146	138
2.960000e+01	114	154
2.970000e+01	144	133
2.980000e+01	114	152
2.990000e+01	148	146
30	116	150
3.010000e+01	151	138
3.020000e+01	113	149
3.030000e+01	139	139
3.040000e+01	113	153
3.050000e+01	153	138
3.060000e+01	114	146
3.070000e+01	158	138
3.080000e+01	115	154
3.090000e+01	135	139
31	114	157
3.110000e+01	142	137
3.120000e+01	119	157
3.130000e+01	152	144
3.140000e+01	116	146
3.150000e+01	151	136
3.160000e+01	114	159
3.170000e+01	149	134
3.180000e+01	114	157
3.190000e+01	133	137
32	114	156
3.210000e+01	142	140
3.220000e+01	113	160
3.230000e+01	141	142
3.240000e+01	113	156
3.250000e+01	156	134
3.260000e+01	113	153
3.270000e+01	156	134
3.280000e+01	113	149
3.290000e+01	150	141
33	114	153
3.310000e+01	143	130
3.320000e+01	115	163
3.330000e+01	146	139
3.340000e+01	114	164
3.350000e+01	138	134
3.360000e+01	116	150
3.370000e+01	153	136
3.380000e+01	116	158
3.390000e+01	148	138
34	114	153
3.410000e+01	143	137
3.420000e+01	113	146
3.430000e+01	142	137
3.440000e+01	114	156
3.450000e+01	141	136
3.460000e+01	114	144
3.470000e+01	151	145
3.480000e+01	114	157
3.490000e+01	142	140
35	114	150
3.510000e+01	145	141
3.520000e+01	114	153
3.530000e+01	144	135
3.540000e+01	115	147
3.550000e+01	145	137
3.560000e+01	113	156
3.570000e+01	154	143
3.580000e+01	114	144
3.590000e+01	149	134
36	114	155
3.610000e+01	146	139
3.620000e+01	114	172
3.630000e+01	146	145
3.640000e+01	114	147
3.650000e+01	142	136
3.660000e+01	113	156
3.670000e+01	145	144
3.680000e+01	114	155
3.690000e+01	144	142
37	116	154
3.710000e+01	150	131
3.720000e+01	113	141
3.730000e+01	151	144
3.740000e+01	114	163
3.750000e+01	149	131
3.760000e+01	115	161
3.770000e+01	150	137
3.780000e+01	117	154
3.790000e+01	143	142
38	115	150
3.810000e+01	131	135
3.820000e+01	115	150
3.830000e+01	159	139
3.840000e+01	113	146
3.850000e+01	139	139
3.860000e+01	115	151
3.870000e+01	144	143
3.880000e+01	113	151
3.890000e+01	149	139
39	115	152
3.910000e+01	149	143
3.920000e+01	114	150
3.930000e+01	150	137
3.940000e+01	114	150
3.950000e+01	159	147
3.960000e+01	115	164
3.970000e+01	158	134
3.980000e+01	118	157
3.990000e+01	139	145
40	114	148
4.010000e+01	149	149
4.020000e+01	114	155
4.030000e+01	150	142
4.040000e+01	114	153
4.050000e+01	136	141
4.060000e+01	114	169
4.070000e+01	150	131
4.080000e+01	114	160
4.090000e+01	142	136
41	115	146
4.110000e+01	142	128
4.120000e+01	114	160
4.130000e+01	141	135
4.140000e+01	114	155
4.150000e+01	146	143
4.160000e+01	114	149
4.170000e+01	147	130
4.180000e+01	114	149
4.190000e+01	150	138
42	113	151
4.210000e+01	149	131
4.220000e+01	114	168
4.230000e+01	145	134
4.240000e+01	115	147
4.250000e+01	146	136
4.260000e+01	116	149
4.270000e+01	144	143
4.280000e+01	115	153
4.290000e+01	148	140
43	114	148
4.310000e+01	141	134
4.320000e+01	115	154
4.330000e+01	135	136
4.340000e+01	114	155
4.350000e+01	151	138
4.360000e+01	114	152
4.370000e+01	147	132
4.380000e+01	117	157
4.390000e+01	144	140
44	114	159
4.410000e+01	134	144
4.420000e+01	113	143
4.430000e+01	142	133
4.440000e+01	115	155
4.450000e+01	148	140
4.460000e+01	114	140
4.470000e+01	133	132
4.480000e+01	114	160
4.490000e+01	139	135
45	116	148
4.510000e+01	150	137
4.520000e+01	116	147
4.530000e+01	146	144
4.540000e+01	114	152
4.550000e+01	142	144
4.560000e+01	116	143
4.570000e+01	150	149
4.580000e+01	114	147
4.590000e+01	146	141
46	114	164
4.610000e+01	148	131
4.620000e+01	114	156
4.630000e+01	141	142
4.640000e+01	114	157
4.650000e+01	145	134
4.660000e+01	114	150
4.670000e+01	138	139
4.680000e+01	113	137
4.690000e+01	147	140
47	113	159
4.710000e+01	148	142
4.720000e+01	115	151
4.730000e+01	148	133
4.740000e+01	114	154
4.750000e+01	145	143
4.760000e+01	114	154
4.770000e+01	143	141
4.780000e+01	113	147
4.790000e+01	150	140
48	114	151
4.810000e+01	145	142
4.820000e+01	114	152
4.830000e+01	154	137
4.840000e+01	115	148
4.850000e+01	153	135
4.860000e+01	115	146
4.870000e+01	148	134
4.880000e+01	116	151
4.890000e+01	141	133
49	114	167
4.910000e+01	146	139
4.920000e+01	115	167
4.930000e+01	148	150
4.940000e+01	117	162
4.950000e+01	150	144
4.960000e+01	115	148
4.970000e+01	143	141
4.980000e+01	113	152
4.990000e+01	150	136
50	115	154
5.010000e+01	140	136
5.020000e+01	114	143
5.030000e+01	144	146
5.040000e+01	114	159
5.050000e+01	140	138
5.060000e+01	113	142
5.070000e+01	149	147
5.080000e+01	118	145
5.090000e+01	146	134
51	113	146
5.110000e+01	140	147
5.120000e+01	113	150
5.130000e+01	150	134
5.140000e+01	113	150
5.150000e+01	138	135
5.160000e+01	115	150
5.170000e+01	152	148
5.180000e+01	115	157
5.190000e+01	144	147
52	115	152
5.210000e+01	145	132
5.220000e+01	114	155
5.230000e+01	143	140
5.240000e+01	114	164
5.250000e+01	149	137
5.260000e+01	115	155
5.270000e+01	147	140
5.280000e+01	114	159
5.290000e+01	148	145
53	114	153
5.310000e+01	145	139
5.320000e+01	114	160
5.330000e+01	141	132
5.340000e+01	113	139
5.350000e+01	158	136
5.360000e+01	117	151
5.370000e+01	151	135
5.380000e+01	113	149
5.390000e+01	144	138
54	115	158
5.410000e+01	132	136
5.420000e+01	116	153
5.430000e+01	151	140
5.440000e+01	114	160
5.450000e+01	150	153
5.460000e+01	114	156
5.470000e+01	140	138
5.480000e+01	114	150
5.490000e+01	145	137
55	115	156
5.510000e+01	142	139
5.520000e+01	115	161
5.530000e+01	148	134
5.540000e+01	114	154
5.550000e+01	144	137
5.560000e+01	113	156
5.570000e+01	147	128
5.580000e+01	116	158
5.590000e+01	146	138
56	113	147
5.610000e+01	144	137
5.620000e+01	113	154
5.630000e+01	149	141
5.640000e+01	114	141
5.650000e+01	160	140
5.660000e+01	113	144
5.670000e+01	141	133
5.680000e+01	113	154
5.690000e+01	148	147
57	115	141
5.710000e+01	145	145
5.720000e+01	115	157
5.730000e+01	145	138
5.740000e+01	113	160
5.750000e+01	149	135
5.760000e+01	114	156
5.770000e+01	147	144
5.780000e+01	117	152
5.790000e+01	155	144
58	115	150
5.810000e+01	142	133
5.820000e+01	115	153
5.830000e+01	149	140
5.840000e+01	115	153
5.850000e+01	148	140
5.860000e+01	114	146
5.870000e+01	150	126
5.880000e+01	114	151
5.890000e+01	150	146
59	114	156
5.910000e+01	144	136
5.920000e+01	115	152
5.930000e+01	154	134
5.940000e+01	115	158
5.950000e+01	147	143
5.960000e+01	114	148
5.970000e+01	133	143
5.980000e+01	114	149
5.990000e+01	145	132
60	115	147
