coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	141	151
2.000000e-01	113	156
3.000000e-01	144	131
4.000000e-01	115	137
5.000000e-01	151	148
6.000000e-01	114	154
7.000000e-01	147	143
8.000000e-01	115	162
9.000000e-01	150	139
1	113	146
1.100000e+00	147	134
1.200000e+00	115	149
1.300000e+00	137	139
1.400000e+00	115	163
1.500000e+00	149	135
1.600000e+00	113	149
1.700000e+00	145	142
1.800000e+00	115	155
1.900000e+00	153	138
2	115	164
2.100000e+00	147	138
2.200000e+00	113	148
2.300000e+00	152	135
2.400000e+00	115	151
2.500000e+00	152	138
2.600000e+00	114	155
2.700000e+00	152	134
2.800000e+00	114	159
2.900000e+00	146	130
3	115	162
3.100000e+00	138	143
3.200000e+00	113	148
3.300000e+00	148	137
3.400000e+00	113	153
3.500000e+00	144	139
3.600000e+00	116	161
3.700000e+00	151	141
3.800000e+00	116	157
3.900000e+00	147	134
4	115	158
4.100000e+00	141	139
4.200000e+00	115	150
4.300000e+00	145	127
4.400000e+00	116	162
4.500000e+00	147	127
4.600000e+00	115	154
4.700000e+00	131	129
4.800000e+00	115	159
4.900000e+00	152	134
5	116	155
5.100000e+00	144	135
5.200000e+00	114	152
5.300000e+00	142	137
5.400000e+00	117	152
5.500000e+00	144	135
5.600000e+00	115	151
5.700000e+00	142	129
5.800000e+00	114	159
5.900000e+00	141	142
6	114	151
6.100000e+00	145	155
6.200000e+00	113	157
6.300000e+00	155	140
6.400000e+00	113	156
6.500000e+00	143	145
6.600000e+00	115	158
6.700000e+00	144	133
6.800000e+00	114	157
6.900000e+00	145	140
7	113	152
7.100000e+00	149	136
7.200000e+00	115	157
7.300000e+00	145	136
7.400000e+00	115	145
7.500000e+00	151	134
7.600000e+00	115	155
7.700000e+00	149	141
7.800000e+00	114	150
7.900000e+00	147	133
8	114	148
8.100000e+00	150	151
8.200000e+00	113	172
8.300000e+00	147	148
8.400000e+00	114	158
8.500000e+00	141	144
8.600000e+00	115	154
8.700000e+00	146	131
8.800000e+00	114	142
8.900000e+00	143	130
9	117	156
9.100000e+00	135	138
9.200000e+00	113	153
9.300000e+00	136	144
9.400000e+00	115	146
9.500000e+00	152	148
9.600000e+00	115	158
9.700000e+00	148	140
9.800000e+00	114	153
9.900000e+00	144	144
10	114	166
1.010000e+01	140	146
1.020000e+01	117	154
1.030000e+01	133	144
1.040000e+01	115	149
1.050000e+01	140	134
1.060000e+01	115	163
1.070000e+01	134	140
1.080000e+01	116	157
1.090000e+01	135	134
11	114	152
1.110000e+01	135	136
1.120000e+01	114	162
1.130000e+01	144	132
1.140000e+01	114	154
1.150000e+01	151	138
1.160000e+01	116	148
1.170000e+01	139	144
1.180000e+01	114	151
1.190000e+01	146	149
12	113	160
1.210000e+01	136	141
1.220000e+01	113	167
1.230000e+01	150	131
1.240000e+01	114	156
1.250000e+01	146	145
1.260000e+01	113	151
1.270000e+01	139	140
1.280000e+01	115	152
1.290000e+01	153	141
13	116	153
1.310000e+01	152	139
1.320000e+01	114	159
1.330000e+01	141	135
1.340000e+01	113	143
1.350000e+01	150	137
1.360000e+01	115	149
1.370000e+01	144	139
1.380000e+01	114	148
1.390000e+01	139	138
14	123	152
1.410000e+01	142	138
1.420000e+01	114	148
1.430000e+01	151	140
1.440000e+01	116	146
1.450000e+01	138	142
1.460000e+01	114	147
1.470000e+01	143	148
1.480000e+01	114	146
1.490000e+01	137	140
15	114	153
1.510000e+01	156	136
1.520000e+01	115	154
1.530000e+01	141	130
1.540000e+01	114	145
1.550000e+01	146	127
1.560000e+01	113	144
1.570000e+01	151	137
1.580000e+01	115	152
1.590000e+01	143	136
16	114	136
1.610000e+01	149	136
1.620000e+01	114	151
1.630000e+01	154	139
1.640000e+01	115	150
1.650000e+01	143	139
1.660000e+01	114	148
1.670000e+01	139	140
1.680000e+01	114	149
1.690000e+01	145	139
17	115	153
1.710000e+01	149	140
1.720000e+01	117	157
1.730000e+01	149	135
1.740000e+01	116	142
1.750000e+01	143	137
1.760000e+01	115	154
1.770000e+01	145	134
1.780000e+01	115	147
1.790000e+01	159	134
18	113	148
1.810000e+01	149	142
1.820000e+01	114	146
1.830000e+01	139	143
1.840000e+01	117	162
1.850000e+01	145	143
1.860000e+01	114	155
1.870000e+01	144	145
1.880000e+01	115	144
1.890000e+01	154	144
19	115	144
1.910000e+01	154	147
1.920000e+01	115	150
1.930000e+01	140	143
1.940000e+01	115	144
1.950000e+01	147	144
1.960000e+01	115	159
1.970000e+01	157	142
1.980000e+01	115	147
1.990000e+01	161	138
20	115	156
2.010000e+01	143	140
2.020000e+01	115	165
2.030000e+01	156	143
2.040000e+01	115	150
2.050000e+01	141	135
2.060000e+01	115	152
2.070000e+01	138	135
2.080000e+01	114	150
2.090000e+01	140	149
21	114	155
2.110000e+01	167	140
2.120000e+01	115	154
2.130000e+01	159	143
2.140000e+01	115	151
2.150000e+01	156	139
2.160000e+01	115	159
2.170000e+01	152	136
2.180000e+01	114	163
2.190000e+01	146	137
22	117	151
2.210000e+01	152	142
2.220000e+01	114	158
2.230000e+01	142	136
2.240000e+01	114	146
2.250000e+01	148	136
2.260000e+01	116	151
2.270000e+01	147	138
2.280000e+01	115	148
2.290000e+01	138	138
23	114	156
2.310000e+01	163	138
2.320000e+01	118	145
2.330000e+01	142	131
2.340000e+01	114	145
2.350000e+01	153	133
2.360000e+01	115	147
2.370000e+01	139	136
2.380000e+01	115	146
2.390000e+01	137	142
24	114	152
2.410000e+01	144	139
2.420000e+01	116	150
2.430000e+01	149	136
2.440000e+01	113	153
2.450000e+01	147	136
2.460000e+01	115	148
2.470000e+01	145	133
2.480000e+01	114	156
2.490000e+01	153	135
25	114	155
2.510000e+01	149	142
2.520000e+01	113	151
2.530000e+01	138	142
2.540000e+01	116	154
2.550000e+01	149	143
2.560000e+01	113	152
2.570000e+01	141	139
2.580000e+01	114	152
2.590000e+01	150	135
26	114	158
2.610000e+01	146	140
2.620000e+01	115	142
2.630000e+01	135	133
2.640000e+01	115	150
2.650000e+01	163	138
2.660000e+01	113	147
2.670000e+01	149	134
2.680000e+01	114	159
2.690000e+01	150	140
27	115	153
2.710000e+01	149	153
2.720000e+01	114	145
2.730000e+01	136	137
2.740000e+01	116	145
2.750000e+01	150	144
2.760000e+01	114	159
2.770000e+01	143	143
2.780000e+01	114	154
2.790000e+01	137	130
28	117	152
2.810000e+01	145	136
2.820000e+01	114	148
2.830000e+01	148	139
2.840000e+01	115	154
2.850000e+01	143	137
2.860000e+01	114	155
2.870000e+01	150	129
2.880000e+01	114	156
2.890000e+01	153	134
29	115	159
2.910000e+01	148	141
2.920000e+01	115	142
2.930000e+01	146	132
2.940000e+01	116	150
2.950000e+01	154	139
2.960000e+01	114	152
2.970000e+01	140	138
2.980000e+01	115	160
2.990000e+01	135	141
30	113	148
3.010000e+01	145	133
3.020000e+01	114	154
3.030000e+01	141	135
3.040000e+01	114	160
3.050000e+01	145	142
3.060000e+01	114	149
3.070000e+01	157	142
3.080000e+01	115	144
3.090000e+01	136	140
31	113	159
3.110000e+01	148	141
3.120000e+01	113	148
3.130000e+01	144	145
3.140000e+01	114	154
3.150000e+01	147	140
3.160000e+01	114	141
3.170000e+01	140	130
3.180000e+01	114	149
3.190000e+01	148	148
32	117	147
3.210000e+01	144	141
3.220000e+01	115	148
3.230000e+01	147	135
3.240000e+01	113	157
3.250000e+01	143	136
3.260000e+01	114	156
3.270000e+01	147	138
3.280000e+01	115	160
3.290000e+01	140	134
33	113	154
3.310000e+01	144	149
3.320000e+01	113	148
3.330000e+01	134	135
3.340000e+01	113	155
3.350000e+01	147	145
3.360000e+01	114	156
3.370000e+01	151	143
3.380000e+01	113	151
3.390000e+01	148	142
34	114	159
3.410000e+01	152	137
3.420000e+01	117	151
3.430000e+01	135	152
3.440000e+01	113	150
3.450000e+01	153	141
3.460000e+01	114	154
3.470000e+01	147	146
3.480000e+01	114	162
3.490000e+01	139	134
35	113	158
3.510000e+01	137	138
3.520000e+01	115	156
3.530000e+01	146	147
3.540000e+01	113	163
3.550000e+01	146	127
3.560000e+01	116	154
3.570000e+01	142	141
3.580000e+01	115	157
3.590000e+01	144	140
36	116	152
3.610000e+01	152	138
3.620000e+01	116	157
3.630000e+01	160	138
3.640000e+01	115	165
3.650000e+01	151	137
3.660000e+01	114	157
3.670000e+01	151	138
3.680000e+01	116	155
3.690000e+01	148	141
37	113	139
3.710000e+01	137	138
3.720000e+01	114	157
3.730000e+01	149	147
3.740000e+01	114	158
3.750000e+01	148	149
3.760000e+01	114	159
3.770000e+01	151	135
3.780000e+01	115	154
3.790000e+01	145	132
38	114	156
3.810000e+01	139	139
3.820000e+01	116	141
3.830000e+01	151	138
3.840000e+01	114	145
3.850000e+01	141	136
3.860000e+01	114	148
3.870000e+01	139	137
3.880000e+01	114	167
3.890000e+01	139	138
39	115	144
3.910000e+01	138	136
3.920000e+01	115	142
3.930000e+01	140	139
3.940000e+01	115	145
3.950000e+01	137	130
3.960000e+01	115	151
3.970000e+01	146	137
3.980000e+01	114	154
3.990000e+01	140	135
40	114	149
4.010000e+01	144	139
4.020000e+01	114	154
4.030000e+01	139	131
4.040000e+01	113	153
4.050000e+01	147	141
4.060000e+01	118	152
4.070000e+01	137	138
4.080000e+01	114	150
4.090000e+01	141	138
41	116	157
4.110000e+01	142	131
4.120000e+01	114	155
4.130000e+01	142	144
4.140000e+01	115	154
4.150000e+01	151	145
4.160000e+01	114	148
4.170000e+01	140	136
4.180000e+01	117	155
4.190000e+01	142	142
42	114	146
4.210000e+01	151	137
4.220000e+01	115	159
4.230000e+01	153	139
4.240000e+01	114	153
4.250000e+01	154	134
4.260000e+01	113	156
4.270000e+01	153	140
4.280000e+01	114	163
4.290000e+01	149	137
43	113	152
4.310000e+01	156	139
4.320000e+01	115	162
4.330000e+01	143	142
4.340000e+01	114	153
4.350000e+01	150	148
4.360000e+01	114	146
4.370000e+01	149	137
4.380000e+01	116	160
4.390000e+01	142	136
44	113	151
4.410000e+01	146	144
4.420000e+01	113	150
4.430000e+01	145	134
4.440000e+01	116	158
4.450000e+01	146	141
4.460000e+01	115	145
4.470000e+01	150	128
4.480000e+01	115	156
4.490000e+01	159	143
45	115	149
4.510000e+01	156	137
4.520000e+01	115	158
4.530000e+01	138	132
4.540000e+01	116	148
4.550000e+01	145	140
4.560000e+01	114	146
4.570000e+01	143	131
4.580000e+01	114	151
4.590000e+01	150	138
46	114	145
4.610000e+01	152	138
4.620000e+01	113	141
4.630000e+01	152	137
4.640000e+01	116	151
4.650000e+01	144	146
4.660000e+01	115	148
4.670000e+01	138	151
4.680000e+01	114	152
4.690000e+01	142	135
47	116	153
4.710000e+01	139	143
4.720000e+01	114	147
4.730000e+01	151	140
4.740000e+01	113	153
4.750000e+01	147	132
4.760000e+01	113	149
4.770000e+01	162	141
4.780000e+01	113	154
4.790000e+01	146	129
48	114	148
4.810000e+01	142	134
4.820000e+01	115	153
4.830000e+01	144	141
4.840000e+01	114	146
4.850000e+01	157	138
4.860000e+01	114	150
4.870000e+01	139	133
4.880000e+01	117	152
4.890000e+01	148	148
49	113	141
4.910000e+01	147	142
4.920000e+01	116	144
4.930000e+01	154	130
4.940000e+01	113	149
4.950000e+01	148	135
4.960000e+01	114	147
4.970000e+01	160	137
4.980000e+01	116	158
4.990000e+01	151	132
50	114	160
5.010000e+01	147	135
5.020000e+01	114	151
5.030000e+01	143	130
5.040000e+01	113	149
5.050000e+01	141	138
5.060000e+01	114	146
5.070000e+01	145	139
5.080000e+01	115	152
5.090000e+01	148	140
51	114	157
5.110000e+01	150	145
5.120000e+01	116	154
5.130000e+01	158	130
5.140000e+01	114	151
5.150000e+01	162	127
5.160000e+01	114	150
5.170000e+01	158	127
5.180000e+01	114	159
5.190000e+01	159	128
52	116	158
5.210000e+01	163	129
5.220000e+01	114	158
5.230000e+01	165	126
5.240000e+01	114	160
5.250000e+01	155	118
5.260000e+01	114	153
5.270000e+01	172	124
5.280000e+01	114	151
5.290000e+01	169	125
53	114	156
5.310000e+01	153	122
5.320000e+01	114	150
5.330000e+01	160	131
5.340000e+01	114	158
5.350000e+01	162	125
5.360000e+01	115	149
5.370000e+01	171	126
5.380000e+01	113	160
5.390000e+01	166	126
54	113	158
5.410000e+01	154	125
5.420000e+01	116	157
5.430000e+01	154	129
5.440000e+01	113	151
5.450000e+01	173	131
5.460000e+01	113	155
5.470000e+01	170	128
5.480000e+01	114	161
5.490000e+01	169	129
55	115	162
5.510000e+01	173	125
5.520000e+01	113	149
5.530000e+01	158	127
5.540000e+01	113	153
5.550000e+01	166	123
5.560000e+01	114	150
5.570000e+01	163	126
5.580000e+01	117	152
5.590000e+01	161	127
56	113	158
5.610000e+01	179	133
5.620000e+01	115	159
5.630000e+01	154	133
5.640000e+01	113	151
5.650000e+01	168	124
5.660000e+01	115	152
5.670000e+01	158	123
5.680000e+01	115	158
5.690000e+01	155	120
57	115	156
5.710000e+01	151	124
5.720000e+01	114	154
5.730000e+01	165	125
5.740000e+01	113	152
5.750000e+01	168	127
5.760000e+01	116	143
5.770000e+01	146	126
5.780000e+01	114	153
5.790000e+01	151	126
58	115	147
5.810000e+01	162	122
5.820000e+01	114	158
5.830000e+01	166	127
5.840000e+01	114	157
5.850000e+01	163	126
5.860000e+01	117	153
5.870000e+01	153	128
5.880000e+01	116	154
5.890000e+01	162	129
59	115	157
5.910000e+01	168	133
5.920000e+01	114	154
5.930000e+01	156	125
5.940000e+01	114	159
5.950000e+01	167	124
5.960000e+01	113	153
5.970000e+01	159	124
5.980000e+01	115	142
5.990000e+01	176	121
60	115	146
