coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	151	143
2.000000e-01	114	152
3.000000e-01	137	146
4.000000e-01	115	151
5.000000e-01	139	140
6.000000e-01	116	169
7.000000e-01	141	145
8.000000e-01	117	153
9.000000e-01	142	144
1	114	151
1.100000e+00	150	147
1.200000e+00	115	166
1.300000e+00	144	155
1.400000e+00	113	140
1.500000e+00	146	136
1.600000e+00	115	152
1.700000e+00	138	138
1.800000e+00	113	146
1.900000e+00	134	142
2	113	162
2.100000e+00	135	138
2.200000e+00	114	148
2.300000e+00	147	140
2.400000e+00	116	166
2.500000e+00	137	137
2.600000e+00	113	152
2.700000e+00	132	136
2.800000e+00	114	155
2.900000e+00	141	141
3	114	156
3.100000e+00	131	142
3.200000e+00	114	148
3.300000e+00	144	148
3.400000e+00	114	145
3.500000e+00	137	133
3.600000e+00	114	145
3.700000e+00	138	143
3.800000e+00	116	161
3.900000e+00	143	135
4	116	165
4.100000e+00	141	141
4.200000e+00	114	147
4.300000e+00	137	148
4.400000e+00	116	161
4.500000e+00	136	138
4.600000e+00	115	142
4.700000e+00	139	156
4.800000e+00	114	154
4.900000e+00	142	150
5	117	167
5.100000e+00	137	150
5.200000e+00	113	144
5.300000e+00	132	149
5.400000e+00	114	158
5.500000e+00	143	137
5.600000e+00	115	140
5.700000e+00	138	147
5.800000e+00	116	158
5.900000e+00	135	145
6	114	150
6.100000e+00	138	137
6.200000e+00	114	163
6.300000e+00	136	156
6.400000e+00	115	157
6.500000e+00	149	151
6.600000e+00	113	155
6.700000e+00	141	140
6.800000e+00	115	142
6.900000e+00	144	140
7	114	152
7.100000e+00	147	145
7.200000e+00	114	145
7.300000e+00	141	139
7.400000e+00	113	159
7.500000e+00	147	146
7.600000e+00	113	158
7.700000e+00	140	139
7.800000e+00	114	151
7.900000e+00	146	161
8	113	158
8.100000e+00	140	153
8.200000e+00	114	144
8.300000e+00	152	145
8.400000e+00	115	148
8.500000e+00	142	135
8.600000e+00	117	166
8.700000e+00	142	146
8.800000e+00	115	158
8.900000e+00	148	138
9	117	149
9.100000e+00	144	133
9.200000e+00	115	163
9.300000e+00	139	149
9.400000e+00	114	152
9.500000e+00	151	142
9.600000e+00	116	147
9.700000e+00	130	133
9.800000e+00	113	151
9.900000e+00	147	147
10	114	140
1.010000e+01	133	149
1.020000e+01	114	150
1.030000e+01	148	137
1.040000e+01	115	146
1.050000e+01	137	143
1.060000e+01	114	147
1.070000e+01	147	135
1.080000e+01	114	153
1.090000e+01	150	149
11	113	140
1.110000e+01	138	138
1.120000e+01	114	158
1.130000e+01	141	135
1.140000e+01	114	143
1.150000e+01	148	150
1.160000e+01	117	152
1.170000e+01	154	142
1.180000e+01	118	159
1.190000e+01	135	132
12	113	137
1.210000e+01	148	145
1.220000e+01	114	148
1.230000e+01	140	150
1.240000e+01	113	150
1.250000e+01	133	140
1.260000e+01	113	160
1.270000e+01	143	148
1.280000e+01	113	140
1.290000e+01	144	139
13	114	153
1.310000e+01	142	143
1.320000e+01	114	152
1.330000e+01	134	141
1.340000e+01	114	152
1.350000e+01	138	149
1.360000e+01	114	156
1.370000e+01	133	145
1.380000e+01	113	153
1.390000e+01	138	150
14	113	151
1.410000e+01	137	143
1.420000e+01	113	151
1.430000e+01	144	140
1.440000e+01	115	144
1.450000e+01	130	141
1.460000e+01	114	155
1.470000e+01	145	140
1.480000e+01	114	157
1.490000e+01	141	148
15	115	144
1.510000e+01	138	145
